chr	Plot.start	Plot.end	ID_class	score	strand	start	end	class
chr10	33796637	33799016	ESCTE3306_noclass	0	+	33797637	33798016	ESC_noclass
chr10	33880697	33883103	ESCTE3307_noclass	0	-	33881697	33882103	ESC_noclass
chr10	33885443	33887785	ESCTE3308_noclass	0	-	33886443	33886785	ESC_noclass
chr10	33976462	33978838	ESCTE3309_noclass	0	-	33977462	33977838	ESC_noclass
chr10	34229133	34231500	ESCTE3310_noclass	0	-	34230133	34230500	ESC_noclass
chr10	34424397	34427335	ESCTE3311_noclass	0	-	34425397	34426335	ESC_noclass
chr10	34993766	34996665	ESCTE3312_noclass	0	-	34994766	34995665	ESC_noclass
chr10	34999496	35001908	ESCTE3313_noclass	0	-	35000496	35000908	ESC_noclass
chr10	35130301	35132703	ESCTE3314_noclass	0	+	35131301	35131703	ESC_noclass
chr10	35149626	35152014	ESCTE3315_noclass	0	-	35150626	35151014	ESC_noclass
chr10	35155124	35157521	ESCTE3316_noclass	0	-	35156124	35156521	ESC_noclass
chr10	35277461	35280400	ESCTE3317_noclass	0	+	35278461	35279400	ESC_noclass
chr10	35427894	35430190	ESCTE3319_noclass	0	+	35428894	35429190	ESC_noclass
chr10	35988061	35990275	ESCTE3322_noclass	0	-	35989061	35989275	ESC_noclass
chr10	35993103	35995474	ESCTE3323_noclass	0	-	35994103	35994474	ESC_noclass
chr10	36173903	36176060	ESCTE3324_noclass	0	-	36174903	36175060	ESC_noclass
chr10	36174086	36176399	ESCTE3325_noclass	0	-	36175086	36175399	ESC_noclass
chr10	36180849	36183243	ESCTE3326_noclass	0	+	36181849	36182243	ESC_noclass
chr10	36227044	36229420	ESCTE3327_noclass	0	+	36228044	36228420	ESC_noclass
chr10	36312155	36314500	ESCTE3328_noclass	0	+	36313155	36313500	ESC_noclass
chr10	36395626	36398045	ESCTE3329_noclass	0	+	36396626	36397045	ESC_noclass
chr10	36603968	36606813	ESCTE3331_noclass	0	-	36604968	36605813	ESC_noclass
chr10	37066738	37069056	ESCTE3333_noclass	0	+	37067738	37068056	ESC_noclass
chr10	37555053	37557380	ESCTE3334_noclass	0	+	37556053	37556380	ESC_noclass
chr10	37579894	37582093	ESCTE3335_noclass	0	+	37580894	37581093	ESC_noclass
chr10	37671616	37674559	ESCTE3336_noclass	0	-	37672616	37673559	ESC_noclass
chr10	38029610	38031946	ESCTE3337_noclass	0	-	38030610	38030946	ESC_noclass
chr10	38032968	38035828	ESCTE3338_noclass	0	-	38033968	38034828	ESC_noclass
chr10	38035838	38037981	ESCTE3339_noclass	0	-	38036838	38036981	ESC_noclass
chr10	38036436	38038678	ESCTE3340_noclass	0	-	38037436	38037678	ESC_noclass
chr10	38155681	38158630	ESCTE3341_noclass	0	-	38156681	38157630	ESC_noclass
chr10	38189763	38192178	ESCTE3342_noclass	0	+	38190763	38191178	ESC_noclass
chr10	38320559	38322865	ESCTE3343_noclass	0	-	38321559	38321865	ESC_noclass
chr10	38332838	38334902	ESCTE3344_noclass	0	-	38333838	38333902	ESC_noclass
chr10	38781943	38784035	ESCTE3345_noclass	0	-	38782943	38783035	ESC_noclass
chr10	38958855	38960942	ESCTE3347_noclass	0	+	38959855	38959942	ESC_noclass
chr10	39593879	39596199	ESCTE3349_noclass	0	+	39594879	39595199	ESC_noclass
chr10	39974703	39977047	ESCTE3350_noclass	0	+	39975703	39976047	ESC_noclass
chr10	39977363	39979544	ESCTE3351_noclass	0	+	39978363	39978544	ESC_noclass
chr10	39977736	39979906	ESCTE3352_noclass	0	+	39978736	39978906	ESC_noclass
chr10	40010019	40012436	ESCTE3353_noclass	0	+	40011019	40011436	ESC_noclass
chr10	40326429	40328925	ESCTE3354_noclass	0	-	40327429	40327925	ESC_noclass
chr10	40540343	40542654	ESCTE3355_noclass	0	+	40541343	40541654	ESC_noclass
chr10	40542875	40544996	ESCTE3356_noclass	0	+	40543875	40543996	ESC_noclass
chr10	41324474	41326562	ESCTE3357_noclass	0	-	41325474	41325562	ESC_noclass
chr10	41324759	41327076	ESCTE3358_noclass	0	-	41325759	41326076	ESC_noclass
chr10	41409146	41411537	ESCTE3359_noclass	0	-	41410146	41410537	ESC_noclass
chr10	41414317	41416719	ESCTE3360_noclass	0	-	41415317	41415719	ESC_noclass
chr10	41435563	41437647	ESCTE3361_noclass	0	-	41436563	41436647	ESC_noclass
chr10	41444628	41446882	ESCTE3362_noclass	0	-	41445628	41445882	ESC_noclass
chr10	44073978	44076324	ESCTE3363_noclass	0	+	44074978	44075324	ESC_noclass
chr10	44084319	44086616	ESCTE3364_noclass	0	+	44085319	44085616	ESC_noclass
chr10	44085376	44087508	ESCTE3365_noclass	0	+	44086376	44086508	ESC_noclass
chr10	44090169	44092504	ESCTE3366_noclass	0	+	44091169	44091504	ESC_noclass
chr10	44241993	44244375	ESCTE3367_noclass	0	+	44242993	44243375	ESC_noclass
chr10	44247047	44249415	ESCTE3368_noclass	0	+	44248047	44248415	ESC_noclass
chr10	44807551	44809837	ESCTE3369_noclass	0	-	44808551	44808837	ESC_noclass
chr10	44810796	44812928	ESCTE3370_noclass	0	-	44811796	44811928	ESC_noclass
chr10	44812767	44815102	ESCTE3371_noclass	0	-	44813767	44814102	ESC_noclass
chr10	45664216	45666540	ESCTE3372_noclass	0	-	45665216	45665540	ESC_noclass
chr10	46206058	46208311	ESCTE3373_noclass	0	-	46207058	46207311	ESC_noclass
chr10	46208499	46210852	ESCTE3374_noclass	0	+	46209499	46209852	ESC_noclass
chr10	46671454	46673833	ESCTE3375_noclass	0	+	46672454	46672833	ESC_noclass
chr10	46818879	46821234	ESCTE3379_noclass	0	-	46819879	46820234	ESC_noclass
chr10	47354056	47356703	ESCTE3380_noclass	0	-	47355056	47355703	ESC_noclass
chr10	47398258	47400664	ESCTE3381_noclass	0	-	47399258	47399664	ESC_noclass
chr10	47601840	47604257	ESCTE3382_noclass	0	+	47602840	47603257	ESC_noclass
chr10	47629997	47632197	ESCTE3383_noclass	0	+	47630997	47631197	ESC_noclass
chr10	48396907	48399181	ESCTE3385_noclass	0	+	48397907	48398181	ESC_noclass
chr10	48404501	48406892	ESCTE3386_noclass	0	+	48405501	48405892	ESC_noclass
chr10	48550184	48552548	ESCTE3387_noclass	0	+	48551184	48551548	ESC_noclass
chr10	48555279	48557597	ESCTE3388_noclass	0	+	48556279	48556597	ESC_noclass
chr10	48662307	48664628	ESCTE3389_noclass	0	+	48663307	48663628	ESC_noclass
chr10	48735927	48738262	ESCTE3390_noclass	0	+	48736927	48737262	ESC_noclass
chr10	48743262	48745579	ESCTE3391_noclass	0	+	48744262	48744579	ESC_noclass
chr10	48794728	48797104	ESCTE3392_noclass	0	-	48795728	48796104	ESC_noclass
chr10	48998721	49000803	ESCTE3393_noclass	0	+	48999721	48999803	ESC_noclass
chr10	49006439	49008855	ESCTE3394_noclass	0	+	49007439	49007855	ESC_noclass
chr10	49016529	49018888	ESCTE3395_noclass	0	-	49017529	49017888	ESC_noclass
chr10	49022304	49024690	ESCTE3396_noclass	0	-	49023304	49023690	ESC_noclass
chr10	49343983	49346023	ESCTE3397_noclass	0	+	49344983	49345023	ESC_noclass
chr10	49344255	49347037	ESCTE3398_noclass	0	+	49345255	49346037	ESC_noclass
chr10	49346332	49348440	ESCTE3399_noclass	0	+	49347332	49347440	ESC_noclass
chr10	49346587	49348777	ESCTE3400_noclass	0	+	49347587	49347777	ESC_noclass
chr10	49901919	49904337	ESCTE3402_noclass	0	+	49902919	49903337	ESC_noclass
chr10	49907847	49909924	ESCTE3403_noclass	0	+	49908847	49908924	ESC_noclass
chr10	50571345	50573658	ESCTE3404_noclass	0	-	50572345	50572658	ESC_noclass
chr10	50578233	50580596	ESCTE3405_noclass	0	-	50579233	50579596	ESC_noclass
chr10	51296335	51298720	ESCTE3406_noclass	0	+	51297335	51297720	ESC_noclass
chr10	51333469	51335820	ESCTE3408_noclass	0	-	51334469	51334820	ESC_noclass
chr10	51368422	51370798	ESCTE3409_noclass	0	-	51369422	51369798	ESC_noclass
chr10	51564541	51566906	ESCTE3412_noclass	0	-	51565541	51565906	ESC_noclass
chr10	51640193	51643167	ESCTE3413_noclass	0	-	51641193	51642167	ESC_noclass
chr10	51804018	51806451	ESCTE3414_noclass	0	+	51805018	51805451	ESC_noclass
chr10	51815674	51818079	ESCTE3415_noclass	0	+	51816674	51817079	ESC_noclass
chr10	52327149	52329237	ESCTE3416_noclass	0	+	52328149	52328237	ESC_noclass
chr10	52561666	52564012	ESCTE3417_noclass	0	-	52562666	52563012	ESC_noclass
chr10	52680638	52682945	ESCTE3418_noclass	0	-	52681638	52681945	ESC_noclass
chr10	53149859	53152222	ESCTE3419_noclass	0	-	53150859	53151222	ESC_noclass
chr10	53499003	53501380	ESCTE3420_noclass	0	+	53500003	53500380	ESC_noclass
chr10	54666493	54669457	ESCTE3421_noclass	0	-	54667493	54668457	ESC_noclass
chr10	54759645	54761963	ESCTE3422_noclass	0	-	54760645	54760963	ESC_noclass
chr10	55315766	55318127	ESCTE3423_noclass	0	+	55316766	55317127	ESC_noclass
chr10	55439479	55441772	ESCTE3424_noclass	0	-	55440479	55440772	ESC_noclass
chr10	55540263	55542602	ESCTE3425_noclass	0	-	55541263	55541602	ESC_noclass
chr10	55826159	55828469	ESCTE3426_noclass	0	+	55827159	55827469	ESC_noclass
chr10	57110838	57113495	ESCTE3427_noclass	0	+	57111838	57112495	ESC_noclass
chr10	57111554	57113772	ESCTE3428_noclass	0	+	57112554	57112772	ESC_noclass
chr10	57390720	57392846	ESCTE3429_noclass	0	-	57391720	57391846	ESC_noclass
chr10	58529791	58532213	ESCTE3430_noclass	0	-	58530791	58531213	ESC_noclass
chr10	58535170	58537551	ESCTE3431_noclass	0	-	58536170	58536551	ESC_noclass
chr10	59101944	59104792	ESCTE3432_noclass	0	-	59102944	59103792	ESC_noclass
chr10	60162739	60165150	ESCTE3433_noclass	0	-	60163739	60164150	ESC_noclass
chr10	60174262	60176622	ESCTE3434_noclass	0	-	60175262	60175622	ESC_noclass
chr10	60516622	60518984	ESCTE3435_noclass	0	+	60517622	60517984	ESC_noclass
chr10	63425034	63427167	ESCTE3436_noclass	0	+	63426034	63426167	ESC_noclass
chr10	65893496	65895854	ESCTE3438_noclass	0	+	65894496	65894854	ESC_noclass
chr10	67482759	67485080	ESCTE3439_noclass	0	+	67483759	67484080	ESC_noclass
chr10	68071823	68074160	ESCTE3440_noclass	0	+	68072823	68073160	ESC_noclass
chr10	70325280	70327442	ESCTE3442_noclass	0	-	70326280	70326442	ESC_noclass
chr10	70707872	70710175	ESCTE3443_noclass	0	+	70708872	70709175	ESC_noclass
chr10	70836428	70838807	ESCTE3444_noclass	0	+	70837428	70837807	ESC_noclass
chr10	70841568	70843947	ESCTE3445_noclass	0	+	70842568	70842947	ESC_noclass
chr10	74920781	74923108	ESCTE3446_noclass	0	+	74921781	74922108	ESC_noclass
chr10	75847349	75849650	ESCTE3447_noclass	0	-	75848349	75848650	ESC_noclass
chr10	76011341	76013692	ESCTE3448_noclass	0	+	76012341	76012692	ESC_noclass
chr10	76015140	76017451	ESCTE3449_noclass	0	+	76016140	76016451	ESC_noclass
chr10	76042617	76045014	ESCTE3450_noclass	0	+	76043617	76044014	ESC_noclass
chr10	76260944	76263093	ESCTE3451_noclass	0	-	76261944	76262093	ESC_noclass
chr10	77744023	77746335	ESCTE3453_noclass	0	-	77745023	77745335	ESC_noclass
chr10	77867809	77870119	ESCTE3454_noclass	0	-	77868809	77869119	ESC_noclass
chr10	78756670	78759039	ESCTE3455_noclass	0	-	78757670	78758039	ESC_noclass
chr10	79199032	79201430	ESCTE3457_noclass	0	+	79200032	79200430	ESC_noclass
chr10	79305560	79307969	ESCTE3458_noclass	0	+	79306560	79306969	ESC_noclass
chr10	79396435	79398869	ESCTE3459_noclass	0	-	79397435	79397869	ESC_noclass
chr10	79495789	79498207	ESCTE3461_noclass	0	+	79496789	79497207	ESC_noclass
chr10	82256451	82258784	ESCTE3462_noclass	0	+	82257451	82257784	ESC_noclass
chr10	82281008	82283328	ESCTE3463_noclass	0	-	82282008	82282328	ESC_noclass
chr10	82319941	82322306	ESCTE3464_noclass	0	+	82320941	82321306	ESC_noclass
chr10	82328907	82331318	ESCTE3465_noclass	0	+	82329907	82330318	ESC_noclass
chr10	83375897	83378235	ESCTE3466_noclass	0	-	83376897	83377235	ESC_noclass
chr10	83397471	83399876	ESCTE3467_noclass	0	-	83398471	83398876	ESC_noclass
chr10	83449733	83451983	ESCTE3468_noclass	0	-	83450733	83450983	ESC_noclass
chr10	83481943	83484236	ESCTE3469_noclass	0	-	83482943	83483236	ESC_noclass
chr10	86434124	86436498	ESCTE3471_noclass	0	+	86435124	86435498	ESC_noclass
chr10	87967585	87969998	ESCTE3473_noclass	0	-	87968585	87968998	ESC_noclass
chr10	91210218	91212577	ESCTE3474_noclass	0	+	91211218	91211577	ESC_noclass
chr10	95326616	95328971	ESCTE3476_noclass	0	+	95327616	95327971	ESC_noclass
chr10	96055070	96057383	ESCTE3478_noclass	0	+	96056070	96056383	ESC_noclass
chr10	99468056	99470386	ESCTE3479_noclass	0	+	99469056	99469386	ESC_noclass
chr10	99978109	99980524	ESCTE3480_noclass	0	-	99979109	99979524	ESC_noclass
chr10	100151368	100153450	ESCTE3481_noclass	0	-	100152368	100152450	ESC_noclass
chr10	100655271	100657413	ESCTE3482_noclass	0	-	100656271	100656413	ESC_noclass
chr10	100655477	100657655	ESCTE3483_noclass	0	-	100656477	100656655	ESC_noclass
chr10	100655817	100657860	ESCTE3484_noclass	0	-	100656817	100656860	ESC_noclass
chr10	100656360	100658528	ESCTE3485_noclass	0	-	100657360	100657528	ESC_noclass
chr10	101538337	101540743	ESCTE3486_noclass	0	+	101539337	101539743	ESC_noclass
chr10	103343880	103346184	ESCTE3487_noclass	0	-	103344880	103345184	ESC_noclass
chr10	104371593	104373964	ESCTE3488_noclass	0	-	104372593	104372964	ESC_noclass
chr10	104510878	104513212	ESCTE3489_noclass	0	+	104511878	104512212	ESC_noclass
chr10	106416227	106418614	ESCTE3491_noclass	0	+	106417227	106417614	ESC_noclass
chr10	106918196	106920694	ESCTE3492_noclass	0	-	106919196	106919694	ESC_noclass
chr10	106921875	106924427	ESCTE3493_noclass	0	-	106922875	106923427	ESC_noclass
chr10	109732073	109734188	ESCTE3495_noclass	0	-	109733073	109733188	ESC_noclass
chr10	111018901	111021234	ESCTE3498_noclass	0	+	111019901	111020234	ESC_noclass
chr10	111898046	111900375	ESCTE3499_noclass	0	-	111899046	111899375	ESC_noclass
chr10	112792834	112795191	ESCTE3500_noclass	0	-	112793834	112794191	ESC_noclass
chr10	113560609	113563020	ESCTE3501_noclass	0	-	113561609	113562020	ESC_noclass
chr10	114008240	114010583	ESCTE3502_noclass	0	+	114009240	114009583	ESC_noclass
chr10	114309619	114311944	ESCTE3503_noclass	0	-	114310619	114310944	ESC_noclass
chr10	114965174	114967573	ESCTE3504_noclass	0	+	114966174	114966573	ESC_noclass
chr10	115213833	115216171	ESCTE3505_noclass	0	+	115214833	115215171	ESC_noclass
chr10	117250627	117252683	ESCTE3506_noclass	0	-	117251627	117251683	ESC_noclass
chr10	117251342	117253713	ESCTE3507_noclass	0	+	117252342	117252713	ESC_noclass
chr10	117257748	117260128	ESCTE3508_noclass	0	+	117258748	117259128	ESC_noclass
chr10	121287482	121289732	ESCTE3509_noclass	0	+	121288482	121288732	ESC_noclass
chr10	122190875	122193290	ESCTE3510_noclass	0	+	122191875	122192290	ESC_noclass
chr10	123658449	123660806	ESCTE3511_noclass	0	-	123659449	123659806	ESC_noclass
chr10	124937966	124940300	ESCTE3512_noclass	0	-	124938966	124939300	ESC_noclass
chr10	125514451	125516807	ESCTE3513_noclass	0	-	125515451	125515807	ESC_noclass
chr10	126441588	126443936	ESCTE3514_noclass	0	-	126442588	126442936	ESC_noclass
chr10	126840420	126842742	ESCTE3515_noclass	0	+	126841420	126841742	ESC_noclass
chr10	126936462	126938705	ESCTE3516_noclass	0	+	126937462	126937705	ESC_noclass
chr10	127151118	127153429	ESCTE3517_noclass	0	-	127152118	127152429	ESC_noclass
chr10	127784105	127787060	ESCTE3518_noclass	0	-	127785105	127786060	ESC_noclass
chr10	127826425	127828805	ESCTE3519_noclass	0	-	127827425	127827805	ESC_noclass
chr10	127828084	127830517	ESCTE3520_noclass	0	-	127829084	127829517	ESC_noclass
chr10	127879861	127882663	ESCTE3521_noclass	0	-	127880861	127881663	ESC_noclass
chr10	127950978	127953326	ESCTE3523_noclass	0	+	127951978	127952326	ESC_noclass
chr10	129030731	129033152	ESCTE3524_noclass	0	-	129031731	129032152	ESC_noclass
chr10	129204593	129206894	ESCTE3525_noclass	0	+	129205593	129205894	ESC_noclass
chr10	129221241	129223652	ESCTE3526_noclass	0	+	129222241	129222652	ESC_noclass
chr10	129355551	129357966	ESCTE3527_noclass	0	+	129356551	129356966	ESC_noclass
chr10	129361443	129363538	ESCTE3528_noclass	0	+	129362443	129362538	ESC_noclass
chr10	129361927	129364062	ESCTE3529_noclass	0	+	129362927	129363062	ESC_noclass
chr10	129369559	129371680	ESCTE3530_noclass	0	+	129370559	129370680	ESC_noclass
chr10	129373540	129375865	ESCTE3531_noclass	0	+	129374540	129374865	ESC_noclass
chr10	129399815	129402201	ESCTE3532_noclass	0	-	129400815	129401201	ESC_noclass
chr10	129825811	129828636	ESCTE3533_noclass	0	-	129826811	129827636	ESC_noclass
chr10	129846165	129848835	ESCTE3534_noclass	0	+	129847165	129847835	ESC_noclass
chr10	130004468	130006860	ESCTE3535_noclass	0	+	130005468	130005860	ESC_noclass
chr10	130036141	130038521	ESCTE3536_noclass	0	+	130037141	130037521	ESC_noclass
chr10	130115133	130117518	ESCTE3537_noclass	0	+	130116133	130116518	ESC_noclass
chr10	130228962	130231133	ESCTE3538_noclass	0	-	130229962	130230133	ESC_noclass
chr10	130229090	130231161	ESCTE3539_noclass	0	+	130230090	130230161	ESC_noclass
chr10	130371723	130374043	ESCTE3540_noclass	0	-	130372723	130373043	ESC_noclass
chr10	130522986	130525405	ESCTE3542_noclass	0	+	130523986	130524405	ESC_noclass
chr11	3944488	3946958	ESCTE3543_noclass	0	+	3945488	3945958	ESC_noclass
chr11	3954528	3957014	ESCTE3544_noclass	0	+	3955528	3956014	ESC_noclass
chr11	4452087	4454546	ESCTE3545_noclass	0	-	4453087	4453546	ESC_noclass
chr11	5494598	5497038	ESCTE3546_noclass	0	+	5495598	5496038	ESC_noclass
chr11	5693380	5695798	ESCTE3547_noclass	0	-	5694380	5694798	ESC_noclass
chr11	5698852	5701161	ESCTE3548_noclass	0	-	5699852	5700161	ESC_noclass
chr11	6366952	6369347	ESCTE3549_noclass	0	-	6367952	6368347	ESC_noclass
chr11	6724876	6726911	ESCTE3550_noclass	0	-	6725876	6725911	ESC_noclass
chr11	6801994	6804392	ESCTE3551_noclass	0	+	6802994	6803392	ESC_noclass
chr11	6807449	6809845	ESCTE3552_noclass	0	+	6808449	6808845	ESC_noclass
chr11	6846013	6848411	ESCTE3553_noclass	0	+	6847013	6847411	ESC_noclass
chr11	6852438	6854849	ESCTE3554_noclass	0	+	6853438	6853849	ESC_noclass
chr11	6882140	6884550	ESCTE3555_noclass	0	+	6883140	6883550	ESC_noclass
chr11	7727638	7730073	ESCTE3557_noclass	0	-	7728638	7729073	ESC_noclass
chr11	8416177	8418598	ESCTE3558_noclass	0	+	8417177	8417598	ESC_noclass
chr11	8757471	8760338	ESCTE3559_noclass	0	+	8758471	8759338	ESC_noclass
chr11	9145246	9147637	ESCTE3560_noclass	0	+	9146246	9146637	ESC_noclass
chr11	9160287	9162662	ESCTE3561_noclass	0	-	9161287	9161662	ESC_noclass
chr11	9261996	9264361	ESCTE3562_noclass	0	-	9262996	9263361	ESC_noclass
chr11	9373415	9375797	ESCTE3563_noclass	0	-	9374415	9374797	ESC_noclass
chr11	9503695	9506006	ESCTE3564_noclass	0	-	9504695	9505006	ESC_noclass
chr11	9513783	9516721	ESCTE3565_noclass	0	-	9514783	9515721	ESC_noclass
chr11	9842580	9844915	ESCTE3566_noclass	0	-	9843580	9843915	ESC_noclass
chr11	10221151	10223405	ESCTE3569_noclass	0	-	10222151	10222405	ESC_noclass
chr11	10308997	10311408	ESCTE3570_noclass	0	+	10309997	10310408	ESC_noclass
chr11	10329324	10331698	ESCTE3571_noclass	0	+	10330324	10330698	ESC_noclass
chr11	10352264	10354580	ESCTE3572_noclass	0	+	10353264	10353580	ESC_noclass
chr11	10510363	10512797	ESCTE3573_noclass	0	+	10511363	10511797	ESC_noclass
chr11	10611065	10613909	ESCTE3574_noclass	0	-	10612065	10612909	ESC_noclass
chr11	10713407	10715781	ESCTE3575_noclass	0	-	10714407	10714781	ESC_noclass
chr11	10857896	10860332	ESCTE3576_noclass	0	-	10858896	10859332	ESC_noclass
chr11	10996077	10998469	ESCTE3577_noclass	0	-	10997077	10997469	ESC_noclass
chr11	10999678	11002068	ESCTE3578_noclass	0	-	11000678	11001068	ESC_noclass
chr11	11276331	11278732	ESCTE3579_noclass	0	+	11277331	11277732	ESC_noclass
chr11	11635225	11637617	ESCTE3580_noclass	0	+	11636225	11636617	ESC_noclass
chr11	13004143	13006537	ESCTE3581_noclass	0	-	13005143	13005537	ESC_noclass
chr11	13008838	13011085	ESCTE3582_noclass	0	+	13009838	13010085	ESC_noclass
chr11	14031530	14033946	ESCTE3586_noclass	0	+	14032530	14032946	ESC_noclass
chr11	14079701	14082036	ESCTE3587_noclass	0	+	14080701	14081036	ESC_noclass
chr11	14080026	14082265	ESCTE3588_noclass	0	+	14081026	14081265	ESC_noclass
chr11	14487488	14489836	ESCTE3589_noclass	0	+	14488488	14488836	ESC_noclass
chr11	14587281	14589630	ESCTE3590_noclass	0	+	14588281	14588630	ESC_noclass
chr11	14620147	14623092	ESCTE3591_noclass	0	-	14621147	14622092	ESC_noclass
chr11	15220895	15223298	ESCTE3592_noclass	0	+	15221895	15222298	ESC_noclass
chr11	15866971	15869321	ESCTE3593_noclass	0	-	15867971	15868321	ESC_noclass
chr11	15877440	15879857	ESCTE3594_noclass	0	-	15878440	15878857	ESC_noclass
chr11	16018254	16020584	ESCTE3595_noclass	0	-	16019254	16019584	ESC_noclass
chr11	16107415	16109820	ESCTE3596_noclass	0	+	16108415	16108820	ESC_noclass
chr11	16113528	16115930	ESCTE3597_noclass	0	+	16114528	16114930	ESC_noclass
chr11	16674822	16677258	ESCTE3599_noclass	0	-	16675822	16676258	ESC_noclass
chr11	17900045	17902398	ESCTE3600_noclass	0	+	17901045	17901398	ESC_noclass
chr11	18274891	18277066	ESCTE3601_noclass	0	+	18275891	18276066	ESC_noclass
chr11	18275077	18277157	ESCTE3602_noclass	0	+	18276077	18276157	ESC_noclass
chr11	20151647	20154001	ESCTE3604_noclass	0	+	20152647	20153001	ESC_noclass
chr11	20157050	20159289	ESCTE3605_noclass	0	+	20158050	20158289	ESC_noclass
chr11	20388017	20390432	ESCTE3606_noclass	0	+	20389017	20389432	ESC_noclass
chr11	20393664	20396080	ESCTE3607_noclass	0	+	20394664	20395080	ESC_noclass
chr11	20751681	20753994	ESCTE3608_noclass	0	-	20752681	20752994	ESC_noclass
chr11	20771477	20773912	ESCTE3609_noclass	0	-	20772477	20772912	ESC_noclass
chr11	20815804	20818125	ESCTE3610_noclass	0	+	20816804	20817125	ESC_noclass
chr11	20967650	20970013	ESCTE3611_noclass	0	-	20968650	20969013	ESC_noclass
chr11	20974324	20976668	ESCTE3612_noclass	0	-	20975324	20975668	ESC_noclass
chr11	21207998	21210342	ESCTE3613_noclass	0	+	21208998	21209342	ESC_noclass
chr11	21629100	21631398	ESCTE3614_noclass	0	-	21630100	21630398	ESC_noclass
chr11	21631050	21633277	ESCTE3615_noclass	0	-	21632050	21632277	ESC_noclass
chr11	21873338	21875737	ESCTE3616_noclass	0	-	21874338	21874737	ESC_noclass
chr11	22519187	22521521	ESCTE3617_noclass	0	-	22520187	22520521	ESC_noclass
chr11	22526641	22528941	ESCTE3618_noclass	0	-	22527641	22527941	ESC_noclass
chr11	22687532	22689917	ESCTE3619_noclass	0	-	22688532	22688917	ESC_noclass
chr11	22746357	22748772	ESCTE3620_noclass	0	-	22747357	22747772	ESC_noclass
chr11	22786801	22789126	ESCTE3621_noclass	0	-	22787801	22788126	ESC_noclass
chr11	23109804	23111981	ESCTE3622_noclass	0	-	23110804	23110981	ESC_noclass
chr11	23110716	23112823	ESCTE3623_noclass	0	-	23111716	23111823	ESC_noclass
chr11	23513519	23515530	ESCTE3624_noclass	0	+	23514519	23514530	ESC_noclass
chr11	23513922	23516318	ESCTE3625_noclass	0	+	23514922	23515318	ESC_noclass
chr11	23519732	23522131	ESCTE3626_noclass	0	-	23520732	23521131	ESC_noclass
chr11	23963158	23965537	ESCTE3627_noclass	0	-	23964158	23964537	ESC_noclass
chr11	24950273	24952610	ESCTE3628_noclass	0	+	24951273	24951610	ESC_noclass
chr11	26649688	26652092	ESCTE3631_noclass	0	+	26650688	26651092	ESC_noclass
chr11	27044500	27046606	ESCTE3632_noclass	0	+	27045500	27045606	ESC_noclass
chr11	27094226	27097211	ESCTE3633_noclass	0	-	27095226	27096211	ESC_noclass
chr11	27227989	27230353	ESCTE3634_noclass	0	+	27228989	27229353	ESC_noclass
chr11	27257254	27260116	ESCTE3635_noclass	0	+	27258254	27259116	ESC_noclass
chr11	27279912	27282330	ESCTE3636_noclass	0	+	27280912	27281330	ESC_noclass
chr11	27285437	27287844	ESCTE3637_noclass	0	+	27286437	27286844	ESC_noclass
chr11	27449933	27452260	ESCTE3638_noclass	0	+	27450933	27451260	ESC_noclass
chr11	27455321	27457730	ESCTE3639_noclass	0	-	27456321	27456730	ESC_noclass
chr11	27498105	27500464	ESCTE3640_noclass	0	+	27499105	27499464	ESC_noclass
chr11	27702716	27705118	ESCTE3641_noclass	0	-	27703716	27704118	ESC_noclass
chr11	27708441	27710837	ESCTE3642_noclass	0	-	27709441	27709837	ESC_noclass
chr11	27782538	27784929	ESCTE3643_noclass	0	-	27783538	27783929	ESC_noclass
chr11	27858834	27861188	ESCTE3644_noclass	0	+	27859834	27860188	ESC_noclass
chr11	27897446	27899800	ESCTE3645_noclass	0	+	27898446	27898800	ESC_noclass
chr11	27978470	27980835	ESCTE3646_noclass	0	-	27979470	27979835	ESC_noclass
chr11	28034442	28036846	ESCTE3647_noclass	0	-	28035442	28035846	ESC_noclass
chr11	28040851	28043253	ESCTE3648_noclass	0	-	28041851	28042253	ESC_noclass
chr11	28108175	28110570	ESCTE3649_noclass	0	+	28109175	28109570	ESC_noclass
chr11	28185763	28188171	ESCTE3650_noclass	0	-	28186763	28187171	ESC_noclass
chr11	28271546	28273586	ESCTE3651_noclass	0	+	28272546	28272586	ESC_noclass
chr11	28271586	28273969	ESCTE3652_noclass	0	+	28272586	28272969	ESC_noclass
chr11	28277096	28279460	ESCTE3653_noclass	0	+	28278096	28278460	ESC_noclass
chr11	29334418	29336777	ESCTE3654_noclass	0	-	29335418	29335777	ESC_noclass
chr11	29354398	29356579	ESCTE3655_noclass	0	-	29355398	29355579	ESC_noclass
chr11	29595411	29597827	ESCTE3656_noclass	0	-	29596411	29596827	ESC_noclass
chr11	29796070	29798474	ESCTE3658_noclass	0	+	29797070	29797474	ESC_noclass
chr11	29877005	29879373	ESCTE3659_noclass	0	+	29878005	29878373	ESC_noclass
chr11	30338263	30340648	ESCTE3660_noclass	0	-	30339263	30339648	ESC_noclass
chr11	30495109	30497476	ESCTE3662_noclass	0	+	30496109	30496476	ESC_noclass
chr11	30754649	30756714	ESCTE3663_noclass	0	-	30755649	30755714	ESC_noclass
chr11	30760855	30763253	ESCTE3664_noclass	0	-	30761855	30762253	ESC_noclass
