chr	start	end	strand	repName	ID	mappability
chr3	87034434	87035292	-	RLTR13B1	TSCTE407	0.5343422
chr3	87286029	87286877	-	RLTR13B4	TSCTE408	0.70553595
chr3	91000000	91000824	-	RLTR13B2	TSCTE409	0.53939396
chr3	91143290	91144265	+	RLTR13B1	TSCTE410	0.8258197
chr3	91421314	91421474	-	RLTR13D5	TSCTE411	1
chr3	93645800	93646633	+	RLTR13B4	TSCTE412	0.6522782
chr3	93713467	93713766	-	RLTR13B1	TSCTE413	0.46666667
chr3	93778869	93779709	-	RLTR13B4	TSCTE414	0.7740785
chr3	94113804	94114103	+	RLTR13B1	TSCTE415	0.37666667
chr3	94247823	94248268	-	RLTR13B1	TSCTE416	0.735426
chr3	94248260	94248630	-	RLTR13B3	TSCTE417	0.26954177
chr3	95343531	95344490	-	RLTR13B3	TSCTE418	0.5416667
chr3	96471262	96472103	+	RLTR13B4	TSCTE419	0.65558195
chr3	98964433	98965329	+	RLTR13B1	TSCTE420	0.6878484
chr3	100578876	100579786	+	RLTR13B1	TSCTE421	0.6267837
chr3	101145056	101145122	-	RLTR13B4	TSCTE422	1
chr3	101205249	101205900	+	RLTR13D5	TSCTE423	0.9386503
chr3	101205934	101206259	+	RLTR13D5	TSCTE424	0.44785276
chr3	101243827	101244667	-	RLTR13B2	TSCTE425	0.79785967
chr3	104684287	104684851	+	RLTR13D5	TSCTE426	0.82300884
chr3	104684888	104685515	+	RLTR13D5	TSCTE427	0.9044586
chr3	107722506	107722592	-	RLTR13D5	TSCTE428	1
chr3	111876057	111876880	-	RLTR13B2	TSCTE429	0.36893204
chr3	112579083	112579930	+	RLTR13B4	TSCTE430	0.8231132
chr3	113193741	113194420	-	RLTR13B4	TSCTE431	0.9558824
chr3	118128167	118129054	+	RLTR13B1	TSCTE432	0.6734234
chr3	120029626	120030541	-	RLTR13B3	TSCTE433	0.75982535
chr3	121538177	121538595	+	RLTR13D5	TSCTE434	0.97613364
chr3	121538773	121539364	+	RLTR13D5	TSCTE435	0.9324324
chr3	124490314	124491249	+	RLTR13B1	TSCTE436	0.8397436
chr3	129671835	129672134	+	RLTR13B1	TSCTE437	0.28666666
chr3	133437962	133438810	-	RLTR13B2	TSCTE438	0.5641932
chr3	134965878	134966801	+	RLTR13B3	TSCTE439	0.8051948
chr3	135165452	135166305	+	RLTR13B4	TSCTE440	0.56674474
chr3	140170205	140170649	+	RLTR13D5	TSCTE441	1
chr3	142457368	142457827	-	RLTR13D5	TSCTE442	0.9782609
chr3	142458331	142458856	-	RLTR13D5	TSCTE443	1
chr3	147826807	147827710	-	RLTR13D5	TSCTE444	1
chr3	147905689	147906102	-	RLTR13B2	TSCTE445	0.8067633
chr3	147906157	147906467	-	RLTR13B2	TSCTE446	0.80707395
chr3	148027401	148028220	-	RLTR13B2	TSCTE447	0.23170732
chr3	150794006	150794832	+	RLTR13B2	TSCTE448	0.54050785
chr3	151286635	151287423	+	RLTR13B1	TSCTE449	0.93662864
chr3	151287629	151287711	+	RLTR13B1	TSCTE450	1
chr3	154630956	154631831	+	RLTR13B1	TSCTE451	0.783105
chr3	155166506	155167345	-	RLTR13B2	TSCTE452	0.5714286
chr3	157944039	157944643	+	RLTR13B1	TSCTE453	0.6694215
chr3	157944896	157945194	+	RLTR13B1	TSCTE454	0.93311036
chr3	159253968	159254968	-	RLTR13D5	TSCTE455	0.8901099
chr3	159353922	159354813	+	RLTR13B1	TSCTE456	0.79820627
chr3	159488741	159489567	-	RLTR13B4	TSCTE457	0.56469166
chr3	159548948	159549953	+	RLTR13D5	TSCTE458	0.7713718
chr3	159756349	159757280	+	RLTR13B3	TSCTE459	0.5386266
chr4	3233705	3233734	-	RLTR13B1	TSCTE460	1
chr4	3291116	3291990	+	RLTR13B1	TSCTE461	0.08
chr4	3364828	3364912	-	RLTR13B1	TSCTE462	0.64705884
chr4	4266424	4267417	-	RLTR13D5	TSCTE463	0.9597586
chr4	6163562	6164467	-	RLTR13B3	TSCTE464	0.41501105
chr4	6535211	6536129	+	RLTR13B3	TSCTE465	0.55386287
chr4	9179524	9180354	+	RLTR13B1	TSCTE466	0.49458483
chr4	9921340	9921544	-	RLTR13D5	TSCTE467	1
chr4	9921524	9921888	-	RLTR13D5	TSCTE468	0.5890411
chr4	9928474	9928806	-	RLTR13D5	TSCTE469	0.6996997
chr4	10033476	10034333	-	RLTR13B4	TSCTE470	0.7086247
chr4	10786391	10786696	+	RLTR13B4	TSCTE471	0.77124184
chr4	11028358	11029216	-	RLTR13B4	TSCTE472	0.7322468
chr4	13350514	13350885	+	RLTR13D5	TSCTE473	0.5833333
chr4	13350861	13351314	+	RLTR13D5	TSCTE474	0.7797357
chr4	13985639	13985866	-	RLTR13D5	TSCTE475	1
chr4	13986171	13986948	-	RLTR13D5	TSCTE476	0.6915167
chr4	14336864	14337777	-	RLTR13B1	TSCTE477	0.6061269
chr4	15243247	15244176	-	RLTR13B1	TSCTE478	0.6451613
chr4	15732954	15733887	-	RLTR13B3	TSCTE479	0.45396146
chr4	17158448	17159334	-	RLTR13B1	TSCTE480	0.729425
chr4	17813439	17814358	+	RLTR13B3	TSCTE481	0.5543478
chr4	18199800	18200818	+	RLTR13D5	TSCTE482	0.9607458
chr4	18343692	18344624	+	RLTR13B3	TSCTE483	0.34619507
chr4	18741260	18742136	-	RLTR13B4	TSCTE484	0.7833523
chr4	19140537	19140610	-	RLTR13B1	TSCTE485	1
chr4	19554084	19554881	+	RLTR13B4	TSCTE486	0.3859649
chr4	19834518	19835406	-	RLTR13B1	TSCTE487	0.7862767
chr4	19960009	19960860	+	RLTR13B4	TSCTE488	0.91784036
chr4	20073791	20074088	+	RLTR13D5	TSCTE489	1
chr4	22211775	22212615	+	RLTR13B2	TSCTE490	0.21521997
chr4	22827825	22828117	+	RLTR13D5	TSCTE491	0.93174064
chr4	22828264	22828620	+	RLTR13D5	TSCTE492	0.9439776
chr4	23457818	23458247	-	RLTR13B1	TSCTE493	0.55813956
chr4	23458237	23458356	-	RLTR13B1	TSCTE494	1
chr4	23625370	23626191	+	RLTR13B2	TSCTE495	0.40389293
chr4	24483965	24484988	-	RLTR13B1	TSCTE496	0.5703125
chr4	25670450	25671098	+	RLTR13B2	TSCTE497	0.3990755
chr4	25671533	25671713	+	RLTR13B2	TSCTE498	0.50276244
chr4	26349540	26350500	-	RLTR13D5	TSCTE499	0.96878254
chr4	26457718	26458580	+	RLTR13B1	TSCTE500	0.8146002
chr4	26645834	26646370	+	RLTR13B3	TSCTE501	0.79515827
chr4	26646629	26646958	+	RLTR13B3	TSCTE502	0.969697
chr4	27019611	27020503	-	RLTR13B1	TSCTE503	0.7536394
chr4	27132773	27133593	+	RLTR13B2	TSCTE504	0.54933006
chr4	27868039	27868962	+	RLTR13D5	TSCTE505	1
chr4	28178555	28179359	-	RLTR13B4	TSCTE506	0.4037267
chr4	29403004	29403807	+	RLTR13B4	TSCTE507	0.5771144
chr4	30966713	30967548	+	RLTR13B1	TSCTE508	0.77272725
chr4	35014847	35015726	+	RLTR13B1	TSCTE509	0.6818182
chr4	36351578	36352510	-	RLTR13B3	TSCTE510	0.39978564
chr4	37137457	37138357	+	RLTR13B3	TSCTE511	0.800222
chr4	37165830	37166714	-	RLTR13B1	TSCTE512	0.70621467
chr4	37901837	37902669	+	RLTR13B2	TSCTE513	0.71188474
chr4	38080234	38081135	+	RLTR13B3	TSCTE514	0.8447894
chr4	48575941	48576064	+	RLTR13B1	TSCTE515	1
chr4	48576062	48576453	+	RLTR13B1	TSCTE516	0.5408163
chr4	48743243	48743690	-	RLTR13B1	TSCTE517	0.48660713
chr4	48744183	48744614	-	RLTR13B1	TSCTE518	0.837963
chr4	49478246	49478389	+	RLTR13D5	TSCTE519	1
chr4	54457968	54458896	-	RLTR13B3	TSCTE520	0.37567276
chr4	59988967	59989872	-	RLTR13B3	TSCTE521	0.47019866
chr4	60050186	60051033	-	RLTR13B4	TSCTE522	0.4009434
chr4	60118700	60119547	-	RLTR13B4	TSCTE523	0.18867925
chr4	60201380	60202227	-	RLTR13B4	TSCTE524	0.27240565
chr4	60393329	60394176	-	RLTR13B4	TSCTE525	0.12971698
chr4	60561036	60561883	-	RLTR13B4	TSCTE526	0
chr4	60641257	60642104	-	RLTR13B4	TSCTE527	0.0990566
chr4	60721973	60722820	-	RLTR13B4	TSCTE528	0.08254717
chr4	60800417	60801264	-	RLTR13B4	TSCTE529	0
chr4	61207100	61207947	-	RLTR13B4	TSCTE530	0.08254717
chr4	61287244	61288091	-	RLTR13B4	TSCTE531	0
chr4	61423397	61424244	-	RLTR13B4	TSCTE532	0.18160377
chr4	61498336	61499183	-	RLTR13B4	TSCTE533	0.16509435
chr4	61652910	61653757	-	RLTR13B4	TSCTE534	0.16509435
chr4	61753544	61754391	-	RLTR13B4	TSCTE535	0.08254717
chr4	61824384	61824469	+	RLTR13B1	TSCTE536	0.76744187
chr4	64931016	64931919	-	RLTR13B3	TSCTE537	0.5243363
chr4	71421705	71422546	+	RLTR13B1	TSCTE538	0.79809976
chr4	75896784	75897780	+	RLTR13D5	TSCTE539	0.84954864
chr4	79406572	79407410	-	RLTR13B2	TSCTE540	0.8092968
chr4	82745496	82746410	+	RLTR13B1	TSCTE541	0.6830601
chr4	84815890	84816727	-	RLTR13B2	TSCTE542	0.70167065
chr4	86512611	86513436	+	RLTR13B2	TSCTE543	0.5762712
chr4	86830070	86831024	-	RLTR13B1	TSCTE544	0.63350785
chr4	87412847	87413665	-	RLTR13B2	TSCTE545	0.4017094
chr4	88744623	88744671	+	RLTR13D5	TSCTE546	1
chr4	88744660	88745359	+	RLTR13D5	TSCTE547	0.8857143
chr4	90150243	90151209	-	RLTR13B1	TSCTE548	0.7001034
chr4	90254183	90255111	+	RLTR13B3	TSCTE549	0.58019376
chr4	90257130	90257967	-	RLTR13B1	TSCTE550	0.8090692
chr4	90339531	90340451	+	RLTR13B3	TSCTE551	0.7068404
chr4	92003247	92004251	+	RLTR13D5	TSCTE552	0.8706468
chr4	92160550	92161617	+	RLTR13D5	TSCTE553	1
chr4	92688097	92688948	+	RLTR13B4	TSCTE554	0.96478873
chr4	97241502	97242474	+	RLTR13B1	TSCTE555	0.53751284
chr4	101388537	101389381	-	RLTR13B2	TSCTE556	0.70414203
chr4	101446093	101446919	+	RLTR13B2	TSCTE557	0.63724303
chr4	112491348	112492189	-	RLTR13B2	TSCTE558	0.9287411
chr4	121100238	121101162	+	RLTR13B1	TSCTE559	0.7189189
chr4	121584141	121584979	-	RLTR13B4	TSCTE560	0.7735399
chr4	122200142	122201006	-	RLTR13B3	TSCTE561	0.08092485
chr4	122532580	122533444	-	RLTR13B3	TSCTE562	0.08092485
chr4	123100846	123101775	-	RLTR13B3	TSCTE563	0.4623656
chr4	123301128	123301785	-	RLTR13B1	TSCTE564	0.8024316
chr4	127438334	127438446	-	RLTR13B2	TSCTE565	1
chr4	128919609	128920432	+	RLTR13B2	TSCTE566	0.16262136
chr4	143836167	143836990	-	RLTR13B4	TSCTE567	0.6723301
chr4	144219108	144220042	+	RLTR13B1	TSCTE568	0.95721924
chr4	144365527	144366494	+	RLTR13B1	TSCTE569	0.78305787
chr4	144736972	144737861	-	RLTR13B1	TSCTE570	0.7303371
chr4	145288721	145289744	+	RLTR13D5	TSCTE571	0.6582031
chr4	145377499	145378411	-	RLTR13B1	TSCTE572	0.46330777
chr4	145853723	145854548	-	RLTR13B2	TSCTE573	0.2276029
chr4	147211383	147212208	-	RLTR13B2	TSCTE574	0.21549636
chr4	147818759	147819752	+	RLTR13D5	TSCTE575	0.7987928
chr4	154113139	154114056	-	RLTR13B1	TSCTE576	0.74945533
chr5	4703510	4704300	-	RLTR13B4	TSCTE577	0.3426043
chr5	6100336	6101175	+	RLTR13B2	TSCTE578	0.6547619
chr5	7127018	7127129	+	RLTR13B4	TSCTE579	1
chr5	7130657	7130703	-	RLTR13D5	TSCTE580	1
chr5	7293050	7293883	+	RLTR13B4	TSCTE581	0.940048
chr5	9096793	9097635	+	RLTR13B2	TSCTE582	0.6559905
chr5	9980398	9981240	-	RLTR13B2	TSCTE583	0.82206404
chr5	10189827	10190657	+	RLTR13B2	TSCTE584	0.50661856
chr5	10326533	10326890	+	RLTR13D5	TSCTE585	0.97206706
chr5	10326881	10327270	+	RLTR13D5	TSCTE586	0.9230769
chr5	10518492	10519383	+	RLTR13B1	TSCTE587	0.77578473
chr5	12023295	12024188	-	RLTR13B3	TSCTE588	0.3736018
chr5	13209529	13210423	-	RLTR13B3	TSCTE589	0.40782124
chr5	13688533	13689401	+	RLTR13B1	TSCTE590	0.55120826
chr5	13878295	13879160	+	RLTR13D5	TSCTE591	0.6997691
chr5	14185298	14185378	+	RLTR13B2	TSCTE592	1
chr5	15719359	15720289	-	RLTR13B3	TSCTE593	0.59183675
chr5	15834694	15835541	-	RLTR13B4	TSCTE594	0.6698113
chr5	18630588	18631472	-	RLTR13B1	TSCTE595	0.55932206
chr5	18911199	18911912	-	RLTR13D5	TSCTE596	0.9719888
chr5	19102453	19103275	+	RLTR13B2	TSCTE597	0.33171323
chr5	19120138	19121023	-	RLTR13B1	TSCTE598	0.9435666
chr5	19847172	19848176	-	RLTR13D5	TSCTE599	0.7711443
chr5	24071114	24072003	-	RLTR13B1	TSCTE600	0.5955056
chr5	24228002	24229079	-	RLTR13D5	TSCTE601	0.9536178
chr5	26899695	26900721	-	RLTR13D5	TSCTE602	0.94157743
chr5	28045276	28045650	+	RLTR13D5	TSCTE603	0.68
chr5	28353137	28353216	-	RLTR13B4	TSCTE604	1
chr5	32711548	32712404	+	RLTR13B1	TSCTE605	0.74329054
chr5	33979787	33980631	+	RLTR13B4	TSCTE606	0.5147929
chr5	33988136	33989137	-	RLTR13D5	TSCTE607	0.53093815
chr5	40234433	40235450	+	RLTR13D5	TSCTE608	0.91159135
chr5	40837961	40838440	-	RLTR13B3	TSCTE609	0.8125
chr5	42070169	42070308	-	RLTR13B1	TSCTE610	0.78571427
chr5	42070702	42071456	-	RLTR13B1	TSCTE611	0.69536424
chr5	43491210	43491824	-	RLTR13B4	TSCTE612	0.5934959
chr5	43498116	43498317	-	RLTR13B4	TSCTE613	0.7029703
chr5	44008127	44009119	+	RLTR13D5	TSCTE614	0.8690836
chr5	47146320	47147214	-	RLTR13D5	TSCTE615	0.92178774
chr5	48609513	48610291	+	RLTR13B2	TSCTE616	0.71758664
chr5	56549370	56550413	-	RLTR13D5	TSCTE617	0.97126436
chr5	56968047	56968243	+	RLTR13D5	TSCTE618	0.8274112
chr5	57003310	57004199	+	RLTR13B1	TSCTE619	0.80898875
chr5	60077113	60078141	+	RLTR13D5	TSCTE620	0.9611273
chr5	60224901	60225904	-	RLTR13D5	TSCTE621	0.91035855
chr5	61062148	61062983	-	RLTR13B2	TSCTE622	0.77272725
chr5	61561000	61561211	+	RLTR13B1	TSCTE623	0.8584906
chr5	62567663	62568595	-	RLTR13B3	TSCTE624	0.41050375
chr5	63319987	63320904	-	RLTR13B1	TSCTE625	0.8039216
chr5	63509385	63510244	-	RLTR13B1	TSCTE626	0.6744186
chr5	63640296	63641185	-	RLTR13B3	TSCTE627	0.56179774
chr5	65123693	65124031	-	RLTR13B1	TSCTE628	0.73156345
chr5	65124067	65124523	-	RLTR13B1	TSCTE629	1
chr5	65737295	65738044	-	RLTR13B3	TSCTE630	0.45333335
chr5	65834877	65835670	+	RLTR13B4	TSCTE631	0.861461
chr5	68462475	68463388	+	RLTR13B1	TSCTE632	0.51859957
chr5	69041686	69042677	+	RLTR13B3	TSCTE633	0.56653225
chr5	70898019	70899015	+	RLTR13D5	TSCTE634	0.60882646
chr5	73605508	73606536	+	RLTR13D5	TSCTE635	0.83479106
chr5	73931602	73932427	-	RLTR13B2	TSCTE636	0.35835353
chr5	76080959	76081415	-	RLTR13B1	TSCTE637	0.6280087
chr5	76081407	76081854	-	RLTR13B3	TSCTE638	0.93303573
chr5	78965000	78965928	-	RLTR13B3	TSCTE639	0.6017223
chr5	79206236	79207126	+	RLTR13B1	TSCTE640	0.9214366
chr5	79925234	79925708	+	RLTR13B2	TSCTE641	0.8947368
chr5	79932825	79933702	-	RLTR13B1	TSCTE642	0.84054667
chr5	82447410	82448299	+	RLTR13B1	TSCTE643	0.6516854
chr5	83153355	83154243	-	RLTR13B1	TSCTE644	0.9325084
chr5	83176945	83177834	+	RLTR13B1	TSCTE645	0.7752809
chr5	83536775	83537597	+	RLTR13B2	TSCTE646	0.35601458
chr5	84463626	84464492	-	RLTR13B3	TSCTE647	0.6424452
chr5	87646709	87647562	-	RLTR13B4	TSCTE648	0.8360656
chr5	88435670	88435942	+	RLTR13B2	TSCTE649	1
chr5	89801683	89802423	-	RLTR13B3	TSCTE650	0.5411606
chr5	89803960	89804163	-	RLTR13B3	TSCTE651	0.60784316
chr5	91470092	91470979	-	RLTR13B1	TSCTE652	0.43693694
chr5	103600967	103601896	-	RLTR13B3	TSCTE653	0.3548387
chr5	104736224	104736602	-	RLTR13B1	TSCTE654	0.8680739
chr5	104740226	104740338	-	RLTR13B1	TSCTE655	0.7345133
chr5	104789836	104790676	-	RLTR13B2	TSCTE656	0.47681332
chr5	104834239	104835071	+	RLTR13B1	TSCTE657	0.9639856
chr5	105678740	105678840	-	RLTR13B4	TSCTE658	0.9009901
chr5	105678838	105679100	-	RLTR13B4	TSCTE659	0.23954372
chr5	105679090	105679265	-	RLTR13B4	TSCTE660	0.60227275
chr5	107519497	107520454	-	RLTR13D5	TSCTE661	0.8329854
chr5	108912253	108912830	-	RLTR13B1	TSCTE662	0.79238755
chr5	109012291	109012621	-	RLTR13D5	TSCTE663	1
chr5	109013517	109014097	-	RLTR13D5	TSCTE664	0.9311532
chr5	109130510	109131109	-	RLTR13D5	TSCTE665	0.8833333
chr5	112682541	112683360	+	RLTR13B2	TSCTE666	0.07317073
chr5	120852839	120853697	+	RLTR13B1	TSCTE667	0.79045403
chr5	120894363	120895346	+	RLTR13B1	TSCTE668	0.75609756
chr5	126103688	126104483	+	RLTR13B1	TSCTE669	0.6105528
chr5	138537496	138537550	-	RLTR13D5	TSCTE670	1
chr5	143071298	143072176	+	RLTR13B1	TSCTE671	0.67007965
chr5	150977917	150978029	-	RLTR13D5	TSCTE672	1
chr5	150978174	150979040	-	RLTR13D5	TSCTE673	0.7231834
chr6	3807515	3807634	+	RLTR13B1	TSCTE674	0.6666667
chr6	3808281	3809166	+	RLTR13B1	TSCTE675	0.70654625
chr6	5216696	5217583	-	RLTR13B1	TSCTE676	0.5495495
chr6	5323406	5323706	+	RLTR13B1	TSCTE677	0.3156146
chr6	7521323	7521763	-	RLTR13B1	TSCTE678	0.65986395
chr6	7521755	7521828	-	RLTR13B1	TSCTE679	1
chr6	7729338	7730355	+	RLTR13D5	TSCTE680	0.84282905
chr6	7737954	7738599	-	RLTR13D5	TSCTE681	0.9226006
chr6	7743913	7744831	-	RLTR13B3	TSCTE682	0.5321001
chr6	8366977	8367777	-	RLTR13B4	TSCTE683	0.38826466
chr6	8807342	8808191	+	RLTR13B4	TSCTE684	0.7411765
chr6	10052747	10053770	-	RLTR13D5	TSCTE685	1
chr6	10360525	10361347	-	RLTR13B2	TSCTE686	0.40461725
chr6	10880527	10881369	+	RLTR13B2	TSCTE687	0.6797153
chr6	11624866	11625079	+	RLTR13B4	TSCTE688	0.817757
chr6	11626536	11627360	+	RLTR13B3	TSCTE689	0.5212121
chr6	12892267	12893092	-	RLTR13B4	TSCTE690	0.7457627
chr6	14054010	14054855	-	RLTR13B4	TSCTE691	0.8108747
chr6	14671248	14672082	+	RLTR13B2	TSCTE692	0.76047903
chr6	14776819	14777650	-	RLTR13B2	TSCTE693	0.5793269
chr6	15516990	15517822	-	RLTR13B1	TSCTE694	0.67587036
chr6	18889701	18889860	-	RLTR13D5	TSCTE695	1
chr6	18890774	18891642	-	RLTR13D5	TSCTE696	0.9539701
chr6	19135070	19135948	-	RLTR13B1	TSCTE697	0.7838453
chr6	19420314	19421172	+	RLTR13B1	TSCTE698	0.79045403
chr6	19421927	19422747	+	RLTR13B2	TSCTE699	0.15956151
chr6	19424367	19425187	+	RLTR13B2	TSCTE700	0.26918393
chr6	19467847	19468080	+	RLTR13B1	TSCTE701	1
chr6	19470556	19471342	+	RLTR13B1	TSCTE702	0.82846254
chr6	19855214	19856096	-	RLTR13B1	TSCTE703	0.5809739
chr6	19926601	19927410	+	RLTR13B2	TSCTE704	0.5555556
chr6	22577722	22578612	+	RLTR13B1	TSCTE705	0.46127945
chr6	22632168	22633052	+	RLTR13B1	TSCTE706	0.7288136
chr6	23872449	23872932	-	RLTR13B1	TSCTE707	0.93801653
chr6	23929982	23930813	+	RLTR13B2	TSCTE708	0.62740386
chr6	26092676	26093699	-	RLTR13D5	TSCTE709	0.9609375
chr6	26219635	26220604	-	RLTR13D5	TSCTE710	0.9381443
chr6	26389120	26390012	+	RLTR13B1	TSCTE711	0.74244124
chr6	26680577	26680722	-	RLTR13B4	TSCTE712	1
chr6	26686966	26687759	-	RLTR13B1	TSCTE713	0.697733
chr6	27945046	27945925	+	RLTR13B1	TSCTE714	0.65909094
chr6	30861959	30862889	+	RLTR13B3	TSCTE715	0.41997853
chr6	31012508	31013445	+	RLTR13D5	TSCTE716	0.8187633
chr6	35786006	35786970	+	RLTR13B1	TSCTE717	0.8134715
chr6	36112186	36113208	-	RLTR13D5	TSCTE718	0.8240469
chr6	37691263	37692083	-	RLTR13B2	TSCTE719	0.30572474
chr6	42501713	42502602	+	RLTR13B1	TSCTE720	0.60674155
chr6	45275261	45275497	+	RLTR13D5	TSCTE721	1
chr6	46089333	46090234	+	RLTR13B3	TSCTE722	0.67849225
chr6	52019084	52020109	+	RLTR13D5	TSCTE723	0.8440546
chr6	56148015	56149055	+	RLTR13D5	TSCTE724	0.8463016
chr6	56708011	56708938	-	RLTR13B1	TSCTE725	0.7198276
chr6	59682753	59683737	+	RLTR13D5	TSCTE726	0.9390863
chr6	60354865	60355862	-	RLTR13D5	TSCTE727	0.9799599
chr6	60360922	60361089	+	RLTR13D5	TSCTE728	0.9404762
chr6	60477038	60478002	+	RLTR13D5	TSCTE729	0.9896373
chr6	61055431	61056412	-	RLTR13B3	TSCTE730	0.7657841
chr6	61916322	61916822	-	RLTR13D5	TSCTE731	0.94011974
chr6	61916973	61917017	-	RLTR13D5	TSCTE732	1
chr6	61923490	61923964	-	RLTR13D5	TSCTE733	0.7894737
chr6	61952693	61953505	-	RLTR13B2	TSCTE734	0.38499385
chr6	63484561	63484760	-	RLTR13D5	TSCTE735	0.75
chr6	64653382	64654197	-	RLTR13B2	TSCTE736	0.15441176
chr6	64660823	64661642	-	RLTR13B2	TSCTE737	0.14634146
chr6	66702988	66703866	+	RLTR13B1	TSCTE738	0.8748578
chr6	67174894	67175826	+	RLTR13D5	TSCTE739	0.8392283
chr6	67176014	67176166	+	RLTR13D5	TSCTE740	1
chr6	68606837	68607816	+	RLTR13D5	TSCTE741	0.9897959
chr6	69917616	69918438	+	RLTR13B2	TSCTE742	0.5018226
chr6	71266937	71267821	+	RLTR13B1	TSCTE743	0.5254237
chr6	71378486	71378582	-	RLTR13B1	TSCTE744	1
chr6	71691672	71692501	-	RLTR13B2	TSCTE745	0.4698795
chr6	73969685	73970571	-	RLTR13B1	TSCTE746	0.86471254
chr6	74460250	74461187	+	RLTR13B3	TSCTE747	0.33901918
chr6	78703585	78704430	-	RLTR13B4	TSCTE748	0.94089836
chr6	78774351	78774651	+	RLTR13D5	TSCTE749	0.83388704
chr6	78984273	78985108	+	RLTR13B2	TSCTE750	0.68899524
chr6	79047695	79048117	-	RLTR13B2	TSCTE751	0.5744681
chr6	79506943	79507769	-	RLTR13B2	TSCTE752	0.48004836
chr6	81140428	81141344	+	RLTR13B3	TSCTE753	0.62922573
chr6	84938111	84939029	+	RLTR13B3	TSCTE754	0.45593035
chr6	85715604	85716485	-	RLTR13B1	TSCTE755	0.1553288
chr6	85768145	85769032	-	RLTR13B1	TSCTE756	0.13063063
chr6	86645161	86645232	-	RLTR13B4	TSCTE757	1
chr6	93605353	93606175	-	RLTR13B2	TSCTE758	0.100850545
chr6	102311401	102312216	+	RLTR13B2	TSCTE759	0.6813725
chr6	102829036	102829869	+	RLTR13B4	TSCTE760	0.8201439
chr6	103573781	103574577	+	RLTR13B4	TSCTE761	0.7992472
chr6	106764441	106765375	-	RLTR13B3	TSCTE762	0.4224599
chr6	107000000	107000880	-	RLTR13B3	TSCTE763	0.53461975
chr6	111487842	111488663	-	RLTR13B1	TSCTE764	0.62287104
chr6	112497593	112497689	+	RLTR13B2	TSCTE765	1
chr6	112897877	112898046	+	RLTR13B3	TSCTE766	0.7058824
chr6	120359539	120359674	-	RLTR13B4	TSCTE767	1
chr6	120359871	120360583	-	RLTR13B4	TSCTE768	0.7335203
chr6	122935470	122936227	-	RLTR13B2	TSCTE769	0.40633246
chr6	122936413	122936488	-	RLTR13B2	TSCTE770	1
chr6	123817555	123817658	-	RLTR13B1	TSCTE771	0.65384614
chr6	124178236	124179099	-	RLTR13D5	TSCTE772	0.849537
chr6	124560974	124561116	+	RLTR13D5	TSCTE773	1
chr6	126058515	126059448	-	RLTR13B3	TSCTE774	0.26124197
chr6	128644539	128644840	-	RLTR13B1	TSCTE775	0.90066224
chr6	128647113	128647804	-	RLTR13B4	TSCTE776	0.7398844
chr6	129524729	129525700	+	RLTR13D5	TSCTE777	0.845679
chr6	134743096	134743132	-	RLTR13B3	TSCTE778	1
chr6	135680796	135681679	+	RLTR13B1	TSCTE779	0.6719457
chr6	138338315	138338482	-	RLTR13D5	TSCTE780	0.5714286
chr6	140699548	140700373	-	RLTR13B2	TSCTE781	0.41888618
chr6	141802538	141803363	+	RLTR13B2	TSCTE782	0.3946731
chr6	142466524	142467362	+	RLTR13B4	TSCTE783	0.59475565
chr6	142986047	142986930	-	RLTR13B1	TSCTE784	0.37782806
chr6	145070644	145071018	+	RLTR13B1	TSCTE785	0.7866667
chr6	145071192	145071473	+	RLTR13B1	TSCTE786	0.822695
chr6	147451888	147452352	-	RLTR13B1	TSCTE787	0.8064516
chr6	149470492	149470573	-	RLTR13B1	TSCTE788	1
chr7	3000829	3001129	+	RLTR13B1	TSCTE789	0.23255815
chr7	3030562	3031434	+	RLTR13B1	TSCTE790	0.4054983
chr7	4309691	4309990	+	RLTR13B1	TSCTE791	0.46666667
chr7	4349406	4350230	+	RLTR13B1	TSCTE792	0.4909091
chr7	5685605	5686581	-	RLTR13B3	TSCTE793	0
chr7	12319173	12319998	-	RLTR13B2	TSCTE794	0.27360776
chr7	12534577	12535474	-	RLTR13B1	TSCTE795	0.6993318
chr7	12565692	12566414	+	RLTR13B4	TSCTE796	0.7786999
chr7	12572588	12572739	+	RLTR13B4	TSCTE797	1
chr7	13579570	13579930	-	RLTR13B1	TSCTE798	0.66759
chr7	13700867	13701884	-	RLTR13D5	TSCTE799	0.79371315
chr7	13866146	13866204	+	RLTR13D5	TSCTE800	0.23728813
chr7	13867227	13868200	+	RLTR13D5	TSCTE801	0.7022587
chr7	14026993	14028013	+	RLTR13D5	TSCTE802	0.67678744
chr7	14595051	14595924	+	RLTR13B1	TSCTE803	0.67963386
chr7	14597426	14597780	+	RLTR13B1	TSCTE804	0.52112675
chr7	16515744	16516558	+	RLTR13B2	TSCTE805	0.81595093
chr7	17658101	17658939	-	RLTR13B4	TSCTE806	0.7377831
chr7	18274365	18275356	+	RLTR13D5	TSCTE807	0.9092742
chr7	19972225	19973128	-	RLTR13B3	TSCTE808	0.54646015
chr7	20259508	20260515	-	RLTR13D5	TSCTE809	0
chr7	20592108	20593115	-	RLTR13D5	TSCTE810	0
chr7	20723648	20724655	-	RLTR13D5	TSCTE811	0
