chr	start	end	strand	repName	ID	mappability
chr3	71675299	71675718	+	RLTR9C	ESCTE974	1
chr3	72231555	72231857	+	RLTR9A3	ESCTE975	1
chr3	72867902	72868744	+	RLTR13D6	ESCTE976	0.9762752
chr3	74304301	74305226	+	RLTR13D6	ESCTE977	0.9784017
chr3	74383631	74383928	-	RLTR9A	ESCTE978	1
chr3	74666829	74667684	-	RLTR13D6	ESCTE979	0.9883177
chr3	75650399	75650719	-	RLTR9E	ESCTE980	0.9376947
chr3	75655504	75655888	-	RLTR9E	ESCTE981	0.74025977
chr3	75867799	75868127	+	RLTR9D	ESCTE982	0.9392097
chr3	76362534	76362867	-	RLTR9D	ESCTE983	0.9700599
chr3	76445669	76446036	-	RLTR9A	ESCTE984	1
chr3	77007439	77007847	-	RLTR9E	ESCTE985	1
chr3	77955815	77956180	-	RLTR9D	ESCTE986	1
chr3	78196521	78197346	+	RLTR13D6	ESCTE987	0.91525424
chr3	78307432	78307830	+	RLTR9E	ESCTE988	1
chr3	78637952	78638884	-	RLTR13D6	ESCTE989	0.9464094
chr3	80367469	80367734	+	RLTR13D6	ESCTE990	0.924812
chr3	80480785	80481134	-	RLTR9A3B	ESCTE991	1
chr3	80853215	80853550	+	RLTR9A3	ESCTE992	1
chr3	80991874	80992286	-	RLTR9F	ESCTE993	1
chr3	81615247	81615400	-	RLTR9A	ESCTE994	1
chr3	81615426	81615599	-	RLTR9A	ESCTE995	1
chr3	82440854	82441285	-	RLTR9F	ESCTE996	1
chr3	82688738	82689111	+	RLTR9D2	ESCTE997	0.8663102
chr3	85136109	85136430	-	RLTR9D	ESCTE998	0.8136646
chr3	85333981	85334354	+	RLTR9E	ESCTE999	1
chr3	85397713	85398064	-	RLTR9A	ESCTE1000	0.97159094
chr3	87015855	87016252	-	RLTR9E	ESCTE1001	0.94974875
chr3	87467225	87467640	+	RLTR9E	ESCTE1002	0.97596157
chr3	87478626	87479020	+	RLTR9E	ESCTE1003	0.89873415
chr3	88281291	88282129	+	RLTR13D6	ESCTE1004	0.9523242
chr3	88423625	88423742	-	RLTR9A3A	ESCTE1005	1
chr3	90642835	90643211	-	RLTR9A	ESCTE1006	1
chr3	90977209	90977577	-	RLTR9E	ESCTE1007	1
chr3	91029874	91030798	-	RLTR13D6	ESCTE1008	0.9891892
chr3	91203802	91204653	-	RLTR13D6	ESCTE1009	0.9882629
chr3	91208552	91208965	-	RLTR9F	ESCTE1010	1
chr3	91334781	91335174	+	RLTR9E	ESCTE1011	1
chr3	91453135	91453550	+	RLTR9E	ESCTE1012	1
chr3	91546310	91547137	+	RLTR13D6	ESCTE1013	0.9396135
chr3	91547628	91547727	+	RLTR13D6	ESCTE1014	1
chr3	91958662	91959062	+	RLTR9D	ESCTE1015	1
chr3	91964611	91964922	+	RLTR9D	ESCTE1016	1
chr3	92010384	92010550	-	RLTR9E	ESCTE1017	1
chr3	92011067	92011304	-	RLTR9E	ESCTE1018	0.9579832
chr3	92389245	92389525	-	RLTR9A3	ESCTE1019	1
chr3	92389823	92389896	-	RLTR9A3	ESCTE1020	1
chr3	92815699	92816648	+	RLTR13D6	ESCTE1021	0.97894734
chr3	93055514	93055872	+	RLTR9A	ESCTE1022	1
chr3	93182450	93182725	+	RLTR9A	ESCTE1023	1
chr3	93708642	93709504	-	RLTR13D6	ESCTE1024	0.71031284
chr3	93969727	93970573	-	RLTR13D6	ESCTE1025	0.52420306
chr3	94080495	94081346	-	RLTR13D6	ESCTE1026	0.44131455
chr3	94167131	94167973	-	RLTR13D6	ESCTE1027	0.83392644
chr3	94337007	94337357	-	RLTR9A	ESCTE1028	1
chr3	95369985	95370328	-	RLTR9A3	ESCTE1029	1
chr3	95426254	95426404	-	RLTR9D2	ESCTE1030	1
chr3	95426551	95426801	-	RLTR9D2	ESCTE1031	0.76095617
chr3	96069249	96069481	-	RLTR13D6	ESCTE1032	1
chr3	96069626	96070370	-	RLTR13D6	ESCTE1033	0.852349
chr3	96084280	96084626	-	RLTR9A	ESCTE1034	1
chr3	96289280	96289712	+	RLTR9B2	ESCTE1035	1
chr3	97129537	97129922	+	RLTR9E	ESCTE1036	1
chr3	97500571	97500983	-	RLTR9E	ESCTE1037	0.8305085
chr3	98216355	98216623	+	RLTR9A	ESCTE1038	1
chr3	98216733	98216798	+	RLTR9A3A	ESCTE1039	1
chr3	98344636	98344976	+	RLTR9A4	ESCTE1040	1
chr3	98466531	98466928	+	RLTR9D	ESCTE1041	0
chr3	98519972	98520369	+	RLTR9D	ESCTE1042	0
chr3	98573435	98573832	+	RLTR9D	ESCTE1043	0
chr3	98734428	98734839	+	RLTR9D	ESCTE1044	1
chr3	101570369	101570738	+	RLTR9A	ESCTE1045	1
chr3	102848734	102849016	+	RLTR9A3A	ESCTE1046	1
chr3	103201119	103201484	+	RLTR9D	ESCTE1047	0.9726776
chr3	103839866	103840516	+	RLTR13D6	ESCTE1048	0.7388633
chr3	103840697	103840898	+	RLTR13D6	ESCTE1049	1
chr3	105989358	105990189	+	RLTR13D6	ESCTE1050	0.7956731
chr3	106324420	106324632	+	RLTR9A3A	ESCTE1051	1
chr3	106874194	106874952	-	RLTR13D6	ESCTE1052	0.98682475
chr3	106875139	106875491	-	RLTR13D6	ESCTE1053	0.7733711
chr3	107804389	107804752	-	RLTR9A	ESCTE1054	1
chr3	107995745	107996633	-	RLTR13D6	ESCTE1055	0.87626547
chr3	108060639	108060718	-	RLTR9F	ESCTE1056	1
chr3	108060662	108060814	+	RLTR9D	ESCTE1057	1
chr3	108647697	108647941	-	RLTR9A3	ESCTE1058	1
chr3	108648336	108648406	-	RLTR9A3	ESCTE1059	1
chr3	110319597	110319701	-	RLTR9A4	ESCTE1060	1
chr3	110319743	110319800	-	RLTR9A4	ESCTE1061	1
chr3	110846629	110846778	-	RLTR9D2	ESCTE1062	1
chr3	110847303	110847505	-	RLTR9D2	ESCTE1063	1
chr3	111092889	111093326	+	RLTR9D	ESCTE1064	1
chr3	111140886	111141820	+	RLTR13D6	ESCTE1065	0.98930484
chr3	111158399	111158837	-	RLTR9D	ESCTE1066	1
chr3	111406376	111406773	-	RLTR9E	ESCTE1067	1
chr3	111478604	111478987	-	RLTR9F	ESCTE1068	1
chr3	111502276	111502664	+	RLTR9E	ESCTE1069	1
chr3	111614774	111615133	+	RLTR9D	ESCTE1070	0.8055556
chr3	112088267	112089176	-	RLTR13D6	ESCTE1071	1
chr3	112133430	112133826	+	RLTR9C	ESCTE1072	1
chr3	112149533	112149760	-	RLTR9E	ESCTE1073	1
chr3	112149757	112149814	-	RLTR9E	ESCTE1074	1
chr3	112164661	112164920	+	RLTR9C	ESCTE1075	1
chr3	112421386	112421772	-	RLTR9E	ESCTE1076	1
chr3	112608099	112608279	+	RLTR13D6	ESCTE1077	1
chr3	112610399	112611213	+	RLTR13D6	ESCTE1078	0.9754601
chr3	112797907	112797998	+	RLTR9A3B	ESCTE1079	1
chr3	113225000	113225398	+	RLTR9A2	ESCTE1080	0.9749373
chr3	113565351	113565775	+	RLTR9D	ESCTE1081	1
chr3	114510358	114510694	+	RLTR9A3	ESCTE1082	1
chr3	114990797	114991195	-	RLTR9E	ESCTE1083	1
chr3	115183032	115183431	-	RLTR9E	ESCTE1084	0.975
chr3	116217472	116217823	+	RLTR9D2	ESCTE1085	0.97159094
chr3	116732185	116732527	-	RLTR9A3	ESCTE1086	1
chr3	117092729	117093582	-	RLTR13D6	ESCTE1087	0.98829037
chr3	117376960	117377314	+	RLTR9A	ESCTE1088	1
chr3	118194830	118195169	+	RLTR9A3	ESCTE1089	1
chr3	119158560	119158955	-	RLTR9D	ESCTE1090	1
chr3	121021083	121021428	-	RLTR9A	ESCTE1091	1
chr3	121320771	121321122	-	RLTR9E	ESCTE1092	0.97159094
chr3	122099882	122100010	+	RLTR9B	ESCTE1093	1
chr3	122270249	122270590	-	RLTR9A	ESCTE1094	1
chr3	122936494	122937380	+	RLTR13D6	ESCTE1095	0.86471254
chr3	123603657	123604098	+	RLTR9A2	ESCTE1096	1
chr3	123802016	123802401	+	RLTR9E	ESCTE1097	1
chr3	124134207	124134594	+	RLTR9E	ESCTE1098	1
chr3	124445362	124445452	+	RLTR9A	ESCTE1099	1
chr3	124571633	124572467	+	RLTR13D6	ESCTE1100	0.98802394
chr3	125525247	125525347	-	RLTR9E	ESCTE1101	1
chr3	126060279	126060636	-	RLTR9A3	ESCTE1102	1
chr3	126349924	126350762	+	RLTR13D6	ESCTE1103	0.94040525
chr3	126558751	126559184	-	RLTR9B	ESCTE1104	1
chr3	127851074	127851462	-	RLTR9D	ESCTE1105	1
chr3	129387125	129387496	+	RLTR9A3A	ESCTE1106	1
chr3	129772592	129772995	+	RLTR9B	ESCTE1107	1
chr3	129876503	129876825	+	RLTR9A3A	ESCTE1108	0.9690403
chr3	130683979	130684389	+	RLTR9F	ESCTE1109	0.9756691
chr3	131559085	131559482	-	RLTR9F	ESCTE1110	0.92462313
chr3	132395952	132396146	-	RLTR9A3	ESCTE1111	0.94871795
chr3	133792267	133792703	+	RLTR9B	ESCTE1112	0.8855835
chr3	133809746	133810181	+	RLTR9B	ESCTE1113	1
chr3	134791147	134791288	-	RLTR9A3	ESCTE1114	1
chr3	137049976	137050862	+	RLTR13D6	ESCTE1115	0.8421646
chr3	137051490	137051873	-	RLTR9B	ESCTE1116	1
chr3	138274620	138274961	+	RLTR9D2	ESCTE1117	0.9707602
chr3	138304618	138305042	+	RLTR9B	ESCTE1118	1
chr3	138438597	138438755	-	RLTR9A	ESCTE1119	1
chr3	138438779	138438979	-	RLTR9A	ESCTE1120	0.9004975
chr3	138675844	138676174	-	RLTR9A3	ESCTE1121	1
chr3	139408671	139409535	+	RLTR13D6	ESCTE1122	0.9537572
chr3	140115064	140115443	-	RLTR9A3	ESCTE1123	1
chr3	140138367	140138440	+	RLTR9C	ESCTE1124	1
chr3	142525050	142525991	+	RLTR13D6	ESCTE1125	0.92569
chr3	142691789	142692139	-	RLTR9E	ESCTE1126	0.9145299
chr3	143366642	143366766	+	RLTR9B	ESCTE1127	1
chr3	144761003	144761216	+	RLTR9A3B	ESCTE1128	1
chr3	144778649	144779026	+	RLTR9A	ESCTE1129	1
chr3	144788295	144788593	+	RLTR9E	ESCTE1130	0.9665552
chr3	144788651	144788727	+	RLTR9E	ESCTE1131	1
chr3	144900891	144901159	+	RLTR9A3	ESCTE1132	1
chr3	144905892	144906236	+	RLTR9A3	ESCTE1133	1
chr3	144941145	144941558	-	RLTR9F	ESCTE1134	1
chr3	144947514	144947950	+	RLTR9F	ESCTE1135	0.9313501
chr3	145914004	145914373	+	RLTR9E	ESCTE1136	0.9459459
chr3	146302118	146302514	-	RLTR9A3	ESCTE1137	1
chr3	146543546	146543960	-	RLTR9B2	ESCTE1138	1
chr3	146637719	146638664	+	RLTR13D6	ESCTE1139	0.9577167
chr3	148260748	148260840	-	RLTR9A3A	ESCTE1140	1
chr3	150419003	150419175	+	RLTR9D2	ESCTE1141	1
chr3	151759914	151760851	+	RLTR13D6	ESCTE1142	0.9466951
chr3	151766891	151767286	+	RLTR13D6	ESCTE1143	0.7828283
chr3	151768940	151769390	+	RLTR13D6	ESCTE1144	1
chr3	153917317	153917644	+	RLTR9A3	ESCTE1145	1
chr3	153993609	153993990	-	RLTR9D	ESCTE1146	0.921466
chr3	156414170	156415022	+	RLTR13D6	ESCTE1147	0.9765533
chr3	157064296	157064704	-	RLTR9E	ESCTE1148	0.92665035
chr3	157423589	157423964	+	RLTR9D2	ESCTE1149	0.7606383
chr3	157802838	157803224	+	RLTR9F	ESCTE1150	0.9741602
chr3	157931923	157932327	-	RLTR9B	ESCTE1151	1
chr3	158292294	158293139	+	RLTR13D6	ESCTE1152	0.97635937
chr3	158853384	158853414	-	RLTR9A	ESCTE1153	1
chr3	158853785	158854145	-	RLTR9A	ESCTE1154	1
chr4	3274872	3275096	+	RLTR9A3	ESCTE1155	0.026666667
chr4	3275348	3275471	+	RLTR9A3	ESCTE1156	0.008064516
chr4	3393906	3394262	+	RLTR9E	ESCTE1157	0.929972
chr4	4242484	4242578	+	RLTR9D	ESCTE1158	0.7894737
chr4	4242711	4243002	+	RLTR9D	ESCTE1159	0.96575344
chr4	4249469	4249857	-	RLTR9D2	ESCTE1160	0.92287916
chr4	4465185	4465610	-	RLTR9B2	ESCTE1161	1
chr4	4490823	4491142	+	RLTR9F	ESCTE1162	1
chr4	4549867	4550273	-	RLTR9E	ESCTE1163	0.95085996
chr4	4732357	4732730	-	RLTR9A	ESCTE1164	1
chr4	4736954	4737326	+	RLTR9D2	ESCTE1165	0.91957104
chr4	4749290	4749661	+	RLTR9D2	ESCTE1166	1
chr4	4815841	4816216	+	RLTR9A3B	ESCTE1167	1
chr4	4879357	4879729	-	RLTR9A	ESCTE1168	1
chr4	4902651	4903028	+	RLTR9D	ESCTE1169	0.9206349
chr4	4904976	4905339	-	RLTR9A	ESCTE1170	1
chr4	5038271	5038370	+	RLTR9B2	ESCTE1171	1
chr4	5050475	5050879	+	RLTR9D	ESCTE1172	1
chr4	5103033	5103396	+	RLTR9A	ESCTE1173	0.97252744
chr4	5180620	5180997	-	RLTR9D	ESCTE1174	0.78835976
chr4	5194282	5194656	+	RLTR9D2	ESCTE1175	0.97333336
chr4	5215599	5216003	+	RLTR9E	ESCTE1176	0.90123457
chr4	5515234	5516098	-	RLTR13D6	ESCTE1177	0.7803468
chr4	5539552	5539962	-	RLTR9C	ESCTE1178	1
chr4	5693820	5694225	-	RLTR9E	ESCTE1179	1
chr4	5888836	5889132	+	RLTR9A	ESCTE1180	1
chr4	6093276	6093662	-	RLTR9D	ESCTE1181	0.92248064
chr4	6115767	6116634	-	RLTR13D6	ESCTE1182	0.96543777
chr4	6476189	6476566	-	RLTR9A2	ESCTE1183	1
chr4	6478157	6478307	-	RLTR9F	ESCTE1184	1
chr4	6547075	6547435	+	RLTR9A3	ESCTE1185	1
chr4	6592989	6593231	-	RLTR9D	ESCTE1186	1
chr4	7082648	7082892	+	RLTR9A	ESCTE1187	1
chr4	7265668	7266047	+	RLTR9D	ESCTE1188	0.84210527
chr4	7775431	7775855	-	RLTR9F	ESCTE1189	0.9529412
chr4	8026296	8026700	-	RLTR9F	ESCTE1190	0.9506173
chr4	8041061	8041463	-	RLTR9C	ESCTE1191	0.9503722
chr4	8063313	8063656	-	RLTR9A	ESCTE1192	1
chr4	8092406	8092493	+	RLTR9F	ESCTE1193	1
chr4	8094308	8094716	+	RLTR9F	ESCTE1194	1
chr4	8461814	8462217	-	RLTR9D	ESCTE1195	0.5049505
chr4	8466380	8466587	-	RLTR9D	ESCTE1196	0.71153843
chr4	8467179	8467378	-	RLTR9D	ESCTE1197	1
chr4	9724838	9725233	+	RLTR9D	ESCTE1198	0.82323235
chr4	9750502	9750917	+	RLTR9D	ESCTE1199	1
chr4	10446680	10447098	-	RLTR9E	ESCTE1200	0.9522673
chr4	10481042	10481431	+	RLTR9E	ESCTE1201	1
chr4	10491107	10491531	-	RLTR9E	ESCTE1202	0.88235295
chr4	11462543	11462916	-	RLTR9D	ESCTE1203	0.7326203
chr4	12025576	12026007	-	RLTR9B2	ESCTE1204	1
chr4	14487222	14487615	+	RLTR9D2	ESCTE1205	1
chr4	15049255	15049520	+	RLTR9E	ESCTE1206	1
chr4	15179825	15180154	-	RLTR9A3	ESCTE1207	1
chr4	15184873	15185207	-	RLTR9A3	ESCTE1208	1
chr4	15345249	15345682	-	RLTR9B	ESCTE1209	0.9769585
chr4	15456537	15456597	+	RLTR9B2	ESCTE1210	1
chr4	15561209	15561549	-	RLTR9A3A	ESCTE1211	1
chr4	15646513	15646673	-	RLTR9A3	ESCTE1212	1
chr4	16232774	16233041	-	RLTR9F	ESCTE1213	1
chr4	16234451	16234618	-	RLTR9F	ESCTE1214	1
chr4	16234640	16234861	-	RLTR9F	ESCTE1215	1
chr4	16630301	16630664	-	RLTR9A	ESCTE1216	1
chr4	16636545	16636914	-	RLTR9A	ESCTE1217	1
chr4	16954420	16955242	-	RLTR13D6	ESCTE1218	0.97569865
chr4	17092031	17092415	-	RLTR9D	ESCTE1219	1
chr4	17209462	17209839	+	RLTR9A2	ESCTE1220	1
chr4	18270591	18271002	-	RLTR9E	ESCTE1221	0.9514563
chr4	18276771	18277179	-	RLTR9E	ESCTE1222	1
chr4	18289968	18290373	-	RLTR9E	ESCTE1223	0.9507389
chr4	18429928	18430324	+	RLTR9D	ESCTE1224	0.92443323
chr4	18441498	18441826	+	RLTR9A3	ESCTE1225	1
chr4	18527090	18527509	-	RLTR9E	ESCTE1226	0.9047619
chr4	18696203	18696555	-	RLTR9A3A	ESCTE1227	1
chr4	18708101	18708453	-	RLTR9A3A	ESCTE1228	1
chr4	18794042	18794439	+	RLTR9C	ESCTE1229	1
chr4	19137648	19138069	+	RLTR9E	ESCTE1230	0.92890996
chr4	19880783	19880898	-	RLTR9F	ESCTE1231	1
chr4	19949073	19949451	-	RLTR9A	ESCTE1232	1
chr4	19949591	19949662	-	RLTR9A	ESCTE1233	1
chr4	19964008	19964371	+	RLTR9E	ESCTE1234	0.9917582
chr4	20457647	20457747	+	RLTR13D6	ESCTE1235	1
chr4	20972072	20972462	-	RLTR9E	ESCTE1236	1
chr4	20976755	20977137	-	RLTR9E	ESCTE1237	1
chr4	22144626	22145496	+	RLTR13D6	ESCTE1238	0.8163031
chr4	22507138	22507553	+	RLTR9E	ESCTE1239	0.8317308
chr4	22578780	22579076	-	RLTR9D	ESCTE1240	1
chr4	22595063	22595278	+	RLTR9E	ESCTE1241	1
chr4	22595266	22595331	+	RLTR9E	ESCTE1242	1
chr4	23193358	23193742	-	RLTR9E	ESCTE1243	1
chr4	23572978	23573310	-	RLTR9A3	ESCTE1244	1
chr4	23710768	23711177	+	RLTR9D	ESCTE1245	0.9756098
chr4	23914102	23914467	+	RLTR9D	ESCTE1246	0.9453552
chr4	24486876	24487216	+	RLTR9A3	ESCTE1247	1
chr4	25459132	25459491	+	RLTR9A	ESCTE1248	0.9722222
chr4	26237894	26238273	-	RLTR9E	ESCTE1249	1
chr4	26384470	26384855	+	RLTR9E	ESCTE1250	1
chr4	26944682	26945047	+	RLTR9D	ESCTE1251	1
chr4	27100800	27101170	+	RLTR9D2	ESCTE1252	1
chr4	27106173	27106519	+	RLTR9D2	ESCTE1253	1
chr4	27229958	27230097	-	RLTR9A3B	ESCTE1254	1
chr4	28215521	28215887	-	RLTR9A	ESCTE1255	1
chr4	28220938	28221066	-	RLTR9E	ESCTE1256	1
chr4	28221896	28222188	-	RLTR9E	ESCTE1257	1
chr4	28658911	28659309	+	RLTR9C	ESCTE1258	1
chr4	29423452	29423794	+	RLTR9D2	ESCTE1259	1
chr4	29813535	29814432	-	RLTR13D6	ESCTE1260	1
chr4	30394456	30395424	-	RLTR13D6	ESCTE1261	0.9277606
chr4	33297415	33297605	-	RLTR9A	ESCTE1262	1
chr4	33297627	33297671	-	RLTR9A	ESCTE1263	1
chr4	33329085	33329364	-	RLTR9A3	ESCTE1264	1
chr4	34299515	34299672	-	RLTR9F	ESCTE1265	0.98734176
chr4	35578008	35578356	-	RLTR9A3A	ESCTE1266	1
chr4	38424597	38424991	+	RLTR9D	ESCTE1267	1
chr4	38519188	38519612	+	RLTR9E	ESCTE1268	1
chr4	39084674	39085044	-	RLTR9A3B	ESCTE1269	1
chr4	39244249	39244521	-	RLTR9A	ESCTE1270	1
chr4	40020696	40021061	+	RLTR9D	ESCTE1271	0.9726776
chr4	40593924	40594259	+	RLTR9A3B	ESCTE1272	1
chr4	41280100	41280518	-	RLTR9F	ESCTE1273	1
chr4	41950344	41950694	-	RLTR9A	ESCTE1274	0
chr4	42046286	42046636	+	RLTR9A	ESCTE1275	0
chr4	42302559	42302909	-	RLTR9A	ESCTE1276	0
chr4	42447665	42448015	-	RLTR9A	ESCTE1277	0
chr4	42543612	42543962	+	RLTR9A	ESCTE1278	0
chr4	42726620	42726970	+	RLTR9A	ESCTE1279	0
chr4	42862731	42863081	+	RLTR9A	ESCTE1280	0.2877493
chr4	43291027	43291469	-	RLTR9B	ESCTE1281	1
chr4	43336160	43336496	-	RLTR9A3	ESCTE1282	1
chr4	43338304	43338449	-	RLTR9A3	ESCTE1283	1
chr4	43340042	43340353	-	RLTR9A3	ESCTE1284	1
chr4	43490445	43490613	-	RLTR9F	ESCTE1285	1
chr4	43490606	43490685	-	RLTR9F	ESCTE1286	1
chr4	43602527	43602910	+	RLTR9B	ESCTE1287	1
chr4	43795195	43795580	-	RLTR9C	ESCTE1288	0.97409326
chr4	45957254	45957658	+	RLTR9E	ESCTE1289	0.9506173
chr4	47172171	47172551	-	RLTR9D	ESCTE1290	0.9212598
chr4	48769282	48769718	+	RLTR9F	ESCTE1291	1
chr4	49228708	49229041	-	RLTR9A	ESCTE1292	1
chr4	49357234	49357631	+	RLTR9C	ESCTE1293	1
chr4	49368722	49369123	+	RLTR9C	ESCTE1294	1
chr4	49480719	49481136	-	RLTR9C	ESCTE1295	1
chr4	51114546	51114906	-	RLTR9A3	ESCTE1296	1
chr4	51294440	51294831	+	RLTR9D	ESCTE1297	1
chr4	51463060	51463091	-	RLTR9E	ESCTE1298	0.96875
chr4	51463656	51463911	-	RLTR9E	ESCTE1299	1
chr4	51683460	51683868	+	RLTR9D	ESCTE1300	0.9755501
chr4	51868490	51869381	+	RLTR13D6	ESCTE1301	0.9663677
chr4	52021028	52021094	+	RLTR9A3	ESCTE1302	1
chr4	52517435	52517852	-	RLTR9B2	ESCTE1303	1
chr4	52757278	52757617	+	RLTR9A3	ESCTE1304	1
chr4	52845327	52845744	-	RLTR9B2	ESCTE1305	1
chr4	52874016	52874378	-	RLTR9A4	ESCTE1306	1
chr4	54403529	54403700	+	RLTR9A3	ESCTE1307	1
chr4	57934111	57934492	-	RLTR9A2	ESCTE1308	1
chr4	58832140	58832467	+	RLTR9B	ESCTE1309	0.9695122
chr4	59963927	59964271	+	RLTR9A3A	ESCTE1310	0.9710145
chr4	59991773	59992124	-	RLTR9A3A	ESCTE1311	1
chr4	59997745	59997829	-	RLTR9A	ESCTE1312	0.7647059
chr4	59997843	59998165	-	RLTR9A3A	ESCTE1313	0.876161
chr4	60055374	60055567	+	RLTR9D	ESCTE1314	0.7061856
chr4	60072891	60073230	+	RLTR9A3A	ESCTE1315	0.3529412
chr4	60079218	60079532	+	RLTR9A3A	ESCTE1316	0.20634921
chr4	60083008	60083343	-	RLTR9A3A	ESCTE1317	0.06845238
chr4	60124759	60125039	+	RLTR9F	ESCTE1318	0.0071174377
chr4	60142213	60142552	+	RLTR9A3A	ESCTE1319	0.005882353
chr4	60148583	60148897	+	RLTR9A3A	ESCTE1320	0
chr4	60152356	60152691	-	RLTR9A3A	ESCTE1321	0
chr4	60207443	60207729	+	RLTR9D	ESCTE1322	0.17073171
chr4	60225055	60225393	+	RLTR9A3A	ESCTE1323	0
chr4	60230683	60230997	+	RLTR9A3A	ESCTE1324	0
chr4	60234453	60234788	-	RLTR9A3A	ESCTE1325	0
chr4	60298314	60298628	+	RLTR9A3A	ESCTE1326	0.46666667
chr4	60302143	60302472	-	RLTR9A3A	ESCTE1327	0
chr4	60399458	60399662	+	RLTR9D	ESCTE1328	0
chr4	60424312	60424651	+	RLTR9A3A	ESCTE1329	0.20294118
chr4	60426895	60426989	+	RLTR9A3A	ESCTE1330	0
chr4	60430710	60431024	+	RLTR9A3A	ESCTE1331	0.22222222
chr4	60434472	60434807	-	RLTR9A3A	ESCTE1332	0.20833333
chr4	60488644	60488916	+	RLTR9D	ESCTE1333	0.53846157
chr4	60504470	60504809	+	RLTR9A3A	ESCTE1334	0
chr4	60510808	60511122	+	RLTR9A3A	ESCTE1335	0
chr4	60514548	60514906	-	RLTR9A3A	ESCTE1336	0
chr4	60567098	60567370	+	RLTR9D	ESCTE1337	0
chr4	60584505	60584844	+	RLTR9A3A	ESCTE1338	0.105882354
chr4	60590915	60591229	+	RLTR9A3A	ESCTE1339	0.44444445
chr4	60594702	60595031	-	RLTR9A3A	ESCTE1340	0.17878787
chr4	60647392	60647585	+	RLTR9D	ESCTE1341	0.5927835
chr4	60664706	60665045	+	RLTR9A3A	ESCTE1342	0.10294118
chr4	60671034	60671348	+	RLTR9A3A	ESCTE1343	0
chr4	60674770	60675128	-	RLTR9A3A	ESCTE1344	0.362117
chr4	60728035	60728315	+	RLTR9F	ESCTE1345	0
chr4	60743833	60744172	+	RLTR9A3A	ESCTE1346	0
chr4	60750194	60750508	+	RLTR9A3A	ESCTE1347	0
chr4	60753900	60754258	-	RLTR9A3A	ESCTE1348	0
chr4	60806547	60806751	+	RLTR9D	ESCTE1349	0
chr4	60824006	60824345	+	RLTR9A3A	ESCTE1350	0
chr4	60830323	60830637	+	RLTR9A3A	ESCTE1351	0.22222222
chr4	60834020	60834355	-	RLTR9A3A	ESCTE1352	0.24107143
chr4	61150233	61150572	+	RLTR9A3A	ESCTE1353	0.7
chr4	61156511	61156544	+	RLTR9A3A	ESCTE1354	0.7058824
chr4	61156569	61156837	+	RLTR9A3A	ESCTE1355	0.37918216
chr4	61160176	61160511	-	RLTR9A3A	ESCTE1356	0
chr4	61213230	61213434	+	RLTR9D	ESCTE1357	0
chr4	61230584	61230923	+	RLTR9A3A	ESCTE1358	0.11764706
chr4	61236943	61237257	+	RLTR9A3A	ESCTE1359	0
chr4	61240686	61241021	-	RLTR9A3A	ESCTE1360	0
chr4	61293373	61293577	+	RLTR9D	ESCTE1361	0.24390244
chr4	61306474	61306812	+	RLTR9A3A	ESCTE1362	0.20648968
chr4	61312152	61312466	+	RLTR9A3A	ESCTE1363	0
chr4	61315837	61316172	-	RLTR9A3A	ESCTE1364	0
chr4	61442033	61442372	+	RLTR9A3A	ESCTE1365	0
chr4	61449356	61449691	-	RLTR9A3A	ESCTE1366	0
chr4	61504398	61504678	+	RLTR9F	ESCTE1367	0
chr4	61521849	61522187	+	RLTR9A3A	ESCTE1368	0.20648968
chr4	61527658	61527972	+	RLTR9A3A	ESCTE1369	0.073015876
chr4	61531344	61531679	-	RLTR9A3A	ESCTE1370	0.08035714
chr4	61580834	61581039	+	RLTR9D	ESCTE1371	0.29126215
chr4	61598163	61598502	+	RLTR9A3A	ESCTE1372	0
chr4	61600744	61600847	+	RLTR9A3A	ESCTE1373	0
chr4	61605390	61605725	-	RLTR9A3A	ESCTE1374	0
chr4	61658972	61659252	+	RLTR9F	ESCTE1375	0
chr4	61676646	61676984	+	RLTR9A3A	ESCTE1376	0
chr4	61692270	61692584	+	RLTR9A3A	ESCTE1377	0.47619048
chr4	61695950	61696285	-	RLTR9A3A	ESCTE1378	0.64285713
chr4	61759670	61759874	+	RLTR9D	ESCTE1379	0
chr4	61784571	61784910	+	RLTR9A3A	ESCTE1380	0.2647059
chr4	61790912	61791226	+	RLTR9A3A	ESCTE1381	0.4
chr4	61794570	61794922	-	RLTR9A3A	ESCTE1382	0.46175638
chr4	61837730	61838023	+	RLTR9A3A	ESCTE1383	1
chr4	61844072	61844417	+	RLTR9A3A	ESCTE1384	1
chr4	61862105	61862392	+	RLTR9D	ESCTE1385	1
chr4	61885880	61886222	+	RLTR9A3A	ESCTE1386	0.8833819
chr4	61905888	61906234	+	RLTR9A3A	ESCTE1387	1
chr4	61929858	61930202	+	RLTR9A3A	ESCTE1388	1
chr4	61962484	61962820	+	RLTR9A3A	ESCTE1389	1
chr4	61968962	61969304	+	RLTR9A3A	ESCTE1390	1
chr4	61974828	61975212	-	RLTR9A	ESCTE1391	1
chr4	61990150	61990408	+	RLTR9A3A	ESCTE1392	0.96138996
chr4	62017411	62017745	+	RLTR9A3A	ESCTE1393	1
chr4	62024308	62024619	+	RLTR9A3A	ESCTE1394	1
chr4	62025167	62025197	+	RLTR9A3A	ESCTE1395	1
