name	chrom	strand	txStart	txEnd	name2	TSS
NM_001331120	chr6	-	86736839	86775114	Anxa4	86775114
NM_031199	chr6	+	86195226	86275743	Tgfa	86195226
NM_026506	chr6	+	86371539	86378902	Snrpg	86371539
NM_001271859	chr6	+	86078047	86124409	Add2	86078047
NM_001271858	chr6	+	86028680	86124409	Add2	86028680
NM_001271857	chr6	+	86028680	86124409	Add2	86028680
NM_013471	chr6	-	86736839	86793584	Anxa4	86793584
NM_177762	chr6	+	86849516	87003227	Aak1	86849516
NM_013458	chr6	+	86078047	86124409	Add2	86078047
NM_001040106	chr6	+	86849516	87003227	Aak1	86849516
NR_045482	chr6	-	87675592	87690847	1810020O05Rik	87690847
NM_054041	chr6	-	87133852	87335775	Antxr1	87335775
NM_019685	chr6	+	88465408	88497566	Ruvbl1	88465408
NM_001278671	chr6	-	88547721	88627448	Kbtbd12	88627448
NM_176973	chr6	-	88842557	88874044	Podxl2	88874044
NM_001347327	chr6	-	88842557	88875044	Podxl2	88875044
NM_011844	chr6	+	88724411	88828360	Mgll	88724411
NM_023060	chr6	-	88257333	88446539	Eefsec	88446539
NM_001166251	chr6	+	88724703	88828360	Mgll	88724703
NM_001166249	chr6	+	88724411	88828360	Mgll	88724411
NM_001166250	chr6	+	88724703	88766708	Mgll	88724703
NR_149744	chr6	-	88257333	88446539	Eefsec	88446539
NM_001178058	chr6	+	89643987	89675529	Txnrd3	89643987
NM_025351	chr6	-	89383145	89595652	Chchd6	89595652
NM_001178059	chr6	+	89643987	89675529	Txnrd3	89643987
NM_001178060	chr6	+	89643987	89675529	Txnrd3	89643987
NM_001167736	chr6	-	89383145	89595652	Chchd6	89595652
NM_153162	chr6	+	89643987	89675529	Txnrd3	89643987
NM_027406	chr6	+	90550792	90599171	Aldh1l1	90550792
NM_018815	chr6	-	91013066	91116826	Nup210	91116826
NM_001134383	chr6	-	90659597	90716529	Iqsec1	90716529
NM_001134384	chr6	-	90659597	90810123	Iqsec1	90810123
NM_027928	chr6	-	90308350	90325185	Chst13	90325185
NM_001356440	chr6	-	90659597	90810123	Iqsec1	90810123
NM_001356412	chr6	+	90550792	90599171	Aldh1l1	90550792
NM_172731	chr6	+	91978964	92076005	Fgd5	91978964
NM_011630	chr6	+	92091417	92173058	Nr2c2	92091417
NM_001347342	chr6	+	92092432	92173058	Nr2c2	92092432
NM_028766	chr6	+	91473750	91488458	Tmem43	91473750
NM_172730	chr6	+	91878052	91899848	Ccdc174	91878052
NM_009320	chr6	+	91684066	91759063	Slc6a6	91684066
NM_175314	chr6	-	92772698	92901441	Adamts9	92901441
NM_001134460	chr6	-	92370891	92481392	Prickle2	92481392
NM_001081146	chr6	-	92370891	92706184	Prickle2	92706184
NM_001134459	chr6	-	92370891	92534861	Prickle2	92534861
NM_001134461	chr6	-	92370891	92567366	Prickle2	92567366
NR_015530	chr6	+	92940581	93111749	9530026P05Rik	92940581
NM_001286784	chr6	-	93675452	94283917	Magi1	94283917
NM_001286785	chr6	-	93675452	94283917	Magi1	94283917
NM_001286786	chr6	-	93681477	94283917	Magi1	94283917
NM_001286788	chr6	-	93681477	93913690	Magi1	93913690
NM_010367	chr6	-	93675452	94283917	Magi1	94283917
NR_104594	chr6	-	93681477	93912963	Magi1	93912963
NM_001083321	chr6	-	93681477	93913690	Magi1	93913690
NM_001083320	chr6	-	93675452	93913690	Magi1	93913690
NM_001029850	chr6	-	93675452	94283917	Magi1	94283917
NM_008377	chr6	-	94604528	94700145	Lrig1	94700145
NM_001355269	chr6	-	94604528	94700145	Lrig1	94700145
NM_026255	chr6	+	94500313	94604652	Slc25a26	94500313
NM_011507	chr6	-	95473008	95718846	Suclg2	95718846
NM_001326558	chr6	-	95473008	95692882	Suclg2	95692882
NM_001346637	chr6	-	97286866	97487820	Frmd4b	97487820
NM_175313	chr6	-	97110943	97148883	Eogt	97148883
NM_001346639	chr6	-	97286866	97459286	Frmd4b	97459286
NM_177233	chr6	-	96831208	97060411	Fam19a4	97060411
NM_001113198	chr6	+	97807057	98021358	Mitf	97807057
NM_001128092	chr6	-	98238013	98342754	Gm765	98342754
NM_001347345	chr6	-	98925341	99520993	Foxp1	99520993
NM_053202	chr6	-	98925341	99435345	Foxp1	99435345
NM_001197322	chr6	-	98925341	99028298	Foxp1	99028298
NM_001197321	chr6	-	98925341	99266515	Foxp1	99266515
NM_019743	chr6	-	100228564	100287358	Rybp	100287358
NR_040525	chr6	+	100527399	100533426	1700049E22Rik	100527399
NM_018884	chr6	-	101149606	101377897	Pdzrn3	101377897
NM_198612	chr6	+	100704733	100805081	Gxylt2	100704733
NM_008779	chr6	-	102163305	102464667	Cntn3	102464667
NM_007697	chr6	+	103510875	103733035	Chl1	103510875
NM_001109751	chr6	+	106118764	106674270	Cntn4	106118764
NM_145937	chr6	-	108107020	108185583	Sumf1	108185583
NM_010585	chr6	+	108213095	108551116	Itpr1	108213095
NM_026011	chr6	+	108783058	108823723	Arl8b	108783058
NR_104577	chr6	-	108577035	108660934	0610040F04Rik	108660934
NM_144799	chr6	+	112273757	112330423	Lmcd1	112273757
NM_173005	chr6	+	113104934	113153432	Setd5	113104934
NM_007617	chr6	+	112459504	112472872	Cav3	112459504
NM_028385	chr6	+	113077638	113153424	Setd5	113077638
NM_080448	chr6	-	112717971	112947266	Srgap3	112947266
NM_001347365	chr6	-	113743830	113934681	Atp2b2	113934681
NM_172161	chr6	+	113638466	113695027	Irak2	113638466
NM_172890	chr6	+	114131240	114249886	Slc6a11	114131240
NM_133932	chr6	-	113366656	113377520	Tada3	113377520
NM_009723	chr6	-	113743830	114042080	Atp2b2	114042080
NM_001113553	chr6	+	113638466	113695027	Irak2	113638466
NM_001036684	chr6	-	113743830	113891539	Atp2b2	113891539
NM_001252642	chr6	+	114403665	114483298	Hrh1	114403665
NM_001252643	chr6	+	114403665	114483298	Hrh1	114403665
NM_013681	chr6	+	115134901	115276563	Syn2	115134901
NM_001317126	chr6	+	114398085	114483298	Hrh1	114398085
NM_001317125	chr6	+	114397935	114483298	Hrh1	114397935
NM_001111015	chr6	+	115134901	115282626	Syn2	115134901
NM_008285	chr6	+	114397935	114483298	Hrh1	114397935
NM_028835	chr6	+	114643096	114860614	Atg7	114643096
NM_001253717	chr6	+	114643096	114860614	Atg7	114643096
NM_001253718	chr6	+	114643096	114860614	Atg7	114643096
NM_001356371	chr6	-	114860627	114969203	Vgll4	114969203
NM_023290	chr6	+	115601937	115618670	Mkrn2	115601937
NM_031177	chr6	+	115853527	115926699	Ift122	115853527
NM_144805	chr6	-	115729136	115758999	Tmem40	115758999
NM_177412	chr6	-	116018617	116193374	Tmcc1	116193374
NM_026585	chr6	+	116208032	116262671	Washc2	116208032
NM_001167763	chr6	+	115853527	115926699	Ift122	115853527
NM_001127330	chr6	+	115360950	115490401	Pparg	115360950
NM_011146	chr6	+	115422065	115490401	Pparg	115422065
NM_001308352	chr6	+	115361143	115490401	Pparg	115361143
NM_001308354	chr6	+	115362348	115490401	Pparg	115362348
NM_001168257	chr6	-	115729136	115762466	Tmem40	115762466
NM_001168256	chr6	-	115729136	115762466	Tmem40	115762466
NM_178045	chr6	-	116633007	116673836	Rassf4	116673836
NM_013655	chr6	+	117168534	117181368	Cxcl12	117168534
NM_001012477	chr6	+	117168534	117181368	Cxcl12	117168534
NR_045731	chr6	-	117679206	117751769	1700030F04Rik	117751769
NM_001255999	chr6	-	118587239	119196409	Cacna1c	119196409
NM_001347427	chr6	+	119236525	119352407	Cacna2d4	119236525
NM_001290335	chr6	-	118587239	118757974	Cacna1c	118757974
NM_001256002	chr6	-	118587239	119108495	Cacna1c	119108495
NM_001256000	chr6	-	118587239	119108495	Cacna1c	119108495
NM_001255997	chr6	-	118587239	119196409	Cacna1c	119196409
NM_001256001	chr6	-	118587239	119108495	Cacna1c	119108495
NM_001255998	chr6	-	118587239	119196409	Cacna1c	119196409
NM_001159533	chr6	-	118587239	119108495	Cacna1c	119108495
NM_001159535	chr6	-	118587239	119108495	Cacna1c	119108495
NR_046053	chr6	+	118880157	118885543	4931430N09Rik	118880157
NM_009781	chr6	-	118587239	119196409	Cacna1c	119196409
NM_001159534	chr6	-	118587239	119108495	Cacna1c	119108495
NM_197985	chr6	-	119353149	119417528	Adipor2	119417528
NM_001033382	chr6	+	119236525	119352407	Cacna2d4	119236525
NM_001199083	chr6	-	119923968	120038655	Wnk1	120038655
NM_001185020	chr6	-	119923968	120038655	Wnk1	120038655
NM_053204	chr6	-	119570795	119848150	Erc1	119848150
NM_178085	chr6	-	119772706	119848150	Erc1	119848150
NR_104484	chr6	-	119570795	119848150	Erc1	119848150
NM_016718	chr6	+	120093379	120200338	Ninj2	120093379
NM_001199084	chr6	-	119923968	120038655	Wnk1	120038655
NM_001185021	chr6	-	119923968	120038655	Wnk1	120038655
NM_198703	chr6	-	119923968	120038655	Wnk1	120038655
NR_155458	chr6	-	119570795	119848150	Erc1	119848150
NM_001128151	chr6	+	120666420	120771191	Cecr2	120666420
NM_001270475	chr6	-	120931545	121131022	Mical3	121131022
NR_138099	chr6	+	120958843	120997498	LOC215458	120958843
NM_153516	chr6	+	120836229	120892842	Bcl2l13	120836229
NM_008646	chr6	+	122006797	122085967	Mug2	122006797
NM_023143	chr6	+	124512620	124523440	C1ra	124512620
NM_146171	chr6	-	125168006	125191586	Ncapd2	125191586
NM_133345	chr6	+	125039847	125049264	Ing4	125039847
NR_130997	chr6	-	125010175	125049853	4930557K07Rik	125049853
NM_011708	chr6	+	125552947	125686679	Vwf	125552947
NM_008479	chr6	-	124904358	124911705	Lag3	124911705
NM_009829	chr6	-	127125708	127151048	Ccnd2	127151048
NM_175414	chr6	-	127961395	128143578	Tspan9	128143578
NR_028592	chr6	+	128438756	128475845	Gm10069	128438756
NR_028593	chr6	+	128438756	128503281	Gm10069	128438756
NM_001099918	chr6	-	128706507	128723046	Klrb1	128723046
NM_001356301	chr6	-	127961395	128143578	Tspan9	128143578
NM_138648	chr6	-	129485246	129507165	Olr1	129507165
NR_040265	chr6	-	129232622	129238045	2310001H17Rik	129238045
NR_040266	chr6	-	129232622	129238482	2310001H17Rik	129238482
NR_040268	chr6	-	129232622	129238482	2310001H17Rik	129238482
NM_001301096	chr6	-	129485247	129507165	Olr1	129507165
NM_001301094	chr6	-	129485247	129507165	Olr1	129507165
NM_010646	chr6	-	130044023	130306481	Klra12	130306481
NR_104105	chr6	-	130149105	130160748	Klra14-ps	130160748
NR_104106	chr6	-	130149105	130160748	Klra14-ps	130160748
NM_001048054	chr6	-	134715467	134792628	Dusp16	134792628
NM_001167699	chr6	-	134869091	134887861	Gpr19	134887861
NM_001167697	chr6	-	134869091	134887861	Gpr19	134887861
NM_001167696	chr6	-	134869091	134897825	Gpr19	134897825
NM_001167695	chr6	-	134869091	134897825	Gpr19	134897825
NR_072990	chr6	-	134869091	134897925	Gpr19	134897925
NM_130447	chr6	-	134715467	134792628	Dusp16	134792628
NM_001167694	chr6	-	134869091	134897925	Gpr19	134897925
NM_026345	chr6	-	134609206	134632488	Mansc1	134632488
NM_008157	chr6	-	134869091	134887861	Gpr19	134887861
NR_074084	chr6	-	134869091	134887785	Gpr19	134887785
NM_001167700	chr6	-	134869091	134897925	Gpr19	134897925
NM_008514	chr6	-	134446477	134566913	Lrp6	134566913
NR_153848	chr6	-	134308950	134403415	4933406J09Rik	134403415
NM_001362049	chr6	-	134869091	134887785	Gpr19	134887785
NM_001362052	chr6	-	134869091	134887861	Gpr19	134887861
NM_001362048	chr6	-	134869091	134897925	Gpr19	134897925
NM_001362050	chr6	-	134869091	134898194	Gpr19	134898194
NM_001362051	chr6	-	134869091	134898194	Gpr19	134898194
NM_008171	chr6	-	135729804	136173511	Grin2b	136173511
NR_126088	chr6	+	135658912	135683391	4930425L21Rik	135658912
NM_019426	chr6	+	136518850	136607379	Atf7ip	136518850
NM_001127318	chr6	-	136697283	136781742	Gucy2c	136781742
NM_145067	chr6	-	136697283	136781742	Gucy2c	136781742
NM_178776	chr6	+	136828842	136840557	BC049715	136828842
NM_001164212	chr6	-	137054824	137169718	Rerg	137169718
NM_001164214	chr6	-	137054824	137169718	Rerg	137169718
NM_181988	chr6	-	137054824	137170496	Rerg	137170496
NM_001271588	chr6	-	137477244	137649285	Eps8	137649285
NM_001271595	chr6	-	137477244	137571009	Eps8	137571009
NM_172733	chr6	+	137754576	137837872	Dera	137754576
NM_001361309	chr6	+	138141586	138156754	Mgst1	138141586
NM_007945	chr6	-	137477244	137649285	Eps8	137649285
NM_001271587	chr6	-	137477244	137571009	Eps8	137571009
NM_177787	chr6	-	137983589	138079916	Slc15a5	138079916
NM_001271589	chr6	-	137477244	137519895	Eps8	137519895
NM_019946	chr6	+	138140526	138156754	Mgst1	138140526
NM_001361308	chr6	+	138140526	138156754	Mgst1	138140526
NM_001361307	chr6	+	138140526	138156754	Mgst1	138140526
NM_001347489	chr6	+	138141586	138156754	Mgst1	138141586
NR_154597	chr6	+	138140526	138156754	Mgst1	138140526
NR_154598	chr6	+	138140526	138156754	Mgst1	138140526
NM_011084	chr6	+	139841444	139969283	Pik3c2g	139841444
NM_207683	chr6	+	139616314	139969283	Pik3c2g	139616314
NM_001309437	chr6	+	140624908	140655481	Aebp2	140624908
NM_018779	chr6	+	141249268	141499351	Pde3a	141249268
NM_001309436	chr6	+	140626884	140655481	Aebp2	140626884
NM_178803	chr6	+	140622662	140655481	Aebp2	140622662
NM_009637	chr6	+	140623501	140678472	Aebp2	140623501
NM_001005605	chr6	+	140623501	140655481	Aebp2	140623501
NM_030687	chr6	-	141805439	141856220	Slco1a4	141856220
NM_001355577	chr6	-	141805439	141856220	Slco1a4	141856220
NM_011374	chr6	-	142821540	142964452	St8sia1	142964452
NR_027803	chr6	+	143245887	143297879	D6Ertd474e	143245887
NR_153819	chr6	-	143109213	143153931	Gm31108	143153931
NM_001243163	chr6	-	143828424	144209568	Sox5	144209568
NM_011444	chr6	-	143828424	144209568	Sox5	144209568
NM_001347506	chr6	-	143828424	143947106	Sox5	143947106
NM_001113559	chr6	-	143828424	144209568	Sox5	144209568
NM_009449	chr6	+	145615962	145621477	Tuba3b	145615962
NM_021284	chr6	-	145216698	145250231	Kras	145250231
NM_010586	chr6	-	146108298	146502223	Itpr2	146502223
NM_019923	chr6	-	146108298	146502223	Itpr2	146502223
NM_145573	chr6	+	147042769	147070902	Mrps35	147042769
NM_001170433	chr6	+	146888493	147032023	Ppfibp1	146888493
NM_025911	chr6	+	147475870	147632612	Ccdc91	147475870
NM_026221	chr6	+	146888493	147032023	Ppfibp1	146888493
NR_033640	chr6	+	147180240	147208294	E330012B07Rik	147180240
NM_001355728	chr6	+	146888493	147032025	Ppfibp1	146888493
NM_001355729	chr6	+	146888493	147032025	Ppfibp1	146888493
NM_001355714	chr6	+	147475870	147632612	Ccdc91	147475870
NM_001355715	chr6	+	147475870	147632612	Ccdc91	147475870
NM_001355713	chr6	+	147476364	147632612	Ccdc91	147476364
NM_001347518	chr6	-	148232429	148444352	Tmtc1	148444352
NM_001347516	chr6	+	148047415	148176849	Far2	148047415
NM_198967	chr6	-	148232429	148444352	Tmtc1	148444352
NM_178797	chr6	+	148047415	148182758	Far2	148047415
NM_009753	chr6	+	149408983	149563326	Bicd1	149408983
NM_177192	chr6	-	148988068	149101680	Dennd5b	149101680
NM_001112796	chr6	+	149408983	149563326	Bicd1	149408983
NM_001113424	chr6	-	149157576	149188712	Amn1	149188712
NM_001356344	chr6	-	149157576	149188712	Amn1	149188712
NR_153963	chr6	-	149157576	149188712	Amn1	149188712
NM_010156	chr6	-	3372257	3399571	Samd9l	3399571
NR_036696	chr6	+	3288518	3317019	Gm8579	3288518
NM_178899	chr6	-	3457088	3494498	Hepacam2	3494498
NM_007588	chr6	-	3685719	3764713	Calcr	3764713
NR_030612	chr6	-	3721300	3721385	Mir653	3721385
NR_030250	chr6	-	3721896	3722003	Mir489	3722003
NM_001355192	chr6	-	3685679	3764713	Calcr	3764713
NM_001042725	chr6	-	3685719	3763623	Calcr	3763623
NM_025331	chr6	+	4003986	4008446	Gng11	4003986
NM_009364	chr6	-	3962588	3968375	Tfpi2	3968375
NR_131108	chr6	-	4031840	4047584	4930528H21Rik	4047584
NM_010314	chr6	+	3994011	3997436	Gngt1	3994011
NR_138566	chr6	-	3962588	3988858	Tfpi2	3988858
NM_009748	chr6	-	4076898	4086930	Bet1	4086930
NM_007743	chr6	+	4505617	4541543	Col1a2	4505617
NM_145398	chr6	+	4601065	4643381	Casd1	4601065
NM_130877	chr6	+	4747305	4760516	Peg10	4747305
NM_001040611	chr6	+	4747305	4760516	Peg10	4747305
NM_011134	chr6	-	5168089	5193946	Pon1	5193946
NM_183308	chr6	-	5264623	5298373	Pon2	5298373
NM_013743	chr6	-	5483350	5496278	Pdk4	5496278
NM_023048	chr6	+	5383385	5433021	Asb4	5383385
NM_001355662	chr6	+	5390409	5433021	Asb4	5390409
NR_040255	chr6	-	5963896	5977393	1700019G24Rik	5977393
NR_136906	chr6	+	6248658	6281136	Gm20619	6248658
NM_009169	chr6	-	6558274	6578658	Sem1	6578658
NM_010056	chr6	-	6877800	6882068	Dlx5	6882068
NR_015388	chr6	-	6820545	6869533	Dlx6os1	6869533
NR_002839	chr6	-	6863796	6865150	Dlx6os2	6865150
NM_010057	chr6	+	6863333	6867970	Dlx6	6863333
NM_198854	chr6	-	6877800	6882068	Dlx5	6882068
NM_001077713	chr6	+	6956017	7039220	Sdhaf3	6956017
NM_009311	chr6	+	7555060	7562978	Tac1	7555060
NM_001311060	chr6	+	7555060	7562978	Tac1	7555060
NM_012055	chr6	-	7675170	7693182	Asns	7693182
NM_145374	chr6	+	8209226	8236273	Mios	8209226
NR_040452	chr6	-	8507058	8509161	A430035B10Rik	8509161
NM_001286728	chr6	+	8520057	8597549	Glcci1	8520057
NM_001286729	chr6	+	8520057	8597549	Glcci1	8520057
NR_033776	chr6	-	10971467	10974378	AA545190	10974378
NM_010886	chr6	-	11900371	11907450	Ndufa4	11907450
NR_003631	chr6	-	12099520	12109580	Gm6578	12109580
NM_027992	chr6	+	13069758	13089269	Tmem106b	13069758
NM_001013757	chr6	-	13185610	13224965	Vwde	13224965
NR_038149	chr6	+	13413336	13415996	1700016P04Rik	13413336
NM_028990	chr6	-	13580688	13608098	Tmem168	13608098
NM_001347059	chr6	-	13580688	13608098	Tmem168	13608098
NR_155435	chr6	-	13580688	13608098	Tmem168	13608098
NM_001330666	chr6	-	13834451	13839942	Gpr85	13839942
NM_001330667	chr6	-	13834451	13839942	Gpr85	13839942
NM_145066	chr6	-	13834451	13839942	Gpr85	13839942
NM_001352887	chr6	-	13867734	13871518	2610001J05Rik	13871518
NM_080464	chr6	-	14713821	14755274	Ppp1r3a	14755274
NM_031198	chr6	-	16833380	16898441	Tfec	16898441
NM_207176	chr6	+	17065148	17105825	Tes	17065148
NM_001277756	chr6	+	17281184	17282684	Cav2	17281184
NM_016900	chr6	+	17281184	17289130	Cav2	17281184
NR_102305	chr6	+	17197750	17205695	D830026I12Rik	17197750
NR_102304	chr6	+	17198106	17205695	D830026I12Rik	17198106
NM_007616	chr6	+	17306334	17341328	Cav1	17306334
NM_001243064	chr6	+	17307639	17341328	Cav1	17307639
NM_007604	chr6	+	17637009	17666972	Capza2	17637009
NM_023653	chr6	-	17988939	18030445	Wnt2	18030445
NM_133939	chr6	+	18848634	18854052	Lsm8	18848634
NR_105789	chr6	+	19555341	19555461	Mir6370	19555341
NM_173007	chr6	-	21771394	21852515	Tspan12	21852515
NM_023626	chr6	+	21949614	21976037	Ing3	21949614
NM_001311061	chr6	+	21949570	21976038	Ing3	21949570
NM_138587	chr6	-	22306521	22356081	Fam3c	22356081
NM_053116	chr6	+	22288226	22298522	Wnt16	22288226
NM_013930	chr6	-	23072172	23132986	Aass	23132986
NM_028462	chr6	-	23245046	23248264	Fezf1	23248264
NM_198251	chr6	-	23648868	23650305	Rnf133	23650305
NM_027754	chr6	-	23653894	23655136	Rnf148	23655136
NM_207022	chr6	-	23969160	23970060	Tas2r118	23970060
NM_053098	chr6	+	24597770	24605414	Lmod2	24597770
NM_080847	chr6	+	24528143	24573164	Asb15	24528143
NR_154219	chr6	-	24518663	24527526	Ndufa5	24527526
NM_001311068	chr6	-	24518663	24527690	Ndufa5	24527690
NM_026614	chr6	-	24518663	24527690	Ndufa5	24527690
NM_028920	chr6	+	24733244	24745452	Hyal6	24733244
NM_029848	chr6	+	24748366	24766519	Hyal4	24748366
NM_001079875	chr6	+	24791187	24801048	Spam1	24791187
NM_009241	chr6	+	24791187	24801048	Spam1	24791187
NM_028957	chr6	+	24857996	24891958	Hyal5	24857996
NM_177013	chr6	-	24951140	24956125	Tmem229a	24956125
NM_010338	chr6	-	25668522	25689980	Gpr37	25689980
NM_133931	chr6	-	25743734	25809226	Pot1a	25809226
NR_030420	chr6	-	27936654	27936750	Mir592	27936750
NM_001081678	chr6	-	28239930	28261601	Zfp800	28261601
NM_028900	chr6	-	28416602	28421724	Gcc1	28421724
NM_019569	chr6	+	28427900	28438622	Fscn3	28427900
NM_007480	chr6	+	28423603	28426602	Arf5	28423603
NM_138682	chr6	-	28828125	28831747	Lrrc4	28831747
NM_008493	chr6	+	29060220	29073876	Lep	29060220
NR_029567	chr6	+	29022618	29022691	Mir129-1	29022618
NM_133925	chr6	-	29123572	29164724	Rbm28	29164724
NM_011829	chr6	-	29200436	29212297	Impdh1	29212297
NM_001302933	chr6	-	29200436	29216364	Impdh1	29216364
NM_001302934	chr6	-	29200436	29216364	Impdh1	29216364
NM_001101443	chr6	-	29169229	29179584	Prrt4	29179584
NM_023516	chr6	+	29272625	29275449	Hilpda	29272625
NM_001190461	chr6	+	29272487	29275449	Hilpda	29272487
NM_001101486	chr6	+	29281140	29290676	Fam71f2	29281140
NM_001289663	chr6	+	29319139	29336022	Fam71f1	29319139
NM_001289664	chr6	+	29319139	29336022	Fam71f1	29319139
NM_001289665	chr6	+	29319139	29336022	Fam71f1	29319139
NM_207258	chr6	+	29319139	29336022	Fam71f1	29319139
NM_001347072	chr6	+	29396579	29426955	Ccdc136	29396579
NM_001311074	chr6	+	29433255	29461889	Flnc	29433255
NM_001201378	chr6	+	29398925	29426995	Ccdc136	29398925
NM_001347071	chr6	+	29396574	29426953	Ccdc136	29396574
NM_001347073	chr6	+	29396583	29426953	Ccdc136	29396583
NM_001081185	chr6	+	29433152	29461889	Flnc	29433152
NM_025381	chr6	+	29467782	29470509	Atp6v1f	29467782
NM_145574	chr6	+	29398925	29426995	Ccdc136	29398925
NM_007538	chr6	-	29376670	29380513	Opn1sw	29380513
NM_001145360	chr6	+	29471436	29473429	Gm9047	29471436
NM_012057	chr6	+	29526624	29537320	Irf5	29526624
NM_001347079	chr6	-	29540826	29609849	Tnpo3	29609849
NM_001311083	chr6	+	29526624	29541869	Irf5	29526624
NM_001361290	chr6	-	29540826	29609849	Tnpo3	29609849
NM_001252382	chr6	+	29529281	29537320	Irf5	29529281
NM_177296	chr6	-	29540826	29609849	Tnpo3	29609849
NM_146173	chr6	+	29694213	29718558	Tspan33	29694213
NM_001301407	chr6	+	29694213	29718558	Tspan33	29694213
NR_104576	chr6	+	29917012	29959680	Strip2	29917012
NR_040263	chr6	+	29985328	29993531	Smkr-ps	29985328
NR_040264	chr6	+	29985328	29993531	Smkr-ps	29985328
NM_177204	chr6	+	29917012	29959680	Strip2	29917012
NM_001037740	chr6	+	29917012	29959680	Strip2	29917012
NM_001164227	chr6	+	30047987	30145197	Nrf1	30047987
NM_001164228	chr6	+	30047987	30145197	Nrf1	30047987
NM_001164229	chr6	+	30076320	30130115	Nrf1	30076320
NM_001164230	chr6	+	30047987	30130115	Nrf1	30047987
NM_001361692	chr6	+	30087164	30145197	Nrf1	30087164
NR_029569	chr6	-	30165917	30165992	Mir182	30165992
NR_029750	chr6	-	30169445	30169551	Mir96	30169551
NM_001169577	chr6	-	30211289	30243803	Ube2h	30243803
NR_030713	chr6	-	30169667	30169737	Mir183	30169737
NR_038124	chr6	+	30176622	30178040	BB283400	30176622
NR_126541	chr6	-	30169934	30174125	Mirc35hg	30174125
NR_126540	chr6	-	30158640	30174125	Mirc35hg	30174125
NM_001311086	chr6	-	30366383	30391020	Zc3hc1	30391020
NM_172735	chr6	-	30366383	30391020	Zc3hc1	30391020
NM_178625	chr6	-	30481232	30509783	Tmem209	30509783
NM_001311093	chr6	-	30481232	30509783	Tmem209	30509783
NR_131049	chr6	+	30460984	30463313	1700012C14Rik	30460984
NM_027073	chr6	+	30509848	30520253	Ssmem1	30509848
NM_029373	chr6	+	30512285	30520253	Ssmem1	30512285
NM_001347087	chr6	-	30481038	30509773	Tmem209	30509773
NM_144537	chr6	+	30611009	30631745	Cpa5	30611009
NM_025350	chr6	+	30639217	30645361	Cpa1	30639217
NM_027926	chr6	+	30568368	30592417	Cpa4	30568368
NM_001024698	chr6	+	30541641	30564473	Cpa2	30541641
NM_001252292	chr6	+	30738052	30748466	Mest	30738052
NM_001252293	chr6	+	30733505	30748466	Mest	30733505
NR_130775	chr6	-	30679087	30693749	Cep41	30693749
NM_008590	chr6	+	30738049	30748466	Mest	30738049
NR_029900	chr6	+	30741298	30741396	Mir335	30741298
NM_054073	chr6	-	30896980	30915573	Tsga13	30915573
NR_029532	chr6	-	31063022	31063093	Mir29b-1	31063093
NR_029744	chr6	-	31062659	31062747	Mir29a	31062747
NM_001135093	chr6	-	30956020	30958990	Klf14	30958990
NR_040300	chr6	-	31366884	31398773	Mkln1os	31398773
NM_013723	chr6	-	31519492	31563937	Podxl	31563937
NR_153845	chr6	+	31574966	31576605	Gm6117	31574966
NR_152155	chr6	-	31662219	31666131	Gm13848	31666131
NM_029587	chr6	+	32050287	32058915	1700012A03Rik	32050287
NR_040277	chr6	+	32511140	32515576	Plxna4os1	32511140
NM_021435	chr6	-	34155878	34177054	Slc35b4	34177054
NM_009658	chr6	-	34303929	34317489	Akr1b3	34317489
NR_037965	chr6	-	34303933	34317443	Gm6644	34317443
NM_172398	chr6	+	34384246	34396949	Akr1b10	34384246
NM_008012	chr6	+	34354145	34368461	Akr1b8	34354145
NM_009731	chr6	+	34412361	34423137	Akr1b7	34412361
NR_149754	chr6	+	34384246	34396949	Akr1b10	34384246
NM_007563	chr6	+	34476355	34505610	Bpgm	34476355
NM_001289657	chr6	+	34780431	34859459	Agbl3	34780431
NM_001289656	chr6	+	34780431	34859459	Agbl3	34780431
NM_001289658	chr6	+	34780431	34785710	Agbl3	34780431
NM_178630	chr6	+	34780431	34859459	Agbl3	34780431
NM_001347101	chr6	-	34871770	34878065	3110062M04Rik	34878065
NM_001025573	chr6	-	34945294	34977999	Slc23a4	34977999
NM_001135611	chr6	-	34871770	34878065	3110062M04Rik	34878065
NM_199145	chr6	-	34871770	34878065	3110062M04Rik	34878065
NM_001013366	chr6	-	34880425	34910831	Wdr91	34910831
NM_009292	chr6	+	34920947	34939344	Stra8	34920947
NM_027513	chr6	+	35177615	35247598	Nup205	35177615
NM_173375	chr6	-	35312745	35326141	Fam180a	35326141
NM_172892	chr6	-	35267952	35308126	Slc13a4	35308126
NR_040526	chr6	+	35330845	35336829	1700065J11Rik	35330845
NR_015589	chr6	-	36333137	36388234	9330158H04Rik	36388234
NR_030524	chr6	+	36421741	36421825	Mir490	36421741
NM_008973	chr6	-	36714928	36810179	Ptn	36810179
NM_145364	chr6	+	37530172	37568815	Akr1d1	37530172
NM_001272076	chr6	+	37900486	37968445	Trim24	37900486
NM_080467	chr6	-	38048482	38124586	Atp6v0a4	38124586
NM_029921	chr6	+	38109352	38115806	Tmem213	38109352
NM_001347122	chr6	-	38305285	38354603	Zc3hav1	38354603
NM_172467	chr6	-	38287393	38299259	Zc3hav1l	38299259
