Chromosome	Start	End	ID	empty_Input	empty_H3K27ac	sg1.4_H3K27ac	sg5.8_H3K27ac	class
chrX	114335020	114338020	ESCTE6179	4.331889	13.408982	8.526039	8.541086	RLTR13D6
chrX	115243714	115246714	ESCTE6180	5.3315563	4.2142515	5.384867	6.761693	RLTR13D6
chrX	117493657	117496657	ESCTE6197	6.331223	7.279162	5.384867	6.049936	RLTR13D6
chrX	117494398	117497398	ESCTE6198	4.6651115	6.896048	3.5899115	6.049936	RLTR13D6
chrX	119320496	119323496	ESCTE6207	6.9976673	4.2142515	4.936128	2.4911501	RLTR13D6
chrX	119619925	119622925	ESCTE6211	5.9980006	13.408982	13.013429	14.235143	RLTR13D6
chrX	119620486	119623486	ESCTE6212	4.331889	12.259642	11.667212	12.099872	RLTR13D6
chrX	120942381	120945381	ESCTE6220	5.664778	10.344072	8.077301	13.879265	RLTR13D6
chrX	120943332	120946332	ESCTE6221	4.998334	11.876528	8.974778	13.523386	RLTR13D6
chrX	121909762	121912762	ESCTE6224	7.664112	4.2142515	3.5899115	4.6264215	RLTR13D6
chrX	121918633	121921633	ESCTE6225	4.331889	1.5324552	1.7949557	2.4911501	RLTR13D6
chrX	122306716	122309716	ESCTE6228	3.6654449	6.896048	8.526039	8.896964	RLTR13D6
chrX	122874290	122877290	ESCTE6229	6.6644454	8.811617	4.936128	4.6264215	RLTR13D6
chrX	126431531	126434531	ESCTE6230	4.998334	7.662276	5.384867	6.4058146	RLTR13D6
chrX	127332908	127335908	ESCTE6238	5.3315563	4.2142515	3.5899115	7.1175714	RLTR13D6
chrX	127405810	127408810	ESCTE6239	6.331223	6.512934	5.833606	7.47345	RLTR13D6
chrX	127760832	127763832	ESCTE6246	3.3322227	6.129821	8.526039	6.761693	RLTR13D6
chrX	129046827	129049827	ESCTE6254	4.998334	3.448024	7.179823	6.761693	RLTR13D6
chrX	129047705	129050705	ESCTE6255	5.664778	3.831138	7.179823	6.4058146	RLTR13D6
chrX	138587369	138590369	ESCTE6271	4.331889	6.896048	7.179823	12.45575	RLTR13D6
chrX	145298583	145301583	ESCTE6280	8.663778	9.577845	7.179823	11.388115	RLTR13D6
chrX	145299072	145302072	ESCTE6281	7.664112	9.577845	7.179823	10.320478	RLTR13D6
chrX	150397914	150400914	ESCTE6293	8.997001	11.1103	7.6285615	6.4058146	RLTR13D6
chrX	150743963	150746963	ESCTE6295	6.9976673	7.662276	6.282345	6.4058146	RLTR13D6
chrX	153666941	153669941	ESCTE6300	3.6654449	20.30503	14.359646	9.252843	RLTR13D6
chrX	154186669	154189669	ESCTE6303	5.3315563	4.9804792	3.1411724	4.9823003	RLTR13D6
chrX	154543060	154546060	ESCTE6312	6.331223	6.512934	2.6924336	3.5587857	RLTR13D6
chrX	154671908	154674908	ESCTE6313	5.9980006	8.428503	8.077301	6.4058146	RLTR13D6
chrX	157030727	157033727	ESCTE6318	3.3322227	4.2142515	4.487389	3.9146643	RLTR13D6
chrX	163963528	163966528	ESCTE6323	5.3315563	6.129821	6.731084	5.3381786	RLTR13D6
chrX	163963868	163966868	ESCTE6324	3.998667	6.896048	4.936128	5.6940575	RLTR13D6
chrX	165422745	165425745	ESCTE6325	4.998334	4.5973654	2.2436945	2.4911501	RLTR13D6
chrX	165423625	165426625	ESCTE6326	4.998334	5.363593	1.7949557	2.4911501	RLTR13D6
chrX	165599546	165602546	ESCTE6327	7.3308897	14.941438	9.423517	10.676357	RLTR13D6
chr1	3061368	3064368	ESCTE1	8.663778	9.577845	8.077301	10.320478	RLTR9
chr1	3227284	3230284	ESCTE2	7.997334	7.279162	8.526039	8.896964	RLTR9
chr1	3246419	3249419	ESCTE3	12.995668	8.428503	9.423517	8.541086	RLTR9
chr1	3339369	3342369	ESCTE4	3.998667	11.876528	9.872256	11.743993	RLTR9
chr1	3342882	3345882	ESCTE5	4.998334	14.558324	13.013429	16.726294	RLTR9
chr1	3445238	3448238	ESCTE6	9.996668	7.279162	7.6285615	6.4058146	RLTR9
chr1	3680240	3683240	ESCTE7	10.996335	10.727186	15.705862	9.964601	RLTR9
chr1	3912005	3915005	ESCTE8	8.330557	15.707665	15.705862	13.879265	RLTR9
chr1	3945589	3948589	ESCTE9	8.663778	8.811617	9.872256	8.541086	RLTR9
chr1	3952165	3955165	ESCTE10	11.329556	13.792096	22.436947	19.573322	RLTR9
chr1	3975840	3978840	ESCTE11	12.329224	7.662276	14.808384	6.761693	RLTR9
chr1	3981392	3984392	ESCTE12	10.663113	11.876528	10.320995	16.014536	RLTR9
chr1	4057896	4060896	ESCTE13	13.995335	11.1103	9.872256	9.252843	RLTR9
chr1	4149416	4152416	ESCTE14	12.662446	18.006348	13.462168	17.438051	RLTR9
chr1	4393459	4396459	ESCTE15	14.328557	8.811617	10.769734	9.252843	RLTR9
chr1	4399627	4402627	ESCTE16	11.996001	13.025868	9.423517	14.235143	RLTR9
chr1	4610481	4613481	ESCTE17	11.996001	11.876528	8.974778	14.235143	RLTR9
chr1	4658753	4661753	ESCTE18	17.327557	18.389462	26.475595	20.996836	RLTR9
chr1	4801269	4804269	ESCTE19	15.994668	122.97953	122.95447	148.40137	RLTR9
chr1	4801629	4804629	ESCTE20	13.995335	117.99905	119.81329	139.50441	RLTR9
chr1	5226653	5229653	ESCTE21	17.994001	27.584192	26.475595	24.555622	RLTR9
chr1	5240508	5243508	ESCTE22	11.329556	13.025868	11.218473	16.014536	RLTR9
chr1	5419480	5422480	ESCTE23	6.6644454	9.577845	6.731084	7.1175714	RLTR9
chr1	5435328	5438328	ESCTE24	6.9976673	3.448024	4.0386505	4.9823003	RLTR9
chr1	5514845	5517845	ESCTE25	8.330557	10.727186	7.6285615	6.4058146	RLTR9
chr1	5515098	5518098	ESCTE26	9.330223	10.344072	8.974778	4.9823003	RLTR9
chr1	5515395	5518395	ESCTE27	9.663445	12.6427555	9.423517	6.4058146	RLTR9
chr1	5537368	5540368	ESCTE28	9.663445	10.344072	7.179823	12.811629	RLTR9
chr1	5777328	5780328	ESCTE29	13.328891	18.389462	25.12938	21.352715	RLTR9
chr1	6014223	6017223	ESCTE30	7.3308897	8.811617	10.320995	10.676357	RLTR9
chr1	6081345	6084345	ESCTE31	13.662112	7.662276	13.910907	8.185207	RLTR9
chr1	6268775	6271775	ESCTE32	13.328891	14.941438	12.56469	8.896964	RLTR9
chr1	6376103	6379103	ESCTE33	10.32989	8.811617	14.808384	6.761693	RLTR9
chr1	6896963	6899963	ESCTE34	14.661779	13.792096	13.910907	15.302779	RLTR9
chr1	7009611	7012611	ESCTE36	9.330223	16.473892	13.013429	17.438051	RLTR9
chr1	7013625	7016625	ESCTE37	5.664778	11.493414	11.667212	11.032236	RLTR9
chr1	7054448	7057448	ESCTE38	9.663445	16.473892	14.808384	17.793928	RLTR9
chr1	7056458	7059458	ESCTE39	11.329556	10.344072	11.667212	10.676357	RLTR9
chr1	7068663	7071663	ESCTE40	11.996001	29.882875	18.398296	31.673193	RLTR9
chr1	7120106	7123106	ESCTE41	16.994335	77.005875	93.78644	90.39316	RLTR9
chr1	7123328	7126328	ESCTE42	11.662779	99.60959	116.67212	124.20162	RLTR9
chr1	7128427	7131427	ESCTE43	17.327557	111.486115	112.18473	128.47217	RLTR9
chr1	7131917	7134917	ESCTE44	15.328224	26.817965	33.20668	33.096706	RLTR9
chr1	7297987	7300987	ESCTE45	15.994668	19.538803	18.847034	19.929201	RLTR9
chr1	7318100	7321100	ESCTE46	8.997001	16.857006	17.052078	16.014536	RLTR9
chr1	7439192	7442192	ESCTE47	10.32989	14.17521	13.013429	15.658657	RLTR9
chr1	7497854	7500854	ESCTE48	10.996335	21.071259	23.783163	30.24968	RLTR9
chr1	7585185	7588185	ESCTE49	11.329556	9.577845	9.423517	10.320478	RLTR9
chr1	8095776	8098776	ESCTE51	6.9976673	40.993176	34.104156	43.06131	RLTR9
chr1	8310788	8313788	ESCTE52	8.330557	7.279162	8.077301	10.320478	RLTR9
chr1	8326012	8329012	ESCTE53	10.663113	10.727186	10.320995	7.47345	RLTR9
chr1	8326102	8329102	ESCTE54	10.32989	10.344072	10.320995	7.47345	RLTR9
chr1	8533910	8536910	ESCTE55	12.995668	27.584192	28.719292	29.182043	RLTR9
chr1	8624299	8627299	ESCTE57	14.995002	12.259642	10.769734	8.541086	RLTR9
chr1	8651625	8654625	ESCTE58	9.330223	8.811617	7.179823	11.032236	RLTR9
chr1	8695759	8698759	ESCTE59	2.6657782	3.0649104	2.6924336	4.6264215	RLTR9
chr1	8934814	8937814	ESCTE60	5.9980006	76.23965	79.42679	79.36092	RLTR9
chr1	8940184	8943184	ESCTE61	9.330223	65.89557	76.285614	83.27559	RLTR9
chr1	9348649	9351649	ESCTE62	7.997334	12.6427555	9.423517	7.8293285	RLTR9
chr1	10169845	10172845	ESCTE63	11.996001	21.454372	27.821814	35.23198	RLTR9
chr1	10394372	10397372	ESCTE64	10.32989	12.6427555	13.910907	14.591022	RLTR9
chr1	10645757	10648757	ESCTE65	9.330223	13.025868	14.808384	26.690893	RLTR9
chr1	10873709	10876709	ESCTE66	12.995668	18.006348	19.744513	20.996836	RLTR9
chr1	10873741	10876741	ESCTE67	12.995668	17.623234	20.19325	21.352715	RLTR9
chr1	10955702	10958702	ESCTE68	8.663778	9.577845	13.462168	11.388115	RLTR9
chr1	10967557	10970557	ESCTE69	9.663445	8.811617	7.179823	10.676357	RLTR9
chr1	11313689	11316689	ESCTE70	12.995668	12.6427555	13.462168	11.388115	RLTR9
chr1	11328796	11331796	ESCTE71	21.326225	42.142517	34.104156	41.637794	RLTR9
chr1	11394134	11397134	ESCTE72	14.328557	73.94096	78.080574	87.90201	RLTR9
chr1	11399742	11402742	ESCTE73	14.661779	37.54515	39.489025	40.570156	RLTR9
chr1	11465714	11468714	ESCTE74	12.329224	46.739883	48.015064	39.50252	RLTR9
chr1	11491466	11494466	ESCTE75	12.329224	19.921917	19.295774	16.726294	RLTR9
chr1	11527133	11530133	ESCTE76	14.995002	13.025868	11.218473	11.032236	RLTR9
chr1	12019428	12022428	ESCTE77	6.6644454	11.876528	12.56469	7.47345	RLTR9
chr1	12032713	12035713	ESCTE78	9.663445	8.428503	11.667212	10.320478	RLTR9
chr1	12125464	12128464	ESCTE79	10.663113	11.876528	9.872256	11.743993	RLTR9
chr1	12311332	12314332	ESCTE80	6.9976673	5.746707	6.282345	11.032236	RLTR9
chr1	12585706	12588706	ESCTE81	14.661779	15.707665	14.359646	17.793928	RLTR9
chr1	12591362	12594362	ESCTE82	13.662112	18.389462	13.462168	18.149807	RLTR9
chr1	12929509	12932509	ESCTE83	15.661447	13.792096	13.910907	14.591022	RLTR9
chr1	13014545	13017545	ESCTE84	11.996001	17.24012	16.154602	17.438051	RLTR9
chr1	13035889	13038889	ESCTE85	14.328557	13.025868	14.359646	10.320478	RLTR9
chr1	13505507	13508507	ESCTE86	15.661447	14.558324	20.64199	15.302779	RLTR9
chr1	13516992	13519992	ESCTE87	11.996001	13.025868	10.320995	11.743993	RLTR9
chr1	13523951	13526951	ESCTE88	17.994001	19.15569	13.910907	13.167507	RLTR9
chr1	13793945	13796945	ESCTE89	14.661779	13.792096	17.949556	16.726294	RLTR9
chr1	14078328	14081328	ESCTE92	4.331889	7.279162	8.526039	9.608722	RLTR9
chr1	14630533	14633533	ESCTE93	7.3308897	7.662276	5.833606	9.964601	RLTR9
chr1	14686642	14689642	ESCTE94	14.995002	19.538803	14.808384	25.26738	RLTR9
chr1	15962407	15965407	ESCTE97	8.997001	12.259642	6.731084	7.47345	RLTR9
chr1	16718204	16721204	ESCTE98	9.330223	14.941438	12.115951	10.676357	RLTR9
chr1	16865723	16868723	ESCTE99	12.329224	17.623234	24.231901	17.793928	RLTR9
chr1	16880162	16883162	ESCTE100	13.328891	11.1103	15.705862	12.811629	RLTR9
chr1	17206352	17209352	ESCTE101	11.662779	22.603714	13.013429	27.046772	RLTR9
chr1	17249512	17252512	ESCTE102	8.663778	42.908745	45.32263	39.146645	RLTR9
chr1	17677239	17680239	ESCTE103	6.6644454	9.194731	6.282345	8.185207	RLTR9
chr1	17845009	17848009	ESCTE105	10.996335	11.876528	11.667212	9.608722	RLTR9
chr1	18028952	18031952	ESCTE107	10.663113	13.025868	12.115951	15.658657	RLTR9
chr1	18169313	18172313	ESCTE108	10.996335	8.428503	11.667212	8.541086	RLTR9
chr1	21385400	21388400	ESCTE111	8.330557	12.6427555	6.731084	8.185207	RLTR9
chr1	22045001	22048001	ESCTE112	13.662112	9.194731	11.667212	8.541086	RLTR9
chr1	22739733	22742733	ESCTE113	9.663445	9.9609585	4.936128	12.45575	RLTR9
chr1	22994339	22997339	ESCTE114	8.330557	10.727186	8.526039	5.3381786	RLTR9
chr1	23599835	23602835	ESCTE115	7.664112	9.577845	6.282345	5.3381786	RLTR9
chr1	24858415	24861415	ESCTE116	9.663445	10.344072	10.320995	7.47345	RLTR9
chr1	24999806	25002806	ESCTE117	11.662779	9.577845	12.115951	9.964601	RLTR9
chr1	25000049	25003049	ESCTE118	12.329224	11.493414	11.667212	9.608722	RLTR9
chr1	25005369	25008369	ESCTE119	8.997001	9.9609585	9.872256	8.185207	RLTR9
chr1	25011467	25014467	ESCTE120	16.32789	11.876528	15.705862	20.285078	RLTR9
chr1	25047374	25050374	ESCTE121	9.663445	5.746707	6.731084	8.541086	RLTR9
chr1	25886580	25889580	ESCTE122	8.997001	13.408982	15.705862	13.523386	RLTR9
chr1	26338507	26341507	ESCTE123	11.662779	21.837486	21.539469	22.064472	RLTR9
chr1	26465481	26468481	ESCTE124	9.663445	4.5973654	8.077301	4.270543	RLTR9
chr1	26890270	26893270	ESCTE125	7.3308897	7.279162	10.320995	5.6940575	RLTR9
chr1	26914721	26917721	ESCTE126	5.3315563	5.363593	7.179823	3.5587857	RLTR9
chr1	27266380	27269380	ESCTE129	3.6654449	3.448024	6.731084	3.2029073	RLTR9
chr1	27469549	27472549	ESCTE130	6.331223	6.129821	8.526039	7.1175714	RLTR9
chr1	28196368	28199368	ESCTE131	8.663778	3.448024	5.833606	5.3381786	RLTR9
chr1	28857681	28860681	ESCTE132	9.996668	8.811617	7.179823	6.761693	RLTR9
chr1	28932261	28935261	ESCTE133	8.663778	7.662276	8.526039	4.6264215	RLTR9
chr1	29716480	29719480	ESCTE135	4.998334	5.363593	2.2436945	3.2029073	RLTR9
chr1	30972608	30975608	ESCTE136	11.996001	9.194731	7.6285615	6.761693	RLTR9
chr1	31102083	31105083	ESCTE137	12.662446	11.493414	12.115951	13.879265	RLTR9
chr1	31102662	31105662	ESCTE138	15.328224	13.792096	11.667212	13.167507	RLTR9
chr1	31289395	31292395	ESCTE139	5.664778	8.045389	9.872256	8.185207	RLTR9
chr1	31307526	31310526	ESCTE140	9.996668	7.662276	6.731084	7.8293285	RLTR9
chr1	31677333	31680333	ESCTE141	9.663445	11.876528	9.423517	9.252843	RLTR9
chr1	31930044	31933044	ESCTE142	12.995668	10.727186	12.115951	14.9469	RLTR9
chr1	31936476	31939476	ESCTE143	9.330223	9.9609585	8.526039	8.541086	RLTR9
chr1	32210793	32213793	ESCTE144	7.664112	5.746707	6.282345	6.049936	RLTR9
chr1	32684442	32687442	ESCTE145	9.996668	9.577845	8.077301	6.4058146	RLTR9
chr1	32718466	32721466	ESCTE146	11.662779	6.896048	7.179823	3.5587857	RLTR9
chr1	33829145	33832145	ESCTE147	14.995002	14.941438	8.974778	13.167507	RLTR9
chr1	33829353	33832353	ESCTE148	15.994668	13.025868	8.526039	13.167507	RLTR9
chr1	34991958	34994958	ESCTE149	13.328891	11.1103	12.115951	11.032236	RLTR9
chr1	35021287	35024287	ESCTE150	12.329224	10.344072	6.282345	11.388115	RLTR9
chr1	37204396	37207396	ESCTE151	8.997001	14.558324	14.359646	13.879265	RLTR9
chr1	42021490	42024490	ESCTE152	9.663445	8.811617	7.6285615	7.8293285	RLTR9
chr1	42435375	42438375	ESCTE153	9.330223	9.194731	10.320995	9.964601	RLTR9
chr1	42864809	42867809	ESCTE154	13.328891	14.17521	12.56469	11.743993	RLTR9
chr1	43940161	43943161	ESCTE155	10.996335	25.285511	24.231901	27.40265	RLTR9
chr1	44330527	44333527	ESCTE157	16.994335	30.649103	20.64199	32.74083	RLTR9
chr1	44806170	44809170	ESCTE158	14.661779	9.577845	6.731084	8.185207	RLTR9
chr1	44989527	44992527	ESCTE159	13.328891	13.025868	10.769734	11.388115	RLTR9
chr1	44999933	45002933	ESCTE160	5.664778	4.2142515	4.936128	5.6940575	RLTR9
chr1	45356634	45359634	ESCTE165	10.996335	19.538803	18.847034	20.640957	RLTR9
chr1	45573776	45576776	ESCTE167	12.662446	13.792096	15.705862	12.45575	RLTR9
chr1	45726610	45729610	ESCTE168	16.994335	12.6427555	9.872256	8.185207	RLTR9
chr1	45746128	45749128	ESCTE169	6.331223	6.129821	7.6285615	8.896964	RLTR9
chr1	46151487	46154487	ESCTE170	8.663778	8.428503	8.974778	5.6940575	RLTR9
chr1	46376554	46379554	ESCTE171	9.663445	7.662276	8.974778	7.47345	RLTR9
chr1	46618318	46621318	ESCTE172	13.662112	8.811617	9.872256	13.523386	RLTR9
chr1	46622789	46625789	ESCTE173	7.997334	12.6427555	11.667212	9.252843	RLTR9
chr1	46648444	46651444	ESCTE174	15.328224	93.47977	87.50409	109.966484	RLTR9
chr1	46929371	46932371	ESCTE175	11.329556	8.811617	9.423517	8.896964	RLTR9
chr1	47007815	47010815	ESCTE176	13.662112	12.6427555	13.462168	11.032236	RLTR9
chr1	47075219	47078219	ESCTE177	8.663778	11.876528	13.910907	13.167507	RLTR9
chr1	47115370	47118370	ESCTE178	6.331223	5.363593	5.833606	5.6940575	RLTR9
chr1	47206177	47209177	ESCTE179	10.663113	10.727186	13.462168	13.879265	RLTR9
chr1	47487327	47490327	ESCTE180	7.3308897	8.045389	7.179823	7.8293285	RLTR9
chr1	47819649	47822649	ESCTE181	4.6651115	7.662276	4.936128	5.6940575	RLTR9
chr1	47825811	47828811	ESCTE182	10.32989	14.941438	13.462168	15.302779	RLTR9
chr1	47973325	47976325	ESCTE183	5.3315563	7.279162	4.487389	4.270543	RLTR9
chr1	48035470	48038470	ESCTE184	4.998334	5.746707	7.179823	4.6264215	RLTR9
chr1	48150068	48153068	ESCTE185	8.330557	8.428503	7.6285615	4.9823003	RLTR9
chr1	48640039	48643039	ESCTE186	9.996668	9.194731	10.320995	7.8293285	RLTR9
chr1	49148681	49151681	ESCTE187	8.997001	7.662276	8.526039	4.6264215	RLTR9
chr1	49346164	49349164	ESCTE188	10.663113	6.896048	10.769734	5.6940575	RLTR9
chr1	49352741	49355741	ESCTE189	11.662779	7.279162	15.257123	8.185207	RLTR9
chr1	49401375	49404375	ESCTE190	5.664778	4.2142515	5.384867	7.1175714	RLTR9
chr1	49451699	49454699	ESCTE191	10.996335	1.915569	6.731084	9.252843	RLTR9
chr1	49462999	49465999	ESCTE192	5.9980006	7.662276	9.872256	9.964601	RLTR9
chr1	49707389	49710389	ESCTE193	8.663778	9.194731	7.179823	9.608722	RLTR9
chr1	49877875	49880875	ESCTE194	7.664112	9.577845	5.384867	6.4058146	RLTR9
chr1	49884708	49887708	ESCTE195	6.6644454	6.512934	12.56469	13.879265	RLTR9
chr1	50003535	50006535	ESCTE196	12.329224	7.279162	6.282345	6.4058146	RLTR9
chr1	50398888	50401888	ESCTE197	7.997334	11.876528	11.218473	12.099872	RLTR9
chr1	50798468	50801468	ESCTE198	5.9980006	6.512934	4.0386505	3.2029073	RLTR9
chr1	51958990	51961990	ESCTE199	12.995668	12.259642	12.115951	8.185207	RLTR9
chr1	52526073	52529073	ESCTE200	8.330557	18.772575	20.19325	23.843864	RLTR9
chr1	52933588	52936588	ESCTE201	9.663445	13.792096	18.847034	14.235143	RLTR9
chr1	52937801	52940801	ESCTE202	3.6654449	15.324552	20.19325	9.608722	RLTR9
chr1	53376871	53379871	ESCTE203	12.329224	11.493414	17.500818	15.302779	RLTR9
chr1	53392647	53395647	ESCTE204	11.996001	11.876528	8.526039	9.608722	RLTR9
chr1	53394292	53397292	ESCTE205	10.663113	13.792096	8.077301	9.608722	RLTR9
chr1	53411810	53414810	ESCTE206	12.995668	6.512934	8.974778	5.6940575	RLTR9
chr1	53574136	53577136	ESCTE208	12.329224	12.259642	8.974778	12.811629	RLTR9
chr1	53575475	53578475	ESCTE209	11.329556	13.025868	7.6285615	9.252843	RLTR9
chr1	53580072	53583072	ESCTE210	10.32989	27.201078	30.962986	35.943737	RLTR9
chr1	53605186	53608186	ESCTE211	11.996001	11.1103	13.013429	12.45575	RLTR9
chr1	53744648	53747648	ESCTE212	14.661779	45.973656	38.142807	35.943737	RLTR9
chr1	55101210	55104210	ESCTE213	22.325891	31.798445	31.411724	35.23198	RLTR9
chr1	55233951	55236951	ESCTE214	14.995002	18.006348	21.090729	23.487986	RLTR9
chr1	55277860	55280860	ESCTE215	12.995668	11.876528	18.398296	19.217443	RLTR9
chr1	55350675	55353675	ESCTE216	8.997001	12.259642	12.56469	8.896964	RLTR9
chr1	55831286	55834286	ESCTE217	10.663113	9.194731	8.526039	8.541086	RLTR9
chr1	56133618	56136618	ESCTE218	9.663445	8.045389	8.974778	5.3381786	RLTR9
chr1	58224821	58227821	ESCTE221	18.660446	16.090778	11.667212	12.099872	RLTR9
chr1	58423257	58426257	ESCTE222	13.328891	94.245995	70.90075	78.29329	RLTR9
chr1	58423574	58426574	ESCTE223	12.329224	82.75258	63.272186	65.83754	RLTR9
chr1	58510312	58513312	ESCTE224	14.661779	14.941438	12.115951	9.608722	RLTR9
chr1	58514797	58517797	ESCTE225	10.32989	11.876528	10.769734	8.896964	RLTR9
chr1	58683018	58686018	ESCTE226	17.66078	9.577845	7.6285615	9.252843	RLTR9
chr1	58688813	58691813	ESCTE227	12.662446	27.967306	27.373074	32.384953	RLTR9
chr1	58760569	58763569	ESCTE228	15.328224	74.70719	62.82345	91.10492	RLTR9
chr1	58767706	58770706	ESCTE229	12.329224	32.56467	29.16803	40.21428	RLTR9
chr1	58877934	58880934	ESCTE230	10.663113	26.051737	21.539469	23.843864	RLTR9
chr1	58878336	58881336	ESCTE231	9.663445	22.2206	19.744513	21.352715	RLTR9
chr1	58884229	58887229	ESCTE232	16.32789	17.24012	17.500818	16.726294	RLTR9
chr1	58888620	58891620	ESCTE233	14.328557	17.24012	13.462168	17.438051	RLTR9
chr1	59696340	59699340	ESCTE234	18.660446	101.525154	102.761215	116.01642	RLTR9
chr1	60046232	60049232	ESCTE235	10.663113	16.857006	21.090729	19.217443	RLTR9
chr1	60431112	60434112	ESCTE236	11.996001	21.837486	24.231901	27.40265	RLTR9
chr1	60817169	60820169	ESCTE237	15.661447	19.538803	23.783163	28.470285	RLTR9
chr1	65534321	65537321	ESCTE238	8.663778	7.662276	11.218473	9.608722	RLTR9
chr1	65680579	65683579	ESCTE239	6.6644454	7.279162	4.936128	6.4058146	RLTR9
chr1	65726598	65729598	ESCTE240	7.664112	5.746707	4.0386505	4.6264215	RLTR9
chr1	65767267	65770267	ESCTE241	9.330223	8.428503	9.872256	4.9823003	RLTR9
chr1	65770090	65773090	ESCTE242	12.329224	9.194731	3.1411724	7.1175714	RLTR9
chr1	65792400	65795400	ESCTE243	10.663113	6.512934	4.0386505	8.185207	RLTR9
chr1	65798585	65801585	ESCTE244	6.9976673	9.577845	10.320995	8.896964	RLTR9
chr1	65819311	65822311	ESCTE245	6.331223	8.428503	8.077301	8.185207	RLTR9
chr1	65845520	65848520	ESCTE246	6.331223	8.428503	5.384867	4.270543	RLTR9
chr1	66445814	66448814	ESCTE247	7.3308897	5.363593	5.384867	6.049936	RLTR9
chr1	67765021	67768021	ESCTE249	6.331223	7.279162	5.384867	6.049936	RLTR9
chr1	68332518	68335518	ESCTE250	9.996668	9.577845	8.077301	9.608722	RLTR9
chr1	68636037	68639037	ESCTE251	7.664112	6.512934	5.384867	6.049936	RLTR9
chr1	70319595	70322595	ESCTE252	7.664112	4.9804792	7.179823	7.47345	RLTR9
chr1	73522014	73525014	ESCTE253	10.996335	8.811617	5.833606	11.032236	RLTR9
chr1	74708351	74711351	ESCTE255	13.995335	13.025868	10.769734	9.608722	RLTR9
chr1	74984777	74987777	ESCTE256	12.995668	16.090778	10.769734	7.8293285	RLTR9
chr1	75507387	75510387	ESCTE257	20.65978	29.116648	27.821814	28.826164	RLTR9
chr1	80828198	80831198	ESCTE259	8.330557	4.9804792	8.974778	10.676357	RLTR9
chr1	81196344	81199344	ESCTE260	7.664112	9.194731	11.218473	8.185207	RLTR9
chr1	81911061	81914061	ESCTE261	10.663113	6.896048	8.077301	8.185207	RLTR9
chr1	83199504	83202504	ESCTE262	7.664112	8.428503	7.6285615	4.9823003	RLTR9
chr1	83988331	83991331	ESCTE263	8.663778	7.662276	8.077301	11.388115	RLTR9
chr1	84204536	84207536	ESCTE264	10.996335	11.876528	17.052078	14.591022	RLTR9
chr1	85869315	85872315	ESCTE265	15.661447	10.727186	10.769734	11.032236	RLTR9
chr1	88269024	88272024	ESCTE267	27.657448	37.162037	43.078938	36.655495	RLTR9
chr1	88754149	88757149	ESCTE268	12.329224	18.772575	11.218473	18.149807	RLTR9
chr1	91536636	91539636	ESCTE271	8.663778	37.162037	30.962986	28.826164	RLTR9
chr1	93874919	93877919	ESCTE272	3.6654449	3.448024	1.3462168	4.6264215	RLTR9
chr1	93878251	93881251	ESCTE273	0.33322227	0.3831138	2.2436945	0.7117572	RLTR9
chr1	93883175	93886175	ESCTE274	1.6661114	4.2142515	3.1411724	2.1352715	RLTR9
chr1	93887659	93890659	ESCTE275	5.9980006	17.24012	17.052078	16.014536	RLTR9
chr1	93941069	93944069	ESCTE276	0.66644454	1.5324552	1.3462168	1.7793928	RLTR9
chr1	93945566	93948566	ESCTE277	0	0	0	0	RLTR9
chr1	93950490	93953490	ESCTE278	0.66644454	1.1493413	2.2436945	2.4911501	RLTR9
chr1	93954768	93957768	ESCTE279	0	0	0	0.7117572	RLTR9
chr1	94341209	94344209	ESCTE280	12.662446	13.408982	16.60334	13.167507	RLTR9
chr1	95272044	95275044	ESCTE281	11.662779	8.811617	13.462168	9.608722	RLTR9
chr1	96179930	96182930	ESCTE282	7.3308897	6.129821	6.282345	6.4058146	RLTR9
chr1	96592939	96595939	ESCTE283	12.662446	12.6427555	12.115951	11.388115	RLTR9
chr1	96636387	96639387	ESCTE284	9.996668	9.9609585	4.0386505	4.270543	RLTR9
chr1	98409839	98412839	ESCTE285	4.998334	6.896048	7.179823	8.896964	RLTR9
chr1	98554727	98557727	ESCTE286	10.32989	9.577845	9.872256	8.896964	RLTR9
chr1	98560561	98563561	ESCTE287	8.663778	9.194731	6.282345	10.676357	RLTR9
chr1	98561109	98564109	ESCTE288	8.997001	9.194731	9.423517	9.608722	RLTR9
chr1	99178342	99181342	ESCTE291	2.3325558	0.7662276	0.89747787	0.3558786	RLTR9
chr1	99228590	99231590	ESCTE292	7.3308897	5.363593	4.0386505	6.761693	RLTR9
chr1	99452600	99455600	ESCTE293	5.9980006	7.662276	5.384867	9.964601	RLTR9
chr1	99452767	99455767	ESCTE294	6.6644454	7.662276	5.384867	9.964601	RLTR9
chr1	99632210	99635210	ESCTE295	5.664778	5.363593	5.384867	5.6940575	RLTR9
chr1	99632643	99635643	ESCTE296	5.664778	4.2142515	4.936128	4.6264215	RLTR9
chr1	100786501	100789501	ESCTE297	12.662446	13.792096	6.731084	10.676357	RLTR9
chr1	101056042	101059042	ESCTE298	11.329556	6.512934	5.833606	6.049936	RLTR9
chr1	101346194	101349194	ESCTE299	5.664778	4.9804792	2.2436945	6.4058146	RLTR9
chr1	101742787	101745787	ESCTE300	7.997334	8.811617	7.6285615	4.6264215	RLTR9
