Probe	Chromosome	Start	End	Strand	TSC_1	TSC_2	TSC_3	TSC_4	TSC_5	diffTSC_d1_1	diffTSC_d1_2	diffTSC_d1_3	diffTSC_d3_1	diffTSC_d3_2	diffTSC_d3_3
Tmem67	4	12039355	12090020	-	-1.3980212	-1.4564012	-1.4371214	-1.0559627	-0.7390815	-1.8619138	-1.9278322	-1.5395992	-1.0459056	-1.1688896	-1.2418361
C430048L16Rik	4	12089439	12096243	+	1.04224	1.0324215	0.8823182	1.1688145	1.5961602	1.3801656	1.1488725	2.0748277	1.6916057	1.2192194	1.4577074
Rbm12b	4	12140264	12146731	+	0.9324869	1.0575664	0.7246236	1.1957521	1.642824	1.157646	1.1494621	2.1423569	1.1339163	1.0813463	1.2858015
Fam92a	4	12153409	12172015	-	2.8581395	2.813376	2.3609328	2.4879885	2.3996146	2.9539125	2.8495083	2.8481486	2.3992887	2.5208366	2.4240377
Gm11846	4	12271399	12314583	+	-5.809515	-5.466154	-3.3511152	-3.5263498	-4.8071985	-5.3888845	-5.9573035	-4.825562	-3.516293	-3.3411953	-3.750191
Gm11818	4	12906838	12981471	+	-0.3789463	-0.33514607	-1.0274622	-0.37957445	0.0639424	-0.8587805	-1.4761091	-2.0324233	-1.7231544	-0.91062707	-1.2200872
Gm11820	4	13076140	13096806	+	-6.1761255	-5.8327646	-3.7177262	-3.8929608	-5.1738095	-5.755495	-6.323914	-5.1921725	-3.8829036	-3.7078063	-4.116802
Runx1t1	4	13743436	13893649	+	-6.2855263	-6.942166	-6.1490555	-7.32429	-5.28321	-7.186824	-7.4333153	-6.623502	-4.314233	-7.1391354	-5.5481305
Gm11823	4	13919954	13995193	-	-7.954638	-7.611278	-5.4962387	-5.671473	-6.9523215	-7.534008	-8.1024275	-6.970685	-5.6614165	-5.486319	-5.8953147
1700120G11Rik	4	14219496	14237450	-	-5.7406654	-5.3973045	-3.282266	-3.4575002	-4.586346	-5.320035	-5.888454	-4.7567124	-3.4474435	-3.2723458	-3.6813416
Slc26a7	4	14502430	14621805	-	-9.208088	-8.864727	-6.749689	-6.9249234	-8.205771	-8.787458	-9.203874	-8.224135	-3.0624235	-4.2658377	-4.6748333
Lrrc69	4	14623620	14796060	-	-7.2492023	-6.9058414	-4.790803	-4.814034	-6.246886	-6.828572	-6.244988	-6.2652497	-3.8039773	-4.7808833	-5.189879
Otud6b	4	14809498	14826587	-	3.6643865	3.8088698	3.6533797	3.5665011	3.7535	3.6900618	3.4741623	3.9754	3.8116481	3.6952147	3.7942789
Tmem55a	4	14864076	14915176	+	3.2697241	3.441446	3.4631305	3.7208552	2.3464324	3.0896463	3.023378	1.9440938	3.0070517	3.182149	2.9867487
Gm11837	4	14929908	14953030	+	0.4340127	-0.6448597	-0.36632207	-1.1789864	-1.3818328	-1.2114462	-1.1949028	-2.1886919	-2.0169265	-2.1637573	-1.1133212
Necab1	4	14952245	15149794	-	-5.0967174	-4.8528924	-3.9602458	-6.720443	-6.0012913	-8.582978	-9.3034	-8.171658	-5.710386	-6.6872916	-7.0962877
Gm11844	4	15022582	15031987	+	-5.6434364	-5.3000755	-3.1850371	-3.3602712	-4.64112	-5.222806	-5.7912254	-4.6594834	-3.3502145	-3.1751173	-3.584113
Tmem64	4	15265831	15286753	+	3.4229238	3.4332192	3.473419	3.3844543	3.28556	2.371874	2.2276332	1.7786583	2.8790984	2.3647392	2.5497086
Calb1	4	15881264	15908064	+	-6.3066993	-6.963339	-6.4332623	-6.7604995	-5.304383	-8.6230345	-9.191454	-8.059711	-6.750443	-6.575345	-6.984341
Decr1	4	15917240	15945507	-	1.8504609	1.4801679	1.5172042	1.6074307	1.4924601	2.4675457	2.4083636	2.2061913	2.6235366	2.6358595	2.774174
Nbn	4	15957925	15992589	+	2.8116426	2.7895925	2.7506125	2.8272965	2.7694094	2.3521366	2.3143494	2.890876	3.192376	3.086252	3.1884177
Osgin2	4	15997121	16013888	-	0.8744227	1.0384595	0.9124903	0.79769176	1.2110088	0.6293228	0.41583252	0.51320124	0.6350466	0.6792963	0.59587663
Ripk2	4	16122733	16163647	-	1.5797358	1.637858	1.9645946	1.642256	1.4598558	2.0315044	1.7465117	1.9469007	1.7545629	1.5886232	1.5728608
A530072M11Rik	4	16164110	16266225	+	-4.04452	-3.7011592	-5.045552	-4.2207866	-3.0422034	-3.1764305	-3.8443854	-3.935036	-5.210729	-5.187635	-4.444628
Gm11861	4	16464876	16509323	+	-5.378515	-5.0351543	-2.9201155	-3.09535	-4.376199	-4.9578843	-5.526304	-4.394562	-3.085293	-2.9101958	-3.3191912
Gm11851	4	17656675	17657963	-	-6.235714	-5.8923535	-3.777315	-3.9525492	-5.233398	-5.8150845	-6.383503	-5.2517614	-3.9424925	-3.7673953	-4.176391
Mmp16	4	17852893	18119145	+	-3.6860058	-3.6591187	-3.4646456	-3.7467954	-2.2851403	-7.7248073	-8.878189	-6.424519	-7.589181	-7.262081	-7.8230796
Gm11867	4	18407349	18891842	+	-7.6996875	-7.3563266	-5.241288	-5.4165225	-6.697371	-7.279057	-7.847476	-6.7157345	-5.4064655	-5.231368	-5.640364
Cnbd1	4	18860454	19122526	-	-7.179381	-6.83602	-4.7209816	-4.896216	-6.1770644	-6.7587504	-7.3271694	-6.195428	-4.886159	-4.7110615	-5.120057
Cngb3	4	19280850	19510623	+	-9.001985	-8.658624	-6.543586	-6.71882	-7.9996686	-8.581354	-9.149774	-8.018032	-6.7087626	-6.5336657	-6.942661
Cpne3	4	19519254	19570108	-	5.593372	5.5406103	5.499025	5.54758	5.269414	3.8051417	3.553304	3.4172423	3.158267	3.249368	3.230572
Fam82b	4	19575162	19606932	+	2.4687104	2.1584451	2.020219	2.0527894	2.8860638	1.7455921	1.5357468	2.1033847	1.8448459	1.6877468	1.6612207
Gm12353	4	19605451	19651130	+	0.2595427	-0.33200178	-1.7194632	-1.4796603	0.79407984	-1.0942674	-0.7011606	-0.4569441	-2.4696033	-1.7095435	-1.3815736
Wwp1	4	19608303	19708993	-	1.7859368	1.7579123	1.753475	1.7759892	1.7541168	1.5472906	1.545259	1.7954596	2.612266	2.716151	2.7988803
Gm12354	4	19716732	19720199	-	-6.058474	-5.7151136	-3.6000745	-3.775309	-5.0561576	-5.6378436	-6.206263	-5.074521	-3.7652519	-3.5901546	-3.9991505
Slc7a13	4	19818725	19842218	+	-7.865155	-7.521795	-5.406756	-5.5819902	-6.862839	-7.444525	-8.012944	-6.8812017	-5.5719333	-5.396836	-5.8058314
Atp6v0d2	4	19876841	19922605	-	-8.208354	-7.864993	-5.749954	-5.925189	-7.206038	-7.787724	-8.356142	-7.224401	-5.915132	-5.7400346	-6.1490307
4930480G23Rik	4	19979445	19985388	-	-6.785505	-6.442144	-4.327105	-4.50234	-5.7831883	-6.3648744	-6.9332933	-5.801552	-4.492283	-4.3171854	-4.726181
Ttpa	4	20007938	20030785	+	-3.8937051	-3.2159257	-2.9588675	-4.134102	-5.093023	-6.411675	-6.565056	-5.4333143	-3.5390828	-3.3639855	-4.0360155
Ggh	4	20042052	20066750	+	0.25609362	0.4886736	0.36085594	0.44865575	0.5626669	0.44594347	0.6722055	0.94914526	1.4452924	1.6733385	1.302817
Nkain3	4	20118874	20778866	-	-9.562222	-9.066858	-7.1038227	-7.279057	-6.82294	-9.141591	-9.558007	-8.426266	-7.269	-7.0939026	-7.5028977
Gm11872	4	20343706	20347818	+	-7.9167805	-7.5734196	-5.4583807	-5.633615	-6.914464	-7.49615	-8.064569	-6.932827	-5.623558	-5.448461	-5.8574567
Prdm13	4	21677480	21685963	-	-6.3905497	-8.369118	-6.406082	-6.5813165	-7.862165	-8.291847	-6.8602667	-7.728525	-6.571259	-6.396162	-6.805157
Ccnc	4	21727701	21759922	+	2.2723818	2.165736	2.1996045	2.279348	2.1529527	2.2413774	2.1505668	2.340781	2.6567757	2.7933385	2.7353806
2610029I01Rik	4	21757382	21767212	-	3.0113935	2.9192634	3.1246884	3.125208	2.9776258	2.9539354	2.9243822	3.0215466	3.5149693	3.5081692	3.4532025
Usp45	4	21767156	21837872	+	2.3162084	2.4104245	2.5044348	2.3809311	2.334106	2.043207	1.6604096	2.034561	1.5157825	1.6031636	1.5973136
Sfrs18	4	21847583	21876475	+	2.6228461	2.58868	2.40926	2.4795117	3.365221	2.4623792	2.268877	3.435642	1.863027	1.8776597	2.0161517
Coq3	4	21879673	21912162	+	2.2445574	2.1336591	1.9879335	2.1236978	1.5352489	1.963711	1.966708	1.5202761	1.9403256	1.8919847	2.1370616
6230409E13Rik	4	21931329	21996839	+	-1.8458253	-1.9866265	-2.050391	-2.441354	-2.2334557	-2.4251952	-2.4689522	-1.6723945	-1.9592288	-1.9249939	-2.004682
Fbxl4	4	22357543	22434091	+	0.95067424	1.1124732	0.8498414	1.3096929	0.04285116	1.3601351	1.0242178	0.4807478	1.2025121	0.9651141	1.0137018
Pou3f2	4	22482095	22488366	-	-8.263792	-7.920432	-6.9573965	-7.132631	-6.6765137	-8.843163	-8.411581	-6.694877	-7.1225743	-6.7954736	-7.3564725
1700025O08Rik	4	22928167	22938435	-	-5.633976	-5.2906156	-3.1755767	-3.3508112	-4.63166	-5.213346	-5.781765	-4.650023	-3.340754	-3.1656568	-3.5746524
Gm11884	4	23260784	23392503	+	-6.1252666	-5.781906	-3.6668673	-3.8421018	-3.385985	-5.704636	-6.2730556	-5.1413136	-3.8320446	-3.6569471	-4.065943
Mms22l	4	24496451	24602950	+	2.1284492	2.1339698	2.3013804	2.215876	1.8206574	2.1938004	2.07113	1.8959758	1.9556307	1.9738593	2.0088527
Klhl32	4	24612554	24851124	-	-6.413217	-6.654819	-7.2767463	-7.4519806	-6.580826	-6.840584	-7.409003	-7.5991898	-7.441924	-7.1148233	-7.675822
Gm11899	4	24792680	24800310	+	-6.3421826	-5.998822	-3.8837833	-4.0590177	-5.339866	-5.9215527	-6.4899716	-5.3582296	-4.0489607	-3.8738635	-4.2828593
Ndufaf4	4	24898083	24905001	+	2.0539143	2.0577512	2.0442255	1.9708705	2.2577064	2.1048183	1.8767565	2.4451616	1.8016038	1.7030195	1.6043639
C230012O17Rik	4	24960790	24967449	-	-8.960958	-8.617597	-6.502558	-6.6777925	-7.958641	-8.540327	-9.108746	-7.9770045	-6.6677356	-6.492638	-6.901634
Gpr63	4	24966407	25009233	+	-3.899242	-6.058382	-5.5283055	-3.381612	-7.1363916	-5.2441463	-5.5495315	-5.0027523	-5.845486	-5.6703887	-6.0793843
Gm11906	4	24966517	25271099	+	-3.2511187	-2.5451882	-3.7520773	-3.775309	-5.2081604	-2.4679186	-2.1187997	-5.074521	-2.1802895	-2.5901546	-2.9991505
Fhl5	4	25199908	25242876	-	-6.9946113	-6.651251	-4.536212	-4.7114463	-5.9922953	-6.5739813	-7.1424003	-6.0106587	-4.70139	-4.5262923	-4.935288
1810074P20Rik	4	25248600	25281821	-	1.7591116	1.7571102	1.7781357	2.0476015	1.8189492	2.0540032	1.7916262	2.25214	2.16869	2.2266686	2.3434875
Fut9	4	25609332	25800244	-	-7.5966153	-7.253255	-6.3606086	-8.272808	-7.816692	-8.398377	-9.55176	-9.572021	-8.262752	-8.087654	-8.49665
Manea	4	26324506	26346891	-	1.5818801	1.519602	1.5491841	1.7116944	1.256701	1.2574399	0.9613384	0.99894214	1.6144904	1.2777783	1.3708768
Bhmt-ps1	4	26368396	26370276	-	-7.6783705	-7.33501	-5.219971	-5.3952055	-6.676054	-7.25774	-7.8261595	-6.694417	-5.385148	-5.210051	-5.6190467
AL805949.1	4	26368984	26370207	-	-7.058474	-6.7151136	-4.600075	-4.775309	-6.056158	-6.6378436	-7.206263	-6.0745206	-4.765252	-4.5901546	-4.9991503
4930548K13Rik	4	26635820	26705449	-	-5.9329433	-5.5895824	-3.4745436	-3.649778	-4.930627	-5.512313	-6.080732	-4.94899	-3.6397212	-3.464624	-3.8736196
Epha7	4	28813131	28967499	+	-6.4605303	-5.7692466	-7.461563	-7.6367974	-6.5957174	-8.499331	-7.482788	-6.6140814	-6.6267405	-5.8666806	-6.860638
Gm11915	4	28814297	28815076	-	-5.284902	-4.941541	-2.8265026	-3.001737	-4.2825856	-4.8642716	-5.4326906	-4.300949	-2.99168	-2.8165827	-3.2255783
Gm11917	4	29068079	29088811	+	-5.3441176	-5.000757	-2.8857186	-3.0609531	-4.3418016	-4.9234877	-5.4919066	-4.360165	-3.0508962	-2.8757987	-3.2847943
Gm11916	4	29090605	29091662	+	-6.145382	-5.802021	-3.6869826	-3.8622172	-5.143066	-5.724752	-6.2931705	-5.161429	-3.85216	-3.6770627	-4.0860586
Gm11924	4	30432112	30523783	+	-7.5742254	-7.2308645	-5.1158257	-5.2910604	-6.571909	-7.153595	-7.722014	-6.5902724	-5.2810035	-5.105906	-5.5149016
4930556G01Rik	4	30664596	30796663	+	-6.6003675	-6.2570076	-4.1419683	-4.3172026	-5.5980515	-6.1797376	-6.748157	-5.6164145	-4.307146	-4.1320486	-4.541044
Map3k7	4	31964097	32023467	+	2.8839695	2.8517957	2.7301407	2.7875667	2.650377	2.771772	2.6056454	2.6165757	2.9376218	2.931756	2.8943515
Bach2	4	32238804	32586108	+	-2.8195884	-2.829865	-2.9461515	-3.9445083	-3.7163434	-4.337558	-4.3210144	-4.189273	-4.4649663	-5.459794	-5.0614347
D130062J21Rik	4	32243733	32246475	+	-8.222625	-7.879264	-5.7642255	-5.9394603	-6.0683055	-7.801995	-8.370414	-7.2386723	-5.9294033	-5.754306	-6.1633015
Gm11932	4	32251761	32265835	+	-5.710979	-5.3676186	-3.2525795	-3.427814	-4.708663	-5.290349	-5.858768	-4.727026	-3.4177573	-3.24266	-3.6516557
BC024582	4	32559680	32571708	-	-7.8931823	-7.549822	-5.434783	-5.610018	-6.890866	-7.472553	-8.040971	-6.9092298	-5.5999603	-5.4248633	-5.8338594
Gja10	4	32600644	32602760	-	-7.8488917	-7.5055313	-5.3904924	-5.5657268	-6.8465757	-7.4282618	-6.8446774	-6.8649387	-5.55567	-5.3805723	-5.7895684
Casp8ap2	4	32615451	32653265	+	3.1717956	3.1784358	3.1237006	3.2624862	3.7379422	3.313172	2.9783034	4.080601	3.1611614	3.3550413	3.2890453
Mdn1	4	32657119	32775217	+	0.66441643	0.8262688	0.888751	0.8689172	3.0249486	0.38503227	0.09533858	2.7811482	0.38706493	0.3531825	0.3577634
Lyrm2	4	32800253	32801559	+	2.5448272	2.211885	2.3959656	2.5772958	2.0501642	2.7252538	2.772824	2.5109687	2.4318354	2.471773	2.394974
Ankrd6	4	32804035	32950841	-	-0.08525959	-0.16265012	-0.0706949	-0.17037839	-0.3794365	0.20100006	0.13047175	0.5774778	-0.23587242	-2.12e-05	0.18089496
Rragd	4	32983037	33022180	+	-1.0085884	-0.9420681	-1.2795415	-1.0022637	0.23076692	1.6381098	1.5737017	2.0802336	2.3380206	2.2703533	2.342582
4933421O10Rik	4	33027142	33031323	-	-4.858161	-4.1277776	-5.1002016	-5.275436	-4.2343564	-5.330616	-5.70639	-4.574648	-5.2653794	-6.2422853	-4.1773496
Ube2j1	4	33031416	33052363	+	1.951327	2.0015824	1.837645	1.9727509	2.3831642	2.5358796	2.2949598	3.014984	3.3997834	3.0971787	3.06358
Gabrr2	4	33062999	33095865	+	-7.8406906	-7.345327	-5.3822913	-5.5575256	-6.838374	-7.4200606	-7.988479	-4.704735	-5.547469	-5.372371	-5.7813673
Gabrr1	4	33132521	33163588	+	-7.9596953	-7.616335	-5.5012965	-5.676531	-6.9573793	-7.5390654	-8.107485	-6.975743	-2.707116	-5.3393736	-3.1634066
Pm20d2	4	33174230	33189737	-	-3.4023979	-2.5615377	-3.0314615	-4.206696	-3.4875448	-5.484268	-4.467725	-3.9209454	-4.196639	-3.4365792	-3.8455746
Srsf12	4	33208991	33233340	+	-1.3151065	-1.4181476	-1.1670471	-0.89867485	-1.5665468	-1.4392816	-1.5467268	-0.5574294	-2.275641	-2.8009837	-2.7505476
Pnrc1	4	33245423	33290163	-	4.5776315	4.46123	4.8493843	4.9796424	4.3310266	4.593681	4.5916696	4.4230213	4.778823	4.8322616	4.968093
Gm11934	4	33303569	33310137	-	-5.2340455	-5.890685	-4.9276495	-3.9508803	-6.3837323	-4.813415	-7.533838	-6.4020953	-3.9408236	-3.1807637	-5.326725
Rngtt	4	33310311	33502614	+	1.8381441	1.66095	1.7516425	1.8074826	2.0961251	1.5134666	1.3281167	2.0202446	1.7097362	1.7581716	1.772675
Cnr1	4	33924593	33948831	+	-5.4954686	-5.637535	-6.9964275	-7.019659	-7.3005075	-4.2383375	-4.2411594	-4.41198	-2.6876736	-2.1906483	-2.114217
Spaca1	4	34024874	34050191	-	-7.441331	-7.0979705	-4.9829316	-5.158166	-6.4390144	-7.0207005	-7.58912	-6.4573784	-5.148109	-4.973012	-5.3820076
Gm12753	4	34130854	34134800	+	-6.152025	-5.8086643	-3.693626	-3.8688605	-5.1497087	-5.7313952	-6.2998137	-5.168072	-3.8588033	-3.683706	-4.092702
Akirin2	4	34550937	34566908	+	4.9445667	4.812412	4.8168855	5.2176385	5.002778	4.866579	4.638054	5.2555785	4.7268825	4.693322	4.7464323
Orc3	4	34570796	34614944	-	2.96311	2.8551164	2.9345315	2.9989674	2.935666	2.8708935	2.7632325	2.7403975	2.7071974	2.8059044	2.8511126
Rars2	4	34614957	34660167	+	3.3038197	3.2013342	3.4579337	3.4386823	3.3189886	3.361188	3.392646	3.5289462	2.73151	3.034097	2.9880702
Slc35a1	4	34663257	34687438	-	3.1045225	3.1885755	3.2161512	3.2392457	2.951764	3.043155	2.855491	2.8670776	3.0433607	3.1319492	3.129863
1700003M02Rik	4	34688559	34730206	-	-7.927532	-7.736175	-5.621136	-5.7963705	-7.0772195	-7.6589055	-8.2273245	-7.0955825	-5.7863135	-5.6112165	-6.020212
Gm136	4	34743784	34756263	-	-7.157538	-6.8141775	-4.6991386	-4.8743734	-6.155222	-6.736908	-7.305327	-6.173585	-4.8643165	-4.6892185	-5.0982146
1810030N24Rik	4	34768664	34778423	-	0.685402	0.32376945	0.4969112	0.7176053	1.0217191	0.63747925	0.7408275	0.94446224	0.6383949	0.50683105	0.84990776
Zfp292	4	34803113	34882960	-	1.5540704	1.4454467	1.4514034	1.9686106	2.457711	0.6570329	0.4806333	1.5756779	0.49287406	0.98475623	1.03144
Cga	4	34893779	34907370	+	-6.698931	-6.355571	-4.2405324	-4.4157667	-5.696615	-6.278301	-6.84672	-5.7149787	-4.4057093	-4.2306123	-4.639608
2410114N07Rik	4	34906124	34911481	-	-8.015405	-7.6720448	-5.557006	-5.73224	-7.013089	-7.594775	-8.163195	-7.031452	-5.722183	-5.547086	-5.956082
Mob3b	4	34949074	35157484	-	0.04978076	-0.048906438	0.30929607	0.13406168	-0.39932913	0.19863433	0.037617665	-0.51498955	-0.70598596	-0.9208351	-0.71207845
Gm12364	4	34962220	34966965	+	-5.896483	-5.5531225	-3.4380834	-3.6133184	-4.894167	-5.475853	-6.044272	-4.9125304	-3.6032612	-3.4281638	-3.8371596
Ifnk	4	35152056	35154005	+	-4.301928	-4.373605	-3.8435285	-4.170766	-0.65575546	-1.7938349	-3.4497168	-2.317975	-2.0087059	-0.374177	-1.9206762
3110043O21Rik	4	35191285	35226175	-	1.8505569	1.8296996	1.9355783	2.0393705	1.8050942	1.472011	1.2442229	1.423899	1.4814047	1.4900812	1.5592945
Gm12367	4	35225897	35262222	+	-8.1037245	-7.760364	-5.6453257	-5.82056	-7.1014085	-7.683095	-8.2515135	-7.119772	-5.8105035	-5.6354055	-6.0444016
Lingo2	4	35706647	36951747	-	-9.81946	-9.4761	-7.36106	-7.536295	-8.817144	-9.398829	-9.967249	-8.835506	-7.526238	-7.351141	-7.7601366
Gm12371	4	36952966	36988032	+	-6.8925214	-6.5491605	-4.434122	-4.6093564	-5.890205	-6.4718914	-7.04031	-5.9085684	-4.5993	-4.424202	-4.8331976
Gm12374	4	37249403	37332515	+	-8.488899	-8.145538	-6.0305	-6.2057347	-7.4865828	-8.068269	-8.636688	-7.5049458	-6.1956773	-6.0205803	-6.4295754
Gm12381	4	38571667	38855483	-	-7.8951635	-7.5518036	-5.4367642	-5.611999	-6.892847	-7.474534	-8.042953	-6.911211	-5.6019416	-5.4268446	-5.8358407
Gm17094	4	39398045	39450249	-	-8.504125	-8.160764	-6.0457253	-6.220959	-7.501808	-8.083494	-8.651914	-7.520171	-6.210902	-6.035805	-6.444801
1700009N14Rik	4	39450295	39451776	+	-7.0980024	-6.754642	-4.6396027	-4.8148375	-6.0956864	-6.6773725	-7.0937877	-6.1140494	-4.8047805	-4.629683	-5.038679
Aco1	4	40143081	40198338	+	3.106755	2.900814	3.065059	2.977414	2.7364764	3.2379632	3.296619	3.2102726	3.8506753	3.319621	3.6044893
Ddx58	4	40203773	40239828	-	1.6819026	1.6464261	1.6769605	2.2769392	2.0086176	3.4872382	3.2659945	3.5982454	3.7249177	4.185576	4.1780605
Topors	4	40259601	40269850	-	4.1627545	4.2854624	4.2206078	4.3061547	4.528138	4.725164	4.4760437	5.223689	4.9660673	4.9918194	4.914149
2010003O02Rik	4	40269569	40270940	+	0.37534705	0.8522908	0.5225448	-0.01525978	0.31157413	1.1810992	1.4141345	-1.0063496	0.061911374	0.16989458	-0.9309789
Ndufb6	4	40270591	40279421	-	4.5480704	4.4136224	4.265361	3.86986	3.6895382	4.4186397	4.3218017	3.4178188	3.916629	3.5531337	3.8915963
4930509K18Rik	4	40313232	40317719	+	-7.62286	-7.2794995	-5.1644607	-5.339695	-6.6205435	-7.2022295	-7.770649	-6.6389074	-5.329638	-5.154541	-5.5635366
Tmem215	4	40472180	40477168	+	-5.8600583	-6.516698	-5.4016595	-6.728897	-5.27278	-8.591432	-9.15985	-8.028109	-6.566837	-6.543742	-6.9527383
4933428C19Rik	4	40482840	40525548	-	-6.4770436	-6.1336827	-4.0186434	-4.193878	-5.474727	-6.056413	-6.624832	-5.4930906	-4.183821	-4.008724	-4.41772
Aptx	4	40682382	40703194	-	0.64642733	0.60583407	0.63497275	0.6732526	0.34979767	0.36741647	0.5002354	0.16052622	0.73577696	0.48598897	0.55959415
Dnaja1	4	40722150	40737149	+	4.85443	4.9227242	4.9622555	4.812952	5.246382	5.0982494	4.858037	5.794317	5.8824697	5.8826904	5.865303
Smu1	4	40736542	40757923	-	5.402484	5.404681	5.4064083	5.409298	5.448105	5.4658895	5.4106426	5.4764047	5.2720885	5.38667	5.2942233
B4galt1	4	40804602	40854005	-	4.3765836	4.324852	4.332315	4.674402	3.8392441	4.410242	4.2371387	3.5793862	5.0542274	5.289592	5.305682
Spink4	4	40920052	40931395	+	-5.698931	-5.3555713	-3.2405322	-3.4157667	-4.696615	-5.2783012	-5.84672	-4.7149787	-3.4057095	-3.2306123	-3.639608
Bag1	4	40936398	40948281	-	6.2219462	6.2543697	6.1896544	6.2190447	6.398936	6.281713	6.281926	6.5466566	6.4934554	6.721512	6.5830426
Chmp5	4	40948407	40965303	+	5.7897387	5.8017693	5.763972	5.9075265	5.603708	5.7777076	5.702832	5.6736054	5.728078	5.8742113	5.830019
Nfx1	4	40970906	41025993	+	3.2185087	3.2083452	3.1578171	3.3332253	3.4718688	2.9963443	2.8605855	3.147318	3.0063345	3.0336163	3.2049298
Aqp7	4	41033074	41048139	-	-6.1146493	-6.7712884	-5.8082533	-5.9834876	-5.1123333	-6.109057	-5.677476	-7.1306963	-5.9734306	-4.0613675	-5.055326
Aqp3	4	41092722	41098183	-	0.37205866	0.7940763	1.8793676	1.5916584	1.5878563	1.5567596	1.6949638	1.4522269	5.5453916	6.0403886	5.9598026
Nol6	4	41114427	41124455	-	3.157092	3.135227	3.5114067	3.1745129	2.8700066	2.7731977	2.7465835	2.245755	3.0972016	3.2381217	3.3953018
Ube2r2	4	41135743	41193380	+	4.399511	4.3057437	4.3382144	4.3740063	4.4410806	4.700607	4.7266455	4.7324095	4.921225	5.0258474	4.935314
Ubap2	4	41194313	41275144	-	4.7644515	4.8034554	4.817704	4.7417264	4.6981707	4.914993	4.7873898	4.91863	5.200989	5.1920514	5.247919
Dcaf12	4	41291300	41314889	-	4.0424953	3.8313239	3.949028	3.9129565	3.2115324	4.1195607	4.120321	3.4036217	4.242729	4.193033	4.395072
Ubap1	4	41348996	41390525	+	3.376855	3.504793	3.4679303	3.5101242	3.3941212	3.5607848	3.4886026	3.4317997	4.0874853	4.188457	4.136618
Kif24	4	41390745	41464887	-	-0.21651022	-0.10912225	-0.11459611	0.20493393	-0.24003412	-0.60430247	-0.7595541	-0.45352775	-0.709458	-0.6572174	-0.43912518
Nudt2	4	41465151	41480926	+	3.4829779	3.4349945	3.1309028	3.3542178	2.4052129	3.4367568	3.2812204	2.6995254	2.9213314	3.140823	3.1052854
AI464131	4	41495604	41503076	-	0.19382432	0.17852019	0.10241756	0.35419315	-0.20889416	2.5020537	2.3902385	2.5893886	3.2924442	3.329568	3.3839161
1110017D15Rik	4	41505009	41517333	-	-7.273777	-6.9304166	-4.815377	-4.990612	-6.271461	-4.7011437	-5.2695627	-6.289824	-4.980555	-4.8054576	-5.214453
1700066J24Rik	4	41517437	41518929	+	-6.1166883	-3.7733278	-3.8102922	-3.9855266	-5.2663755	-3.3741305	-3.679515	-4.1327357	-3.9754698	-3.8003726	-4.057365
2310028H24Rik	4	41517691	41569538	-	-1.6537392	-1.3610048	-1.8833959	-1.5846993	-2.985842	-0.2518863	-0.46968463	-0.8273277	0.6143916	0.7114864	1.1174589
Gm12404	4	41520694	41525823	+	-7.4989223	-7.0035586	-5.040523	-5.2157574	-6.496606	-5.926289	-7.494708	-6.51497	-4.0536976	-4.8786	-5.439599
Dnaic1	4	41569775	41638158	+	-4.0909896	-4.577704	-5.6325903	-4.807825	-7.240677	-4.210928	-4.9168506	-4.2996817	-4.7977676	-4.62267	-6.0316663
Enho	4	41638144	41640324	-	-0.1641435	-0.09163688	0.40673062	0.13196054	-0.7863182	-0.30911034	-0.47699147	-1.0204102	-0.4954124	-1.4902401	-0.5773077
Gm12406	4	41639378	41641416	+	-6.246101	-5.9027405	-3.7877016	-3.962936	-5.243785	-5.8254704	-6.39389	-5.262148	-3.9528792	-3.7777815	-4.1867776
Gm12405	4	41642185	41643077	+	-6.1674085	-5.824048	-3.7090087	-3.8842437	-5.165092	-5.746778	-6.3151975	-5.1834555	-3.8741865	-3.6990893	-4.1080847
Cntfr	4	41657498	41697089	-	2.1593087	2.419789	2.3389533	2.3368332	1.3375913	1.605765	1.465125	0.71314216	-0.5883145	-0.37474298	-0.74626386
Il11ra1	4	41699989	41769474	+	0.1611731	0.11479019	0.23752333	0.046858888	-0.24176712	0.87157774	0.93005586	0.6050929	0.66750425	0.9407819	1.0782746
2810432D09Rik	4	41712033	41713534	-	2.4103498	3.082094	2.652812	2.1963959	1.4944093	2.850259	2.484029	1.5934029	2.2949893	1.859129	2.3269851
Dctn3	4	41714798	41723170	-	5.1551037	4.9899387	4.897919	4.6368484	4.652274	5.204814	5.3419523	4.613511	4.776346	4.8735814	4.876954
Arid3c	4	41723836	41731142	-	-1.1183177	-1.4244599	-0.9818464	-1.6976494	-1.0803776	-1.9321526	-1.6338384	-1.6489381	-5.299027	-3.386964	-3.7959597
Sigmar1	4	41738493	41756157	-	4.22103	4.335481	4.1400504	3.9966521	3.7300453	3.6034038	3.6287081	2.9173768	2.4806402	2.6433184	2.4679563
Galt	4	41755228	41758695	+	2.2723305	2.5526814	2.377641	2.2149518	2.0510209	2.5299551	2.4704378	1.6224114	1.658662	1.6144462	1.6150948
Ccl27a	4	41769467	41774247	-	-1.4377444	-1.7392889	-1.7051702	-2.995882	-1.4354281	-1.5126415	-1.5040034	-1.92586	-2.9858248	-2.39569	-2.997331
