Probe	Chromosome	Start	End	Probe Strand	No value	Feature	ID	Description	Feature Strand	Type	Orientation	Distance	ES_E14	ES_J1	TS_EGFP	TS_Rs26
Ptma	1	86526736	86530698	+	NaN	null					Not found	0	1966.7625	2064.3086	1027.3344	875.5741
Pde6d	1	86542994	86582629	-	NaN	null					Not found	0	0.6246899	1.0330026	1.4689968	2.1500254
Cops7b	1	86582904	86606978	+	NaN	null					Not found	0	4.0875473	5.3637285	4.397702	4.5055375
Nppc	1	86666293	86670573	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dis3l2	1	86703804	87050097	+	NaN	null					Not found	0	1.4710902	2.2113292	1.1428239	2.4526792
Alppl2	1	87086690	87089928	-	NaN	null					Not found	0	0.03942285	0.035492662	0.0	0.0
Alpi	1	87098002	87101606	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Akp3	1	87125008	87127912	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ecel1	1	87147655	87156521	-	NaN	null					Not found	0	0.047600273	0.053568564	0.35446075	0.6398796
Prss56	1	87183493	87188404	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Chrnd	1	87190652	87200069	+	NaN	null					Not found	0	0.028635437	0.025780678	0.0	0.013997804
Chrng	1	87205811	87211835	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Eif4e2	1	87213914	87240488	+	NaN	null					Not found	0	10.27043	11.559005	11.766585	13.013763
Efhd1	1	87264363	87310839	+	NaN	null					Not found	0	0.6794706	1.0411208	0.0	0.11497302
Gm16535	1	87264481	87265174	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gigyf2	1	87326998	87450796	+	NaN	null					Not found	0	13.342794	12.446494	10.948034	23.820692
Kcnj13	1	87386363	87394729	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
3110079O15Rik	1	87470264	87475459	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ngef	1	87476834	87573870	-	NaN	null					Not found	0	0.049774084	0.028807677	0.05852341	0.09384802
Neu2	1	87509889	87597845	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Inpp5d	1	87620312	87720507	+	NaN	null					Not found	0	3.700052	3.1815584	0.081597775	0.4231583
Atg16l1	1	87755870	87792428	+	NaN	null					Not found	0	2.5984535	2.6600676	2.6347387	2.9985669
5830472F04Rik	1	87796467	87796817	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sag	1	87803680	87845158	+	NaN	null					Not found	0	0.012473865	0.0	0.003666633	0.0091463635
Dgkd	1	87853287	87944489	+	NaN	null					Not found	0	4.554657	4.7086525	12.470803	12.943888
Usp40	1	87945121	88008551	-	NaN	null					Not found	0	1.7433323	2.6588004	1.6553401	3.2904737
Ugt1a10	1	88055388	88219004	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm20528	1	88055393	88218584	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ugt1a9	1	88070800	88218997	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ugt1a8	1	88087813	88219004	+	NaN	null					Not found	0	0.0	0.016837897	0.0	0.0
Ugt1a7c	1	88095062	88220002	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ugt1a6b	1	88103252	88219003	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ugt1a6a	1	88103252	88220002	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ugt1a5	1	88166012	88218997	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ugt1a2	1	88200601	88218997	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dnajb3	1	88204732	88205748	-	NaN	null					Not found	0	0.19111878	0.33184066	0.16050984	0.04003895
Ugt1a1	1	88211959	88218997	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Heatr7b1	1	88226986	88262289	+	NaN	null					Not found	0	0.019618578	0.004415685	0.019222623	0.009590112
Hjurp	1	88262471	88277633	-	NaN	null					Not found	0	7.209176	6.675012	8.323576	7.610183
Trpm8	1	88277661	88389293	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
4930453O03Rik	1	88347489	88352930	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Spp2	1	88406961	88426438	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Glrp1	1	88501123	88509886	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Arl4c	1	88673125	88702221	-	NaN	null					Not found	0	1.8201123	1.7888701	1.9082141	3.2771428
Sh3bp4	1	89070415	89155068	+	NaN	null					Not found	0	1.319902	1.3937049	6.2715263	9.271836
Agap1	1	89454811	89895282	+	NaN	null					Not found	0	1.5186114	1.6985836	2.869154	5.4910483
Gbx2	1	89927962	89933290	-	NaN	null					Not found	0	3.7131584	6.031517	0.8700921	0.6626541
D130058E05Rik	1	89930234	89931862	+	NaN	null					Not found	0	0.384526	0.4646253	0.59489256	0.5639013
Asb18	1	89952591	90014666	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Iqca	1	90042132	90153401	-	NaN	null					Not found	0	0.008650102	0.0	0.0	0.0
Cxcr7	1	90203980	90216751	+	NaN	null					Not found	0	0.44785205	0.190402	0.16577387	0.14594842
Cops8	1	90603425	90613341	+	NaN	null					Not found	0	9.536842	12.573935	24.286488	24.944351
Gm9991	1	90675161	90679793	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Col6a3	1	90765923	90843971	-	NaN	null					Not found	0	0.004642118	0.0062689953	0.005458113	0.003403796
Mlph	1	90915085	90951142	+	NaN	null					Not found	0	0.025916398	0.02799925	0.0	0.015202394
Prlh	1	90953108	90954012	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rab17	1	90958133	90969661	-	NaN	null					Not found	0	0.013939169	0.056472886	0.0	0.0
Lrrfip1	1	90998727	91128944	+	NaN	null					Not found	0	3.2629998	4.0290327	31.434958	45.504745
Rbm44	1	91145103	91170795	+	NaN	null					Not found	0	0.5912438	0.62318146	0.0	0.09516398
Ramp1	1	91179822	91225196	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ube2f	1	91250311	91288877	+	NaN	null					Not found	0	3.002468	3.7303367	7.7877192	7.6877637
Scly	1	91298338	91321075	+	NaN	null					Not found	0	1.0742936	1.8794335	3.3659644	8.584328
Gm17090	1	91305092	91321101	-	NaN	null					Not found	0	0.056666993	0.07652652	0.3331398	0.5817087
Espnl	1	91322075	91348306	+	NaN	null					Not found	0	0.035696562	0.020660052	0.0059959046	0.07478349
Klhl30	1	91351016	91362416	+	NaN	null					Not found	0	0.02696681	0.024278404	0.0	0.026364267
Fam132b	1	91366430	91374216	+	NaN	null					Not found	0	0.30588898	0.31981233	0.9977621	1.3891551
Ilkap	1	91375831	91398783	-	NaN	null					Not found	0	18.450325	22.91544	32.910217	33.307926
Hes6	1	91411483	91414038	-	NaN	null					Not found	0	1.5818491	1.7214235	1.9140798	2.2747128
Per2	1	91415984	91459330	-	NaN	null					Not found	0	0.1522252	0.17987731	0.11186466	0.13254628
Traf3ip1	1	91494668	91529303	+	NaN	null					Not found	0	5.8138776	5.245	4.3797975	6.6973042
Asb1	1	91540565	91559590	+	NaN	null					Not found	0	0.80483556	0.62373143	0.8925426	1.2674582
Twist2	1	91801461	91848028	+	NaN	null					Not found	0	0.020893022	0.0	0.04913123	0.09191786
Hdac4	1	91928785	91931176	-	NaN	null					Not found	0	0.9170482	0.7054389	1.3239244	1.0894879
Hdac4	1	91932757	92148393	-	NaN	null					Not found	0	2.2851033	2.2192106	2.8111684	3.7854655
Ndufa10	1	92439010	92473860	-	NaN	null					Not found	0	19.456333	22.825584	34.429527	43.318356
Olfr1416	1	92479681	92480619	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1415	1	92490818	92491753	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1414	1	92511048	92518515	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1413	1	92573125	92574206	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1412	1	92588332	92589297	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1411	1	92596521	92597492	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr1410	1	92607839	92608847	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Olfr12	1	92619881	92621001	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Myeov2	1	92637145	92641985	-	NaN	null					Not found	0	1.1484612	1.2007363	3.3758466	4.0203485
Otos	1	92644218	92648841	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gpc1	1	92831645	92860198	+	NaN	null					Not found	0	1.4211673	2.169564	8.9815235	10.262022
Ankmy1	1	92870129	92902906	-	NaN	null					Not found	0	0.008554167	0.0	0.0	0.0501782
Dusp28	1	92906989	92908620	+	NaN	null					Not found	0	0.33521318	0.35209385	0.021896511	0.24579242
Rnpepl1	1	92910783	92924384	+	NaN	null					Not found	0	0.15838265	0.25745955	0.7897247	1.0322918
Capn10	1	92934376	92947941	+	NaN	null					Not found	0	1.0669719	1.9327084	2.4264169	3.0075917
Gpr35	1	92973119	92986391	+	NaN	null					Not found	0	0.037038896	0.02500978	0.12339059	0.16295087
Aqp12	1	93006334	93012269	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Kif1a	1	93015456	93101865	-	NaN	null					Not found	0	0.81519747	1.4708635	0.015713008	0.22047679
Agxt	1	93135245	93145407	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
2310007B03Rik	1	93151349	93160948	-	NaN	null					Not found	0	0.0	0.047505904	0.0	0.0
E030010N08Rik	1	93215899	93231072	+	NaN	null					Not found	0	0.7973881	0.82557803	0.0	0.051971424
Sned1	1	93235841	93301065	+	NaN	null					Not found	0	1.5213096	2.0031066	0.2992677	0.27458173
Mterfd2	1	93299211	93305915	-	NaN	null					Not found	0	2.42321	2.9096339	3.3570583	5.8016367
Pask	1	93308770	93343482	-	NaN	null					Not found	0	2.0288785	2.4626164	1.7945424	2.0854194
Ppp1r7	1	93342854	93373489	+	NaN	null					Not found	0	8.098547	8.539325	6.0815873	6.549281
Ano7	1	93373896	93403502	+	NaN	null					Not found	0	0.05178768	0.0932496	0.030445479	0.0
Hdlbp	1	93405940	93478808	-	NaN	null					Not found	0	59.616623	79.00878	64.53903	110.99865
Gm17415	1	93421682	93422488	+	NaN	null					Not found	0	0.0	0.0	0.040455643	0.0
Sept2	1	93478964	93510260	+	NaN	null					Not found	0	33.78242	27.134151	39.896248	51.341415
Farp2	1	93512079	93621976	+	NaN	null					Not found	0	0.23333468	0.46550223	0.43023136	1.9442137
Stk25	1	93621902	93635722	-	NaN	null					Not found	0	4.217746	4.382309	9.168651	14.779888
Bok	1	93685694	93695762	+	NaN	null					Not found	0	0.91134137	1.7282596	13.154835	15.810128
Thap4	1	93705391	93754838	-	NaN	null					Not found	0	2.7381175	5.0691733	7.2550445	9.331577
Atg4b	1	93751500	93789434	+	NaN	null					Not found	0	1.3336706	1.8076907	3.095853	4.1417084
Dtymk	1	93792576	93801934	-	NaN	null					Not found	0	15.598392	16.475742	15.101579	14.888737
Ing5	1	93803965	93822101	+	NaN	null					Not found	0	11.506807	11.7558155	11.594645	10.110377
D2hgdh	1	93825240	93852348	+	NaN	null					Not found	0	0.93942857	0.74307287	2.1065578	3.4835048
Gal3st2	1	93861344	93876494	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm9994	1	93918437	93941239	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm6086	1	93990509	94011541	+	NaN	null					Not found	0	0.047862053	0.027701056	0.0	0.0
Neu4	1	94020493	94028326	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pdcd1	1	94038307	94052553	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fam174a	1	95313628	95335284	+	NaN	null					Not found	0	0.5139564	0.51610905	1.1776104	2.4930372
St8sia4	1	95587684	95667594	-	NaN	null					Not found	0	0.1282888	0.06236961	0.012067161	0.17308281
Slco4c1	1	96818784	96872171	-	NaN	null					Not found	0	0.63791794	0.75183946	0.0	0.0
Slco6b1	1	96906176	96997577	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm6430	1	97024681	97025928	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Slco6c1	1	97059038	97128253	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
D1Ertd622e	1	97643903	97662074	-	NaN	null					Not found	0	0.9431364	1.3037548	3.606178	5.848203
Ppip5k2	1	97706048	97770411	-	NaN	null					Not found	0	9.216443	9.317376	4.509229	5.031367
Gin1	1	97770172	97793709	+	NaN	null					Not found	0	2.1535802	2.3751314	1.0128553	1.5054044
Pam	1	97795114	98095646	-	NaN	null					Not found	0	0.50339955	0.38913897	1.0204958	1.3949955
B230216N24Rik	1	98031116	98057680	-	NaN	null					Not found	0	0.06297919	0.075600795	0.024683243	0.11288199
Slco6d1	1	98421124	98516988	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cntnap5b	1	99772765	100485942	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Cdh20	1	104768529	104995481	+	NaN	null					Not found	0	0.03460472	0.018692918	0.0	0.02029891
Gm15699	1	104911431	104912333	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rnf152	1	105276917	105356710	-	NaN	null					Not found	0	0.055344827	0.05715487	0.07272908	0.11458209
Pign	1	105518422	105659008	-	NaN	null					Not found	0	1.1314301	1.5394397	2.165511	5.719958
2310035C23Rik	1	105663861	105755131	+	NaN	null					Not found	0	6.297101	6.4092016	3.16452	6.1388235
Tnfrsf11a	1	105780723	105847981	+	NaN	null					Not found	0	0.05529038	0.12693468	0.09101311	0.2108144
Zcchc2	1	105990406	106034074	+	NaN	null					Not found	0	2.953743	3.1123502	2.9174747	7.090839
Phlpp1	1	106171752	106394250	+	NaN	null					Not found	0	0.71313256	0.8016198	1.8756918	2.3394432
Bcl2	1	106538178	106714274	-	NaN	null					Not found	0	0.13128524	0.10429146	0.21792376	0.35107994
D630008O14Rik	1	106541943	106575045	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Kdsr	1	106720410	106759742	-	NaN	null					Not found	0	2.6214828	2.5258415	4.2754335	8.651641
Vps4b	1	106764071	106796728	-	NaN	null					Not found	0	6.6568847	7.92986	8.286535	10.150763
Serpinb5	1	106861173	106883348	+	NaN	null					Not found	0	0.010097028	0.013635634	0.0	0.0
Serpinb12	1	106934449	106957080	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb13	1	106980984	107001195	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb3a	1	107045587	107052337	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb3d	1	107078193	107083480	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb3b	1	107153940	107278361	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb3c	1	107271201	107278371	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb11	1	107361929	107380475	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15391	1	107385200	107387412	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Serpinb7	1	107399655	107452689	+	NaN	null					Not found	0	0.014188466	0.0	0.0	0.0
Serpinb2	1	107511423	107535478	+	NaN	null					Not found	0	0.023641402	0.0	0.0	0.0
Serpinb8	1	107590006	107608909	+	NaN	null					Not found	0	0.060362667	0.02329068	0.9327915	1.1507716
Gm15389	1	107687008	107693514	+	NaN	null					Not found	0	0.0	0.056303293	0.0	0.061140556
Cdh7	1	109982431	110140157	+	NaN	null					Not found	0	0.016196236	0.0	0.0	0.0
Cdh19	1	110889195	110977372	-	NaN	null					Not found	0	0.054551724	0.0	0.0	0.0
Dsel	1	111858702	111864909	-	NaN	null					Not found	0	0.8734438	1.0361803	0.856761	1.5639614
Cntnap5a	1	115684756	116582026	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AC132379.1	1	116803193	116821850	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tsn	1	118298517	118311132	-	NaN	null					Not found	0	16.029861	19.698784	18.106588	17.707674
Mki67ip	1	118321839	118333822	+	NaN	null					Not found	0	46.136738	54.825314	52.33601	53.07019
Clasp1	1	118389058	118609432	+	NaN	null					Not found	0	7.308162	8.309321	7.9731627	9.847226
2900060B14Rik	1	118458670	118458747	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Tfcp2l1	1	118627945	118685167	+	NaN	null					Not found	0	4.202919	3.1029196	1.4335542	7.05092
Gli2	1	118834132	119053619	-	NaN	null					Not found	0	5.2146173	4.4163456	0.34696203	0.7528593
Inhbb	1	119415465	119422248	-	NaN	null					Not found	0	1.3703955	1.6744109	0.038363922	0.019139651
Ralb	1	119470305	119504794	-	NaN	null					Not found	0	1.5719285	2.2337208	6.7447085	11.672266
Epb4.1l5	1	119545033	119649000	-	NaN	null					Not found	0	2.1012733	2.3840425	0.4705975	2.520738
Ptpn4	1	119658044	119837613	-	NaN	null					Not found	0	2.6635659	2.57864	1.1140232	2.8427167
Tmem177	1	119907890	119913208	-	NaN	null					Not found	0	0.5402106	0.7407566	0.6938003	1.389415
Gm101	1	119923341	119997234	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Sctr	1	120006980	120063528	+	NaN	null					Not found	0	0.014476969	0.0	0.0	0.021230245
Tmem37	1	120067377	120074074	-	NaN	null					Not found	0	0.042359766	0.14301296	1.5937855	2.7332768
Dbi	1	120113280	120121078	-	NaN	null					Not found	0	7.3615284	7.8054895	29.869661	21.96339
3110009E18Rik	1	120121187	120188189	+	NaN	null					Not found	0	0.34155095	0.4441676	0.29747337	0.40812367
Steap3	1	120190757	120272705	-	NaN	null					Not found	0	0.9717174	0.93827003	0.2513559	0.21375124
C1ql2	1	120340582	120343171	+	NaN	null					Not found	0	0.0	0.0	0.0	0.040780783
Marco	1	120474538	120505084	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
En1	1	120602418	120609296	+	NaN	null					Not found	0	0.12017211	0.21956566	0.34077284	0.352461
Insig2	1	121304353	121332589	-	NaN	null					Not found	0	1.1832681	1.6195505	2.2561038	3.6698065
Ccdc93	1	121431049	121506460	+	NaN	null					Not found	0	1.0771928	1.4219424	3.4402034	4.5647235
Gm15392	1	121489296	121493203	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Htr5b	1	121509842	121528465	-	NaN	null					Not found	0	0.0	0.058136426	0.7255045	0.8417491
Ddx18	1	121553835	121567989	-	NaN	null					Not found	0	42.337982	57.56841	59.82563	55.462635
Dpp10	1	123332142	124045559	-	NaN	null					Not found	0	0.0113287745	0.0	0.0	0.0
Actr3	1	125392905	125435727	-	NaN	null					Not found	0	77.46601	82.929825	113.36337	169.59586
Slc35f5	1	125561016	125595684	+	NaN	null					Not found	0	1.9886907	2.4401853	3.9851067	7.3379974
Gpr39	1	125676995	125873862	+	NaN	null					Not found	0	0.055257365	0.06218573	0.07579897	0.0
Lypd1	1	125867622	125913101	-	NaN	null					Not found	0	0.043397993	0.026639666	0.12524693	0.011571359
Nckap5	1	125913620	126830799	-	NaN	null					Not found	0	0.09408594	0.034089085	0.016188942	0.03365257
Mgat5	1	127204986	127483704	+	NaN	null					Not found	0	0.88309515	0.8015734	4.417142	5.15895
Tmem163	1	127486546	127678096	-	NaN	null					Not found	0	0.0	0.013203519	0.0	0.014337892
Acmsd	1	127729413	127767564	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ccnt2	1	127774164	127808061	+	NaN	null					Not found	0	9.075669	7.1654735	4.717983	6.1054673
Ysk4	1	127815271	127840290	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Rab3gap1	1	127868773	127943868	+	NaN	null					Not found	0	6.154993	6.278211	7.087804	9.729465
Zranb3	1	127954184	128103047	-	NaN	null					Not found	0	4.424231	4.3000555	1.4745184	2.5022461
R3hdm1	1	128103306	128237735	+	NaN	null					Not found	0	17.091717	12.959096	10.414428	17.076511
Ubxn4	1	128244181	128279377	+	NaN	null					Not found	0	17.47553	22.289915	17.476452	39.923725
Lct	1	128284756	128328318	-	NaN	null					Not found	0	0.008669007	0.017560722	0.025482126	0.00635648
Mcm6	1	128331591	128359656	-	NaN	null					Not found	0	67.23956	78.266235	74.422356	76.97564
Dars	1	128363708	128417416	-	NaN	null					Not found	0	56.441864	68.87845	75.47909	111.73123
Cxcr4	1	128588199	128592293	-	NaN	null					Not found	0	0.07678879	0.12444025	0.0	0.0
Thsd7b	1	129273302	130219278	+	NaN	null					Not found	0	0.005854275	0.0	0.0	0.0
Gm16081	1	130269950	130281258	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Daf2	1	130388537	130423009	-	NaN	null					Not found	0	0.09946326	0.06716059	0.79913783	3.8896346
Gm15674	1	130422824	130437914	+	NaN	null					Not found	0	0.0	0.0	0.040173545	0.13361645
Gm15675	1	130429781	130437191	-	NaN	null					Not found	0	0.06788955	0.061121427	0.3725084	3.318632
Cd55	1	130439027	130462744	-	NaN	null					Not found	0	1.6993091	0.9812992	7.904605	44.07585
Gm16083	1	130462576	130557075	+	NaN	null					Not found	0	0.0	0.0	0.0769086	1.071148
Zp3r	1	130576713	130629621	-	NaN	null					Not found	0	0.0	0.035358787	0.0	0.0
C4bp	1	130634773	130661632	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pfkfb2	1	130689043	130729253	-	NaN	null					Not found	0	0.70997185	0.5417546	0.43095914	1.3543576
Yod1	1	130717327	130722055	+	NaN	null					Not found	0	0.6896336	0.89210916	0.57186824	1.0113368
AA986860	1	130731976	130744621	+	NaN	null					Not found	0	0.124129556	0.20631634	0.033680573	0.15402879
Fcamr	1	130800902	130814740	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Gm15848	1	130809977	130824084	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Pigr	1	130826684	130852249	+	NaN	null					Not found	0	0.19316053	0.018632542	0.00811123	0.050583366
Faim3	1	130865669	130880790	+	NaN	null					Not found	0	0.0	0.0	0.112902716	0.023469517
Il24	1	130882074	130887454	-	NaN	null					Not found	0	0.047915146	0.064707495	1.5492868	1.7918034
Il20	1	130907192	130911296	-	NaN	null					Not found	0	0.0	0.0	0.039621	0.0
Il19	1	130932658	130940073	-	NaN	null					Not found	0	0.0	0.0	0.060458705	0.0
Il10	1	131019845	131024974	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Mapkapk2	1	131053704	131097543	-	NaN	null					Not found	0	3.3964875	4.65986	12.654641	17.797977
Dyrk3	1	131128441	131138234	-	NaN	null					Not found	0	6.1644497	6.6055827	7.5789304	11.85035
Eif2d	1	131153181	131187658	+	NaN	null					Not found	0	6.6421866	6.578685	7.5838356	13.486645
Rassf5	1	131176410	131245258	-	NaN	null					Not found	0	0.13742372	0.22465588	0.0850422	0.106068276
Ikbke	1	131254343	131279606	-	NaN	null					Not found	0	0.058501855	0.045739405	0.0	0.06773056
Srgap2	1	131285251	131527361	-	NaN	null					Not found	0	4.0337877	3.4093325	4.2352676	8.113535
Fam72a	1	131527903	131539872	+	NaN	null					Not found	0	1.2292936	1.7627994	1.9520078	2.3974576
Avpr1b	1	131599239	131612000	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
AC120217.1	1	131632506	131632874	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ctse	1	131638306	131675503	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
5430435G22Rik	1	131688695	131713542	+	NaN	null					Not found	0	0.010182188	0.0	0.0	0.0
Slc26a9	1	131744022	131771504	+	NaN	null					Not found	0	0.06907171	0.07175277	0.0	0.0077917357
Pm20d1	1	131797381	131821473	+	NaN	null					Not found	0	0.21253313	0.34610936	0.0	0.027500864
Slc41a1	1	131827493	131848865	+	NaN	null					Not found	0	1.5432296	1.8168815	3.110571	3.3988276
Rab7l1	1	131867224	131872887	+	NaN	null					Not found	0	0.5142005	0.58330214	0.36275223	0.120650694
Nucks1	1	131910458	131936321	+	NaN	null					Not found	0	44.948006	35.025192	30.671486	38.228073
Slc45a3	1	131962967	131982963	+	NaN	null					Not found	0	0.121606536	0.19706976	0.41941574	0.6301137
Elk4	1	132007607	132032612	+	NaN	null					Not found	0	1.7066243	1.2652068	1.6791269	2.9334757
Mfsd4	1	132022806	132068062	-	NaN	null					Not found	0	0.45975408	0.5165301	0.16353378	0.23796073
Cdk18	1	132113550	132139685	-	NaN	null					Not found	0	1.1679769	0.94884837	2.8002136	3.4390209
Lemd1	1	132191436	132257381	+	NaN	null					Not found	0	0.0	0.11455599	0.0	0.0
Gm10188	1	132229048	132229767	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Klhdc8a	1	132298626	132307357	+	NaN	null					Not found	0	0.039025757	0.035135154	0.21413344	0.21938418
Nuak2	1	132316126	132333488	+	NaN	null					Not found	0	0.26208484	0.66960704	3.281427	5.4015813
Tmcc2	1	132356315	132391281	-	NaN	null					Not found	0	0.14146838	0.28327718	0.5047431	0.81553686
Gm15849	1	132381129	132382509	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Dstyk	1	132417453	132466959	+	NaN	null					Not found	0	0.51315355	0.6166467	0.75163853	2.0407636
Rbbp5	1	132477367	132505665	+	NaN	null					Not found	0	14.647918	12.895098	10.34623	15.180163
Tmem81	1	132506230	132508637	+	NaN	null					Not found	0	0.46278042	0.3879103	0.73175883	0.9594851
Cntn2	1	132509425	132542940	-	NaN	null					Not found	0	0.13978057	0.18876809	0.034239855	0.02989379
Nfasc	1	132564691	132741797	-	NaN	null					Not found	0	0.23009704	0.2782179	0.025166854	0.023541883
Lrrn2	1	132880273	132940005	+	NaN	null					Not found	0	0.26260698	0.25033432	0.0	0.033980202
Mdm4	1	132989845	133025366	-	NaN	null					Not found	0	18.964642	13.926911	11.772142	20.562767
Pik3c2b	1	133045667	133108687	+	NaN	null					Not found	0	0.18637471	0.17050079	0.28629032	0.7758635
Ppp1r15b	1	133131143	133139783	+	NaN	null					Not found	0	11.977361	11.248058	17.38604	20.578182
Plekha6	1	133246097	133303435	+	NaN	null					Not found	0	0.20479757	0.25142816	0.14447823	0.62250715
Golt1a	1	133309823	133323026	+	NaN	null					Not found	0	0.0	0.020357218	0.0	0.0
Kiss1	1	133321875	133329901	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Ren1	1	133350510	133360325	+	NaN	null					Not found	0	0.016757289	0.02263005	3.093355	0.0
Etnk2	1	133363572	133380336	+	NaN	null					Not found	0	0.21284252	0.2710105	0.12155298	0.11593407
Sox13	1	133382303	133424377	-	NaN	null					Not found	0	1.6613733	2.043606	0.09085632	0.40606293
Snrpe	1	133603871	133610291	-	NaN	null					Not found	0	25.621576	32.387115	49.54265	47.872257
Zc3h11a	1	133619871	133661380	-	NaN	null					Not found	0	28.979849	23.676207	56.58192	54.65415
Zbed6	1	133619940	133661318	-	NaN	null					Not found	0	17.372038	13.373153	33.181328	44.548603
Lax1	1	133679029	133690108	-	NaN	null					Not found	0	0.10539918	0.06326106	0.33047017	0.3606545
Gm17678	1	133701639	133701881	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Atp2b4	1	133702674	133801041	-	NaN	null					Not found	0	0.777877	0.41936633	0.22774944	0.51401126
Optc	1	133897199	133907999	-	NaN	null					Not found	0	0.0	0.043686982	0.0	0.0
Gm15851	1	133906531	133914822	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Prelp	1	133910304	133921414	-	NaN	null					Not found	0	0.0	0.0	0.0	0.0
Fmod	1	134037254	134048277	+	NaN	null					Not found	0	0.0	0.0	0.0	0.0
