chr	start	end	ID_class	score	strand	class	Tet1KO_MethylC	Tet1KO_TAB	Tet2KO_MethylC	Tet2KO_TAB	WT_MethylC	WT_TAB
chr6	5317149	5317331	ESCTE1904_noclass	0	-	ESC_noclass	86.05188	0.46296299	81.31531	3.9575102	94.39963	5.8259263
chr6	5673340	5673724	ESCTE1914_noclass	0	+	ESC_noclass	75.122284	4.5591397	65.81677	1.1152883	74.92683	8.360423
chr6	8809677	8810628	ESCTE1921_noclass	0	-	ESC_noclass	59.707207	6.395776	52.94744	0.5670399	25.925926	3.0448618
chr6	8809677	8810628	ESCTE1921_NonEnh	0	-	ESC_NonEnh	59.707207	6.395776	52.94744	0.5670399	25.925926	3.0448618
chr6	12126599	12126954	ESCTE1935_REDE	0	+	ESC_REDE	0.89285713	0	5.67253	2.3710992	2.2434819	1.7441667
chr6	12835171	12835567	ESCTE1937_REDE	0	+	ESC_REDE	22.380955	8.68946	48.96584	2.3924527	29.54883	10.11344
chr6	14453296	14453697	ESCTE1941_noclass	0	-	ESC_noclass	48.17967	3.90625	45.31878	1.7095265	22.512543	4.195804
chr6	15612511	15612784	ESCTE1946_noclass	0	+	ESC_noclass	63.126118	4.120083	61.966175	0.7272727	76.69332	3.6455588
chr6	15612511	15612784	ESCTE1946_NonEnh	0	+	ESC_NonEnh	63.126118	4.120083	61.966175	0.7272727	76.69332	3.6455588
chr6	15613246	15613591	ESCTE1947_noclass	0	-	ESC_noclass	54.966263	0	56.017242	1.779514	71.56562	4.5001616
chr6	15613246	15613591	ESCTE1947_NonEnh	0	-	ESC_NonEnh	54.966263	0	56.017242	1.779514	71.56562	4.5001616
chr6	16362028	16362427	ESCTE1951_REDE	0	-	ESC_REDE	4.84271	2.777778	4.6675043	2.2619047	1.4492754	0.94017094
chr1	50004828	50005243	ESCTE196_noclass	0	+	ESC_noclass	76.74075	0.7407407	60.97031	2.7910686	89.284874	1.869573
chr6	22444845	22445189	ESCTE1964_noclass	0	-	ESC_noclass	5.304695	0.82833135	17.897276	1.9120337	5.31763	1.4210547
chr6	22475552	22476070	ESCTE1965_noclass	0	+	ESC_noclass	77.151276	3.7903225	71.611	0	76.732025	1.6984857
chr6	22475552	22476070	ESCTE1965_NonEnh	0	+	ESC_NonEnh	77.151276	3.7903225	71.611	0	76.732025	1.6984857
chr6	23421113	23421224	ESCTE1968_noclass	0	-	ESC_noclass	70.51361	6.1186166	72.09656	2.9146533	54.99403	12.555664
chr6	23421113	23421224	ESCTE1968_NonEnh	0	-	ESC_NonEnh	70.51361	6.1186166	72.09656	2.9146533	54.99403	12.555664
chr6	24079921	24080287	ESCTE1971_noclass	0	+	ESC_noclass	60.130722	3.6363635	52.44466	1.7784946	66.641205	4.981061
chr6	25065815	25066216	ESCTE1972_noclass	0	-	ESC_noclass	16.02299	6.025919	45.442745	2.521366	13.656973	4.3370614
chr6	25801167	25801573	ESCTE1976_noclass	0	-	ESC_noclass	0	3.2525508	7.7503214	2.7252908	17.365969	1.9774891
chr6	26301294	26302220	ESCTE1979_REDE	0	-	ESC_REDE	25.728443	2.8113554	44.699535	1.3371164	42.062286	7.21287
chr6	35871433	35871827	ESCTE1984_noclass	0	+	ESC_noclass	3.0470006	0.9852217	1.816516	0.85476327	0	0
chr6	37470474	37470867	ESCTE1985_noclass	0	+	ESC_noclass	19.196676	2.2689078	30.191313	1.6943783	14.869118	2.3971975
chr6	37936481	37936840	ESCTE1992_REDE	0	-	ESC_REDE	14.099408	4.749556	29.675013	3.5531669	20.49407	3.5020714
chr6	39131576	39131941	ESCTE1995_REDE	0	+	ESC_REDE	3.2723577	0.8333334	17.57139	1.3325049	8.452381	1.6912103
chr6	43711781	43712717	ESCTE2004_noclass	0	+	ESC_noclass	54.845154	2.7288268	66.77005	1.8601112	66.166115	6.770318
chr6	43711781	43712717	ESCTE2004_NonEnh	0	+	ESC_NonEnh	54.845154	2.7288268	66.77005	1.8601112	66.166115	6.770318
chr6	47791570	47791929	ESCTE2007_noclass	0	+	ESC_noclass	22.586382	3.697822	19.491879	2.606474	13.109355	4.6024957
chr6	49484640	49485054	ESCTE2017_noclass	0	+	ESC_noclass	77.820786	4.6991205	83.31856	2.882163	79.40309	8.867814
chr6	56800109	56800955	ESCTE2021_noclass	0	-	ESC_noclass	5.602632	1.8942176	34.925385	1.1755862	12.492777	3.5750804
chr6	56800109	56800955	ESCTE2021_NonEnh	0	-	ESC_NonEnh	5.602632	1.8942176	34.925385	1.1755862	12.492777	3.5750804
chr6	59169024	59169412	ESCTE2029_REDE	0	+	ESC_REDE	0.5952381	0	2.2727273	1.1332699	3.337041	0.5952381
chr6	60406943	60407336	ESCTE2036_noclass	0	+	ESC_noclass	7.8471556	4.1609316	7.983575	2.0720172	6.4431868	1.9045341
chr6	60410470	60410871	ESCTE2037_REDE	0	+	ESC_REDE	1.4998316	1.0416666	0.877193	0	4.0663996	1.4351853
chr1	53393947	53394347	ESCTE204_noclass	0	+	ESC_noclass	1.2053877	0.6793478	11.400659	1.4200574	3.2820723	0.866008
chr6	63064605	63064974	ESCTE2046_noclass	0	+	ESC_noclass	8.479854	3.5625	25.200424	1.9717262	10.143679	5.4902306
chr1	53395724	53395860	ESCTE205_noclass	0	+	ESC_noclass	76.763794	3.3416874	82.25926	3.8888893	89.40613	11.275252
chr6	71426967	71427324	ESCTE2080_noclass	0	+	ESC_noclass	71.400055	9.631734	82.87036	3.148467	70.347984	14.42457
chr6	75073351	75073762	ESCTE2088_noclass	0	+	ESC_noclass	65.22053	3.1721969	49.983105	1.3986343	65.494545	7.356313
chr6	76514376	76514766	ESCTE2091_noclass	0	+	ESC_noclass	63.944893	0.8	46.52661	4.390381	74.80729	3.5671082
chr6	82301936	82302855	ESCTE2099_REDE	0	+	ESC_REDE	5.3703704	1.7158884	24.722897	2.2605257	9.611378	3.0138636
chr6	84302607	84303548	ESCTE2100_noclass	0	+	ESC_noclass	20.183105	6.1690173	35.178894	1.6988219	37.893574	7.8951755
chr6	84302607	84303548	ESCTE2100_NonEnh	0	+	ESC_NonEnh	20.183105	6.1690173	35.178894	1.6988219	37.893574	7.8951755
chr1	53606492	53606881	ESCTE211_noclass	0	+	ESC_noclass	26.31339	6.287283	59.81267	2.2632303	48.58766	12.0888
chr6	90048905	90049283	ESCTE2112_noclass	0	+	ESC_noclass	37.878853	3.1060605	41.626984	3.467676	44.852184	5.017567
chr6	109268897	109269783	ESCTE2136_noclass	0	-	ESC_noclass	42.591293	6.3046484	71.52867	1.4971576	68.34843	8.015807
chr6	109268897	109269783	ESCTE2136_NonEnh	0	-	ESC_NonEnh	42.591293	6.3046484	71.52867	1.4971576	68.34843	8.015807
chr6	109957658	109958560	ESCTE2137_noclass	0	+	ESC_noclass	32.955605	2.8369534	50.562904	1.9688923	44.084484	9.275879
chr6	109957658	109958560	ESCTE2137_NonEnh	0	+	ESC_NonEnh	32.955605	2.8369534	50.562904	1.9688923	44.084484	9.275879
chr6	116502583	116502995	ESCTE2144_noclass	0	-	ESC_noclass	86.76328	2.9761906	73.16138	2.4181185	78.650665	2.070271
chr6	116508516	116508916	ESCTE2145_noclass	0	-	ESC_noclass	44.89448	6.5815153	69.84375	4.3166704	66.90831	10.091346
chr6	116508516	116508916	ESCTE2145_NonEnh	0	-	ESC_NonEnh	44.89448	6.5815153	69.84375	4.3166704	66.90831	10.091346
chr6	120461659	120461958	ESCTE2149_noclass	0	+	ESC_noclass	60.261593	4.5838785	58.499928	2.9796426	52.561485	8.2734995
chr6	123004460	123005340	ESCTE2153_noclass	0	-	ESC_noclass	26.654732	2.8337646	44.751225	1.2128788	37.088898	7.1106095
chr6	123327573	123328476	ESCTE2155_noclass	0	+	ESC_noclass	23.232325	3.6405678	54.98697	3.5989232	43.345383	7.416198
chr6	124179846	124180783	ESCTE2163_noclass	0	+	ESC_noclass	52.2533	5.3621154	55.617382	3.2011046	64.481476	5.371896
chr6	124179846	124180783	ESCTE2163_NonEnh	0	+	ESC_NonEnh	52.2533	5.3621154	55.617382	3.2011046	64.481476	5.371896
chr6	124593135	124593515	ESCTE2164_noclass	0	-	ESC_noclass	23.359724	10.403169	66.804825	2.6969204	36.407787	12.7926655
chr6	124593135	124593515	ESCTE2164_NonEnh	0	-	ESC_NonEnh	23.359724	10.403169	66.804825	2.6969204	36.407787	12.7926655
chr6	124602035	124602400	ESCTE2165_noclass	0	-	ESC_noclass	40.552464	4.504504	66.27266	4.839334	35.99715	9.414055
chr6	128994277	128994970	ESCTE2178_REDE	0	-	ESC_REDE	1.6202677	0.6896552	30.312605	1.6453704	0.5714286	0
chr6	129005671	129006034	ESCTE2179_noclass	0	+	ESC_noclass	77.86517	13.008781	68.797615	2.969633	82.78189	12.58721
chr6	129009285	129009625	ESCTE2180_noclass	0	-	ESC_noclass	69.11132	5.615164	77.622826	4.003553	79.03075	13.507858
chr6	129009285	129009625	ESCTE2180_NonEnh	0	-	ESC_NonEnh	69.11132	5.615164	77.622826	4.003553	79.03075	13.507858
chr6	129086458	129086851	ESCTE2186_noclass	0	+	ESC_noclass	12.568349	5.7927094	31.026218	1.8867111	43.520638	5.9507766
chr1	56667783	56668763	ESCTE219_noclass	0	+	ESC_noclass	44.74286	5.448167	57.888245	1.5881923	57.960087	9.076826
chr6	131609654	131610526	ESCTE2194_REDE	0	+	ESC_REDE	41.51695	4.2928224	53.454845	0.66276807	44.32274	8.682546
chr6	131904780	131905202	ESCTE2195_noclass	0	+	ESC_noclass	59.866974	1.3157895	53.56878	1.9642296	69.40322	2.2535255
chr1	57281332	57282241	ESCTE220_REDE	0	-	ESC_REDE	3.4278004	0.51020414	16.61879	1.7835912	8.63713	1.9352307
chr6	132887260	132887647	ESCTE2209_noclass	0	-	ESC_noclass	51.86277	2.5679014	47.674828	1.1578947	71.34772	2.2006803
chr6	133953385	133954336	ESCTE2218_noclass	0	-	ESC_noclass	8.049771	3.1214285	41.518	1.4221979	18.845697	4.4516783
chr6	141601096	141601408	ESCTE2226_noclass	0	-	ESC_noclass	0.33333334	0.64102566	5.069381	0.67346936	4.6405997	0.68421054
chr6	142244814	142245178	ESCTE2228_noclass	0	-	ESC_noclass	42.737507	3.3269198	46.82196	0.6814073	37.846607	7.6590657
chr6	144273578	144273964	ESCTE2230_REDE	0	+	ESC_REDE	0	0	0.61728394	0.877193	0.92592597	0
chr6	146783473	146783883	ESCTE2231_noclass	0	+	ESC_noclass	37.242966	0.9009009	51.424244	2.8010964	54.11482	5.9110746
chr6	146783473	146783883	ESCTE2231_NonEnh	0	+	ESC_NonEnh	37.242966	0.9009009	51.424244	2.8010964	54.11482	5.9110746
chr6	148152253	148152616	ESCTE2233_noclass	0	-	ESC_noclass	49.629013	7.376307	53.75916	4.108537	29.168747	11.016554
chr7	3251934	3252251	ESCTE2242_noclass	0	-	ESC_noclass	3.423858	2.5016537	23.362326	1.9118812	5.6382475	2.8100262
chr7	4004709	4005064	ESCTE2245_noclass	0	+	ESC_noclass	49.64451	2.4705882	58.01529	3.208808	50.900185	7.541667
chr7	4249297	4249687	ESCTE2249_noclass	0	-	ESC_noclass	52.011177	3.643725	68.54692	1.7442864	60.659206	4.663152
chr7	4312911	4313734	ESCTE2251_REDE	0	-	ESC_REDE	3.9285717	2.857143	10.740742	1.5033393	5.8595643	1.4393947
chr7	5128097	5128965	ESCTE2253_noclass	0	+	ESC_noclass	62.43111	3.874309	49.633686	2.8164926	31.496624	7.7018175
chr1	58684303	58684734	ESCTE226_noclass	0	+	ESC_noclass	67.49242	5.191638	60.090828	1.3425926	79.70849	7.94886
chr7	7060552	7061432	ESCTE2273_noclass	0	+	ESC_noclass	28.201483	5.3865776	71.39803	2.016259	59.109222	5.4143376
chr7	10161221	10162086	ESCTE2276_noclass	0	+	ESC_noclass	48.884697	0.5555556	44.949852	0.8267196	63.416023	0.9164222
chr7	10161221	10162086	ESCTE2276_NonEnh	0	+	ESC_NonEnh	48.884697	0.5555556	44.949852	0.8267196	63.416023	0.9164222
chr7	10757340	10758019	ESCTE2278_noclass	0	+	ESC_noclass	23.592804	2.4459274	52.9206	3.4964066	40.749016	8.909774
chr7	11943084	11943478	ESCTE2303_noclass	0	-	ESC_noclass	56.627777	2.5238094	62.546356	1.6786175	65.59414	7.7261777
chr7	11943084	11943478	ESCTE2303_NonEnh	0	-	ESC_NonEnh	56.627777	2.5238094	62.546356	1.6786175	65.59414	7.7261777
chr7	13193731	13194130	ESCTE2310_noclass	0	-	ESC_noclass	30.80481	1.4986825	48.175274	0.8549784	36.475063	6.7435155
chr1	58889905	58890336	ESCTE233_noclass	0	+	ESC_noclass	9.844055	8.77193	41.537876	4.26409	20.241545	9.152209
chr7	17902965	17903830	ESCTE2332_REDE	0	-	ESC_REDE	7.0355377	0.6451613	59.543003	1.2980274	55.76968	8.119167
chr1	59697640	59698041	ESCTE234_noclass	0	-	ESC_noclass	0.38759688	0	0.5376344	0.22522523	0.34013605	0.57161754
chr7	23548146	23548523	ESCTE2349_noclass	0	-	ESC_noclass	66.32782	5.758377	73.9881	0.4901961	75.54052	4.1740527
chr1	60047529	60047936	ESCTE235_noclass	0	+	ESC_noclass	57.69382	5.7856627	73.57189	2.9323792	58.83014	9.226419
chr7	24020762	24021721	ESCTE2354_noclass	0	-	ESC_noclass	67.92049	3.411524	76.865204	1.0943143	68.58808	6.690679
chr7	24020762	24021721	ESCTE2354_NonEnh	0	-	ESC_NonEnh	67.92049	3.411524	76.865204	1.0943143	68.58808	6.690679
chr7	24458117	24458466	ESCTE2358_noclass	0	+	ESC_noclass	0	4.301075	14.471491	2.0954792	2.8935184	1.9678898
chr7	25536603	25537017	ESCTE2363_noclass	0	+	ESC_noclass	56.998848	6.594982	75.97331	2.7511158	47.77778	9.280939
chr7	25536603	25537017	ESCTE2363_NonEnh	0	+	ESC_NonEnh	56.998848	6.594982	75.97331	2.7511158	47.77778	9.280939
chr7	26693989	26694383	ESCTE2374_noclass	0	-	ESC_noclass	74.15663	7.142597	67.708015	2.933711	77.061615	11.327523
chr7	27006649	27006952	ESCTE2384_noclass	0	-	ESC_noclass	86.12013	0	74.71853	1.7356552	82.73672	2.159352
chr7	27006649	27006952	ESCTE2384_NonEnh	0	-	ESC_NonEnh	86.12013	0	74.71853	1.7356552	82.73672	2.159352
chr7	27012009	27012601	ESCTE2385_noclass	0	-	ESC_noclass	58.98591	5.673077	66.110825	0.9433962	65.15104	8.133783
chr7	27012009	27012601	ESCTE2385_NonEnh	0	-	ESC_NonEnh	58.98591	5.673077	66.110825	0.9433962	65.15104	8.133783
chr7	29628139	29628559	ESCTE2393_noclass	0	+	ESC_noclass	68.76087	3.1313133	79.26274	2.906939	71.68651	6.9460363
chr7	30204459	30204813	ESCTE2398_noclass	0	+	ESC_noclass	5.654762	0.61728394	25.994888	0.60064936	5.986532	2.7107728
chr7	30214016	30214361	ESCTE2400_noclass	0	+	ESC_noclass	68.14614	8.250762	72.27561	3.677761	77.10438	6.742383
chr7	34181823	34182177	ESCTE2475_noclass	0	+	ESC_noclass	79.21434	2.5	69.912025	1.2078273	80.23098	2.850389
chr7	39586933	39587319	ESCTE2478_noclass	0	+	ESC_noclass	21.980099	7.4268775	41.537773	3.0434256	36.988804	7.121051
chr7	42402323	42403169	ESCTE2483_noclass	0	+	ESC_noclass	54.612022	3.0203052	55.622368	0.8641215	60.460274	6.265513
chr7	42402323	42403169	ESCTE2483_NonEnh	0	+	ESC_NonEnh	54.612022	3.0203052	55.622368	0.8641215	60.460274	6.265513
chr7	43547819	43548168	ESCTE2484_noclass	0	+	ESC_noclass	5.044671	2.7141268	17.788595	1.8928133	8.298508	2
chr7	44058893	44059770	ESCTE2488_noclass	0	+	ESC_noclass	18.869883	2.6755111	45.678043	2.2565508	30.8219	5.1123905
chr7	44058893	44059770	ESCTE2488_NonEnh	0	+	ESC_NonEnh	18.869883	2.6755111	45.678043	2.2565508	30.8219	5.1123905
chr7	44297578	44297994	ESCTE2489_noclass	0	+	ESC_noclass	30.977438	5.1054792	53.572937	0.61791384	53.83607	12.84613
chr7	45962190	45962583	ESCTE2491_noclass	0	+	ESC_noclass	34.963852	6.098137	69.288635	1.965634	23.374823	8.202898
chr7	58145649	58146493	ESCTE2510_noclass	0	-	ESC_noclass	38.981434	6.1568756	70.39019	1.7378029	78.36429	9.028726
chr7	83297340	83297722	ESCTE2530_noclass	0	-	ESC_noclass	24.180939	7.3013787	55.992943	0.93466103	51.57417	11.562105
chr7	86090484	86090758	ESCTE2539_noclass	0	+	ESC_noclass	54.26117	2.22332	53.88443	3.8178558	76.58185	3.4754474
chr1	73620697	73621539	ESCTE254_noclass	0	-	ESC_noclass	58.17069	11.063912	54.778736	1.4120871	55.274525	10.09642
chr7	86836403	86836810	ESCTE2544_noclass	0	-	ESC_noclass	36.68112	2.777778	44.642628	0	41.60667	4.746641
chr7	94644690	94645576	ESCTE2561_noclass	0	+	ESC_noclass	5	2.9768524	15.546265	1.8789662	8.9743595	2.8297198
chr7	97744451	97744783	ESCTE2563_noclass	0	-	ESC_noclass	5.2636366	0.8333334	52.894997	1.1892691	18.613894	7.161925
chr7	106745421	106746222	ESCTE2591_REDE	0	+	ESC_REDE	0.95238096	0.7936508	58.96933	3.4260244	42.64008	16.245354
chr7	106760776	106761646	ESCTE2592_noclass	0	-	ESC_noclass	4.816017	2.88258	39.46652	2.8237932	15.5	4.8364167
chr7	106988672	106989055	ESCTE2593_noclass	0	+	ESC_noclass	50.496735	4.347826	56.917217	3.058271	51.850395	8.377482
chr7	107929008	107929812	ESCTE2596_noclass	0	-	ESC_noclass	34.173443	5.9126606	54.004475	2.0050664	54.754738	8.593785
chr7	107929008	107929812	ESCTE2596_NonEnh	0	-	ESC_NonEnh	34.173443	5.9126606	54.004475	2.0050664	54.754738	8.593785
chr7	108167125	108167555	ESCTE2598_noclass	0	+	ESC_noclass	71.73776	7.4893265	76.31792	3.192093	81.340416	4.370998
chr7	108306546	108307433	ESCTE2604_noclass	0	-	ESC_noclass	71.465416	6.9865255	59.17976	4.219322	82.32596	5.1024504
chr7	108594272	108594659	ESCTE2609_noclass	0	-	ESC_noclass	63.403366	10.877479	74.02837	1.0934848	66.42364	12.719539
chr7	108671567	108671989	ESCTE2614_noclass	0	-	ESC_noclass	61.792664	5.148334	82.546974	1.4423077	64.9302	14.955021
chr7	108678803	108679209	ESCTE2615_REDE	0	-	ESC_REDE	9.893443	3.3318071	26.769598	2.8228214	7.329418	2.8983345
chr7	109998310	109998675	ESCTE2617_noclass	0	-	ESC_noclass	10.3896885	1.4297385	12.871036	0.8967136	9.800363	2.1370354
chr7	126301570	126302449	ESCTE2625_noclass	0	-	ESC_noclass	3.4185615	0.8846602	9.931967	0.5779126	8.198862	1.7399496
chr7	126301570	126302449	ESCTE2625_NonEnh	0	-	ESC_NonEnh	3.4185615	0.8846602	9.931967	0.5779126	8.198862	1.7399496
chr7	126742029	126742373	ESCTE2627_noclass	0	-	ESC_noclass	32.316143	8.954972	57.64323	3.2353842	44.54474	8.942103
chr7	127284017	127284403	ESCTE2628_noclass	0	-	ESC_noclass	24.093252	4.7249165	38.593792	0.9926855	30.81713	6.235492
chr7	127466692	127466922	ESCTE2632_noclass	0	+	ESC_noclass	0.7407408	0.85470086	3.8888893	1.3647152	1.3696715	0.5376344
chr7	140950580	140950892	ESCTE2649_noclass	0	-	ESC_noclass	1.5882019	1.3605442	8.488761	0.8662335	2.244832	2.4831004
chr7	142206716	142207585	ESCTE2651_REDE	0	-	ESC_REDE	5.8834453	4.1297855	37.18505	2.2168164	7.611285	5.2401314
chr7	143988465	143989291	ESCTE2652_noclass	0	+	ESC_noclass	58.431435	5.0882387	58.780563	2.3064692	68.523674	3.9302437
chr7	143988465	143989291	ESCTE2652_NonEnh	0	+	ESC_NonEnh	58.431435	5.0882387	58.780563	2.3064692	68.523674	3.9302437
chr7	145034058	145034460	ESCTE2653_noclass	0	-	ESC_noclass	18.60599	2.538314	30.032694	1.4672296	14.254253	1.9337065
chr8	3337861	3338181	ESCTE2658_noclass	0	+	ESC_noclass	86.017365	2.4762807	74.578926	1.6184098	74.35285	7.2609706
chr1	88188907	88189880	ESCTE266_noclass	0	-	ESC_noclass	59.89223	1.8181818	53.640293	0.96955	71.02511	3.3433487
chr1	88188907	88189880	ESCTE266_NonEnh	0	-	ESC_NonEnh	59.89223	1.8181818	53.640293	0.96955	71.02511	3.3433487
chr8	3860924	3861210	ESCTE2665_noclass	0	+	ESC_noclass	23.090277	8.095703	63.483265	4.3559284	33.260036	4.028213
chr8	3890848	3891243	ESCTE2667_noclass	0	+	ESC_noclass	70.49451	2.6195598	61.31137	2.1788	62.92929	3.9445572
chr1	88270334	88270714	ESCTE267_noclass	0	+	ESC_noclass	65.43876	13.496948	81.087204	1.1602441	71.97765	18.035902
chr8	4948129	4948397	ESCTE2676_noclass	0	-	ESC_noclass	51.51313	1.2727273	52.86909	2.301005	70.108025	1.3389711
chr8	7079172	7079588	ESCTE2685_noclass	0	-	ESC_noclass	34.461033	5.0378304	47.31596	1.3282434	37.486217	4.428668
chr8	11854689	11855157	ESCTE2687_noclass	0	-	ESC_noclass	48.32712	1.5442224	46.858273	1.4894562	57.82731	3.1007075
chr1	90886333	90887276	ESCTE269_noclass	0	-	ESC_noclass	32.446583	4.356175	60.766754	1.8417509	29.063862	7.2429366
chr1	90886333	90887276	ESCTE269_NonEnh	0	-	ESC_NonEnh	32.446583	4.356175	60.766754	1.8417509	29.063862	7.2429366
chr8	18479878	18480057	ESCTE2693_REDE	0	-	ESC_REDE	1.452381	0.75757575	4.562289	0	2.9794974	1.4948642
chr8	19233600	19234552	ESCTE2696_noclass	0	-	ESC_noclass	27.33637	2.2292144	46.094803	1.1311889	41.370716	8.2908745
chr1	90891641	90892575	ESCTE270_REDE	0	-	ESC_REDE	64.478874	7.7047625	64.956345	3.8667197	83.38328	8.872249
chr8	22426742	22427175	ESCTE2701_REDE	0	-	ESC_REDE	1.0416666	0.81632656	0.6721349	0	2.351862	0.84176046
chr8	26645395	26645793	ESCTE2705_REDE	0	+	ESC_REDE	38.84921	7.7186337	46.443504	4.443603	36.405724	9.474658
chr8	27741884	27742041	ESCTE2708_noclass	0	-	ESC_noclass	72.73587	0	61.486115	1.0795455	78.90123	3.5813494
chr8	27741884	27742041	ESCTE2708_NonEnh	0	-	ESC_NonEnh	72.73587	0	61.486115	1.0795455	78.90123	3.5813494
chr8	28547303	28547704	ESCTE2711_noclass	0	+	ESC_noclass	73.94318	4.274425	79.001945	1.3076924	75.77031	9.802794
chr8	32667398	32668257	ESCTE2715_REDE	0	+	ESC_REDE	9.776757	3.1754029	32.4976	2.963812	34.193974	9.361472
chr8	34969955	34970302	ESCTE2717_noclass	0	-	ESC_noclass	10.983159	3.6226742	41.688606	2.2905774	34.750072	7.1316366
chr8	34994954	34995272	ESCTE2718_noclass	0	+	ESC_noclass	61.5508	3.6616163	52.529503	1.1947432	75.04496	7.8414683
chr8	34994954	34995272	ESCTE2718_NonEnh	0	+	ESC_NonEnh	61.5508	3.6616163	52.529503	1.1947432	75.04496	7.8414683
chr8	55589073	55589466	ESCTE2753_noclass	0	-	ESC_noclass	42.685284	0.49019608	54.51121	0.877193	51.372974	4.937702
chr8	55693109	55693326	ESCTE2755_noclass	0	+	ESC_noclass	62.332626	0	70.21377	0	86.153564	6.022152
chr8	56243466	56243868	ESCTE2756_noclass	0	+	ESC_noclass	45.314693	10.618279	72.384605	2.332748	71.4122	13.481544
chr8	56566809	56567201	ESCTE2762_noclass	0	-	ESC_noclass	8.455882	1.1774892	21.191545	1.9797815	8.832809	2.7509422
chr8	60870476	60870877	ESCTE2774_noclass	0	-	ESC_noclass	14.749109	2.1286232	53.511963	3.9215388	26.662045	9.614204
chr8	63759688	63760597	ESCTE2786_noclass	0	-	ESC_noclass	20.279758	4.997877	51.780396	2.2314572	49.5153	7.2917027
chr8	64951872	64952708	ESCTE2788_REDE	0	+	ESC_REDE	1.8502792	1.4457315	16.000042	1.1152161	7.40161	2.1835327
chr8	67423462	67424445	ESCTE2800_noclass	0	-	ESC_noclass	70.06485	1.7534384	60.50598	1.1419069	74.81322	3.0967126
chr8	67423462	67424445	ESCTE2800_NonEnh	0	-	ESC_NonEnh	70.06485	1.7534384	60.50598	1.1419069	74.81322	3.0967126
chr8	69018397	69018795	ESCTE2805_noclass	0	-	ESC_noclass	36.039085	3.4346848	75.62481	2.8792484	70.32607	2.9757996
chr8	69018941	69019512	ESCTE2806_noclass	0	-	ESC_noclass	39.285717	5.8442307	62.263676	1.2755102	47.24414	8.386063
chr8	71028397	71029294	ESCTE2809_noclass	0	-	ESC_noclass	38.43254	5.0575185	51.69951	1.1785433	54.71248	6.4281316
chr8	71028397	71029294	ESCTE2809_NonEnh	0	-	ESC_NonEnh	38.43254	5.0575185	51.69951	1.1785433	54.71248	6.4281316
chr8	71951793	71952120	ESCTE2812_noclass	0	-	ESC_noclass	0	0	1.2263594	0.43103448	0.9864603	0.6677351
chr8	72555892	72556262	ESCTE2817_REDE	0	+	ESC_REDE	1.0638298	0.6756757	1.2507818	0.8652482	0	0
chr8	72676634	72677536	ESCTE2818_REDE	0	-	ESC_REDE	1.2603079	0	2.7513227	0.6870858	1.2121211	0.16339868
chr8	73029703	73030070	ESCTE2820_noclass	0	-	ESC_noclass	49.85973	4.771378	52.773823	0.96638656	40.513836	6.094276
chr8	75415438	75416305	ESCTE2833_REDE	0	+	ESC_REDE	10.753499	3.2231183	26.178434	1.7846292	18.99495	3.1741123
chr8	76260185	76261252	ESCTE2836_noclass	0	+	ESC_noclass	60.23465	3.5265434	69.1748	0.5877617	83.20368	6.9690213
chr8	76260185	76261252	ESCTE2836_NonEnh	0	+	ESC_NonEnh	60.23465	3.5265434	69.1748	0.5877617	83.20368	6.9690213
chr8	78081262	78081654	ESCTE2843_noclass	0	-	ESC_noclass	14.068006	1.3679891	15.7194195	3.398449	9.4270315	4.4591255
chr8	79546021	79546429	ESCTE2846_noclass	0	+	ESC_noclass	2.2548263	0.96498483	8.916755	0.6155303	12.110571	2.960491
chr8	81017558	81017927	ESCTE2850_noclass	0	+	ESC_noclass	11.442706	2.5967157	19.294348	3.7694626	10.549763	2.3482428
chr8	82088224	82088604	ESCTE2851_noclass	0	-	ESC_noclass	86.158485	3.6111112	73.93257	1.3852813	78.20068	8.906027
chr8	85479917	85480294	ESCTE2863_noclass	0	+	ESC_noclass	55.216534	8.126362	57.20812	1.5873016	72.47703	4.9472003
chr8	85479917	85480294	ESCTE2863_NonEnh	0	+	ESC_NonEnh	55.216534	8.126362	57.20812	1.5873016	72.47703	4.9472003
chr8	93441735	93442597	ESCTE2868_REDE	0	-	ESC_REDE	1.4805455	0.31347963	4.791089	0.45512316	2.9979677	0.677617
chr8	103735622	103735996	ESCTE2882_noclass	0	-	ESC_noclass	72.7451	0.3968254	62.718697	1.0946896	82.53749	3.5558295
chr8	104728958	104729796	ESCTE2883_noclass	0	+	ESC_noclass	65.759575	3.0431547	60.804523	2.1315618	77.73612	5.8106394
chr8	105059843	105060776	ESCTE2885_noclass	0	-	ESC_noclass	67.97554	6.25	65.135864	2.4114702	63.527294	7.457804
chr8	105059843	105060776	ESCTE2885_NonEnh	0	-	ESC_NonEnh	67.97554	6.25	65.135864	2.4114702	63.527294	7.457804
chr8	125964407	125964784	ESCTE2898_noclass	0	+	ESC_noclass	31.443851	4.0178576	35.90547	2.7992425	9.712532	3.8040016
chr8	129115703	129116091	ESCTE2899_REDE	0	-	ESC_REDE	51.218998	6.1886	59.644268	2.4888592	53.583183	9.928304
chr1	99171710	99172687	ESCTE290_noclass	0	-	ESC_noclass	38.806652	1.8607444	65.097404	1.048951	62.12987	4.2926574
